,CLDATE,SNWD,SNOW,ORIGIN_CITY_NAME,AIRLINE_ID,DEST_CITY_NAME,WEATHER_DELAY,FL_DATE
1629,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Buffalo, NY",0.0,2016-01-06
1630,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-06
1631,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",0.0,2016-01-06
1632,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-06
1633,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",0.0,2016-01-06
1634,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",,2016-01-06
1635,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Fort Lauderdale, FL",,2016-01-06
1636,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Newark, NJ",,2016-01-06
1637,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Raleigh/Durham, NC",,2016-01-06
1638,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Newark, NJ",,2016-01-06
1639,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Newark, NJ",,2016-01-06
1640,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Newark, NJ",,2016-01-06
1641,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Fort Myers, FL",,2016-01-06
1642,2016-01-06,0.0,0.0,"Boston, MA",20409.0,"Raleigh/Durham, NC",0.0,2016-01-06
1643,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1644,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1645,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1646,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1647,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1648,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1649,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1650,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Orlando, FL",,2016-01-06
1651,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Orlando, FL",,2016-01-06
1652,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1653,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1654,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1655,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1656,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1657,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-06
1658,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Salt Lake City, UT",,2016-01-06
1659,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Los Angeles, CA",,2016-01-06
1660,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1661,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-06
1662,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1663,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1664,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1665,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1666,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1667,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1668,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1669,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1670,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1671,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1672,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1673,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1674,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1675,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-06
1676,2016-01-06,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-06
1677,2016-01-06,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-06
1678,2016-01-06,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-06
1679,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Cincinnati, OH",0.0,2016-01-06
1680,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-06
1681,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1682,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1683,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-06
1684,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-06
1685,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1686,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-06
1687,2016-01-06,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-06
1688,2016-01-06,0.0,0.0,"Boston, MA",20366.0,"Richmond, VA",,2016-01-06
1689,2016-01-06,0.0,0.0,"Boston, MA",20366.0,"Richmond, VA",,2016-01-06
1690,2016-01-06,0.0,0.0,"Boston, MA",20416.0,"Fort Myers, FL",,2016-01-06
1691,2016-01-06,0.0,0.0,"Boston, MA",20416.0,"Myrtle Beach, SC",,2016-01-06
1692,2016-01-06,0.0,0.0,"Boston, MA",20416.0,"Atlanta, GA",0.0,2016-01-06
1693,2016-01-06,0.0,0.0,"Boston, MA",20416.0,"Fort Lauderdale, FL",0.0,2016-01-06
1694,2016-01-06,0.0,0.0,"Boston, MA",20416.0,"Las Vegas, NV",0.0,2016-01-06
1695,2016-01-06,0.0,0.0,"Boston, MA",20416.0,"West Palm Beach/Palm Beach, FL",0.0,2016-01-06
1696,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1697,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1698,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1699,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-06
1700,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Washington, DC",,2016-01-06
1701,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-06
1702,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-06
1703,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-06
1704,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",0.0,2016-01-06
1705,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-06
1706,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-06
1707,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-06
1708,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1709,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-06
1710,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-06
1711,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1712,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1713,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-06
1714,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-06
1715,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-06
1716,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",0.0,2016-01-06
1717,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-06
1718,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-06
1719,2016-01-06,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-06
1720,2016-01-07,0.0,0.0,"Boston, MA",20416.0,"Fort Myers, FL",,2016-01-07
1721,2016-01-07,0.0,0.0,"Boston, MA",20416.0,"Myrtle Beach, SC",,2016-01-07
1722,2016-01-07,0.0,0.0,"Boston, MA",20416.0,"Atlanta, GA",,2016-01-07
1723,2016-01-07,0.0,0.0,"Boston, MA",20416.0,"Fort Lauderdale, FL",,2016-01-07
1724,2016-01-07,0.0,0.0,"Boston, MA",20416.0,"Las Vegas, NV",,2016-01-07
1725,2016-01-07,0.0,0.0,"Boston, MA",20416.0,"West Palm Beach/Palm Beach, FL",,2016-01-07
1726,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-07
1727,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-07
1728,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-07
1729,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1730,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-07
1731,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Washington, DC",,2016-01-07
1732,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-07
1733,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-07
1734,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-07
1735,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",0.0,2016-01-07
1736,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Denver, CO",,2016-01-07
1737,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-07
1738,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1739,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-07
1740,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-07
1741,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-07
1742,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1743,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1744,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-07
1745,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-07
1746,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Chicago, IL",,2016-01-07
1747,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-07
1748,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"San Francisco, CA",,2016-01-07
1749,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1750,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1751,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Newark, NJ",,2016-01-07
1752,2016-01-07,0.0,0.0,"Boston, MA",19977.0,"Houston, TX",,2016-01-07
1753,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",0.0,2016-01-07
1754,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Cincinnati, OH",,2016-01-07
1755,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1756,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Salt Lake City, UT",,2016-01-07
1757,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1758,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Orlando, FL",,2016-01-07
1759,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1760,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Orlando, FL",,2016-01-07
1761,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Orlando, FL",,2016-01-07
1762,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1763,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1764,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1765,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1766,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1767,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-07
1768,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1769,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-07
1770,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-07
1771,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1772,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-07
1773,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1774,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1775,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1776,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1777,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1778,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Atlanta, GA",,2016-01-07
1779,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1780,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Los Angeles, CA",,2016-01-07
1781,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Detroit, MI",,2016-01-07
1782,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"Minneapolis, MN",,2016-01-07
1783,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1784,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1785,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1786,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1787,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1788,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1789,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1790,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1791,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1792,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1793,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1794,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1795,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1796,2016-01-07,0.0,0.0,"Boston, MA",19790.0,"New York, NY",,2016-01-07
1797,2016-01-07,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-07
1798,2016-01-07,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-07
1799,2016-01-07,0.0,0.0,"Boston, MA",20366.0,"Cleveland, OH",,2016-01-07
1800,2016-01-07,0.0,0.0,"Boston, MA",20366.0,"Richmond, VA",,2016-01-07
1801,2016-01-07,0.0,0.0,"Boston, MA",20366.0,"Richmond, VA",,2016-01-07
1802,2016-01-07,0.0,0.0,"Boston, MA",20366.0,"Richmond, VA",,2016-01-07
1803,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1804,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-07
1805,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1806,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-07
1807,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-07
1808,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-07
1809,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1810,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Los Angeles, CA",,2016-01-07
1811,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-07
1812,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1813,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-07
1814,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-07
1815,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",0.0,2016-01-07
1816,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-07
1817,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1818,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-07
1819,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1820,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-07
1821,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1822,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-07
1823,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-07
1824,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Dallas/Fort Worth, TX",,2016-01-07
1825,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Chicago, IL",,2016-01-07
1826,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-07
1827,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",,2016-01-07
1828,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1829,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1830,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1831,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1832,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1833,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1834,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1835,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1836,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1837,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1838,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1839,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1840,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1841,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1842,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1843,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1844,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",0.0,2016-01-07
1845,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1846,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1847,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1848,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1849,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1850,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1851,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1852,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1853,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1854,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1855,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1856,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1857,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1858,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1859,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1860,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1861,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1862,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1863,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1864,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1865,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1866,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1867,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1868,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1869,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1870,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1871,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1872,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1873,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1874,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1875,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1876,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Washington, DC",,2016-01-07
1877,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"New York, NY",,2016-01-07
1878,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",,2016-01-07
1879,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1880,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1881,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1882,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Charlotte, NC",,2016-01-07
1883,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Phoenix, AZ",,2016-01-07
1884,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",,2016-01-07
1885,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Philadelphia, PA",0.0,2016-01-07
1886,2016-01-07,0.0,0.0,"Boston, MA",19805.0,"Miami, FL",,2016-01-07
1887,2016-01-07,0.0,0.0,"Boston, MA",19930.0,"Seattle, WA",,2016-01-07
1888,2016-01-07,0.0,0.0,"Boston, MA",19930.0,"Seattle, WA",,2016-01-07
1889,2016-01-07,0.0,0.0,"Boston, MA",19930.0,"Portland, OR",,2016-01-07
1890,2016-01-07,0.0,0.0,"Boston, MA",19930.0,"San Diego, CA",,2016-01-07
1891,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"San Diego, CA",,2016-01-07
1892,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Savannah, GA",,2016-01-07
1893,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",0.0,2016-01-07
1894,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-07
1895,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",0.0,2016-01-07
1896,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Chicago, IL",,2016-01-07
1897,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-07
1898,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"San Francisco, CA",,2016-01-07
1899,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-07
1900,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Philadelphia, PA",,2016-01-07
1901,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Dallas/Fort Worth, TX",,2016-01-07
1902,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-07
1903,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Orlando, FL",,2016-01-07
1904,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-07
1905,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Los Angeles, CA",,2016-01-07
1906,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Chicago, IL",,2016-01-07
1907,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"New York, NY",,2016-01-07
1908,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"West Palm Beach/Palm Beach, FL",,2016-01-07
1909,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-07
1910,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"San Juan, PR",,2016-01-07
1911,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Washington, DC",,2016-01-07
1912,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Tampa, FL",,2016-01-07
1913,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"New Orleans, LA",,2016-01-07
1914,2016-01-07,0.0,0.0,"Boston, MA",20409.0,"Long Beach, CA",,2016-01-07
