"AIRLINE_ID","CARRIER_NAME","REGION",
19666,"Caribbean Express Inc.","Domestic",
19667,"Tri-State Airlines Inc.","Domestic",
19668,"Frontier Horizon Inc.","Domestic",
19669,"Aermediterranea S.P.A.","International",
19670,"Markair Inc.","Domestic",
19670,"Alaska International Air","Domestic",
19671,"Air Tungaru Corporation","International",
19672,"Resort Airlines Inc.","Domestic",
19673,"Alpine Air","Domestic",
19674,"Americair Inc.","Domestic",
19675,"Airspur Helicopters Inc.","Domestic",
19676,"Silver Kris Services Ltd.","Domestic",
19677,"Buffalo Airways Inc.","International",
19677,"Buffalo Airways Inc.","Domestic",
19677,"Buffalo Airways Inc.","System",
19678,"Aloha Airlines Inc.","Pacific",
19678,"Aloha Airlines Inc.","Domestic",
19679,"Air Spirit Inc.","Domestic",
19680,"Metro Express","Domestic",
19681,"Frontier Commuter","Domestic",
19682,"Virgin Atlantic Airways","International",
19683,"Airmark Corporation","International",
19683,"Airmark Corporation","Domestic",
19683,"Airmark Corporation","System",
19684,"Independent Air Inc.","International",
19684,"Independent Air Inc.","Domestic",
19684,"Independent Air Inc.","System",
19685,"Aerial Transit Company","Latin America",
19685,"Aerial Transit Company","Domestic",
19685,"Aerial Transit Company","System",
19686,"Westflight Aviation","Domestic",
19687,"Horizon Air","Domestic",
19687,"Horizon Air","Domestic",
19687,"Horizon Air","Latin America",
19688,"Midway Express Airlines","Domestic",
19689,"St. Lucia Airways Limited","International",
19690,"Hawaiian Airlines Inc.","Pacific",
19690,"Hawaiian Airlines Inc.","Domestic",
19690,"Hawaiian Airlines Inc.","Pacific",
19690,"Hawaiian Airlines Inc.","Domestic",
19691,"Pacific Air Express Inc.","Domestic",
19692,"Trump Air","Domestic",
19693,"North Pacific Airlines Inc.","Domestic",
19694,"Flirite Inc.","Domestic",
19695,"Talarik Creek Air Taxi","Domestic",
19696,"Royale Airlines Inc.","Domestic",
19696,"Royale Airlines Inc.","Domestic",
19696,"Royale Airlines Inc.","Domestic",
19697,"Worldways Canada Ltd.","International",
19698,"Air Charter (Safa)","International",
19699,"Samoa Airlines Inc.","Pacific",
19700,"Alpha Air","Domestic",
19701,"Jetaire Airlines Inc.","Domestic",
19702,"Haiti Air","International",
19703,"Harbor Air Service","Domestic",
19704,"Continental Air Lines Inc.","Pacific",
19704,"Continental Air Lines Inc.","Latin America",
19704,"Continental Air Lines Inc.","Atlantic",
19704,"Continental Air Lines Inc.","Domestic",
19705,"Interstate Airlines Inc.","International",
19705,"Interstate Airlines Inc.","Domestic",
19705,"Interstate Airlines Inc.","System",
19705,"Interstate Airlines Inc.","Domestic",
19706,"Hawaii Pacific Helicopters","Domestic",
19707,"Eastern Air Lines Inc.","Latin America",
19707,"Eastern Air Lines Inc.","Atlantic",
19707,"Eastern Air Lines Inc.","Domestic",
19708,"Chisum Flying Service","Domestic",
19709,"AvAir","Domestic",
19710,"Armstrong Air Service Inc.","Domestic",
19711,"Eagle Airline","Domestic",
19712,"Business Express Airlines","Domestic",
19713,"Alliance Airlines","Domestic",
19714,"Astor Air","Domestic",
19715,"West Penn Commuter","Domestic",
19716,"Barken International","Domestic",
19717,"Commuter Airlines (Ca)","Domestic",
19718,"Cresent Medivac","Domestic",
19719,"Coastal Air Transport","Domestic",
19720,"Exec Express","Domestic",
19721,"La Skycab Airline","Domestic",
19722,"National Air","Domestic",
19723,"Omniflight Airways","Domestic",
19724,"Southern Express Airways","Domestic",
19725,"Turner Aire","Domestic",
19726,"AAR Western Skyways","Domestic",
19727,"Skybus Inc.","Domestic",
19728,"Caicos Caribbean Airways","International",
19729,"Jet Express","Domestic",
19730,"Regent Air Corporation","Domestic",
19731,"Westates Airlines","Domestic",
19732,"Action Airlines","Domestic",
19733,"California Seaboard","Domestic",
19734,"Enterprise Airlines Inc.","Domestic",
19735,"Island Air Express","Domestic",
19736,"Maui Airlines","Domestic",
19737,"Metro Express 11","Domestic",
19738,"Otter Air","Domestic",
19739,"Prime Air Inc.","Domestic",
19740,"Sallee's Aviation","Domestic",
19741,"Wrangell Air Service","Domestic",
19742,"Atlantic Gulf Airlines","Domestic",
19742,"Atlantic Gulf Airlines","Latin America",
19742,"Atlantic Gulf Airlines","Domestic",
19743,"Skyworld Airlines Inc.","International",
19743,"Skyworld Airlines Inc.","Domestic",
19744,"Presidential Airways Inc.","Domestic",
19745,"Caribbean Air Cargo Co Ltd.","International",
19746,"P.T. Garuda Indonesian Arwy","International",
19747,"Egyptair","International",
19748,"Bay Air","Domestic",
19749,"Five Star Airlines","International",
19749,"Five Star Airlines","Domestic",
19749,"Five Star Airlines","System",
19750,"King Flying Service","Domestic",
19751,"Le Point Air","International",
19752,"Barrow Air","Domestic",
19753,"Big Island Air","Domestic",
19754,"Cityhop","Domestic",
19755,"GP Express Airlines","Domestic",
19756,"Iowa Airways","Domestic",
19757,"Mountain West Airlines","Domestic",
19758,"Resort Commuter","Domestic",
19759,"Texas National Airlines","Domestic",
19760,"Air Hawaii","Domestic",
19760,"Air Hawaii","Domestic",
19760,"Air Hawaii","Domestic",
19761,"Aerotal","International",
19762,"Air L.A.","Domestic",
19763,"Aero Coach","Domestic",
19764,"Air Link Airways","Domestic",
19765,"Million Air","Domestic",
19766,"Helitrans","Domestic",
19767,"La Helicopter","Domestic",
19768,"Omniflight Helicopters","Domestic",
19769,"Reeves Air","Domestic",
19770,"Compania Panamena (Copa)","International",
19771,"Zas Airline Of Egypt","International",
19772,"Polar International","Domestic",
19773,"Hemisphere Air Charter","Domestic",
19774,"Airways International","Domestic",
19775,"Chicago Airlines","Domestic",
19776,"Royal West Airlines","Domestic",
19777,"Airpac Inc.","Domestic",
19777,"Airpac Inc.","Domestic",
19777,"Airpac Inc.","Domestic",
19778,"Aerovias Venezolanas-Avensa","International",
19779,"Cathay Pacific Airways Ltd.","International",
19780,"Galena Air Service","Domestic",
19781,"Stateswest Airlines","Domestic",
19782,"Executive Transport","Domestic",
19783,"Propheter Aviation","Domestic",
19784,"Wise Airlines Inc.","Domestic",
19786,"Haines Airways","Domestic",
19787,"Great American Airways","Domestic",
19787,"Great American Airways","System",
19787,"Great American Airways","Domestic",
19787,"Great American Airways","System",
19788,"Air Puerto Rico Airlines","Domestic",
19788,"Air Puerto Rico Airlines","Latin America",
19788,"Air Puerto Rico Airlines","Domestic",
19788,"Air Puerto Rico Airlines","System",
19789,"Viacao Aerea Sao Paulo","International",
19790,"Delta Air Lines Inc.","Pacific",
19790,"Delta Air Lines Inc.","Atlantic",
19790,"Delta Air Lines Inc.","Latin America",
19790,"Delta Air Lines Inc.","Domestic",
19791,"All Nippon Airways Co.","International",
19792,"International Parcel Express Inc.","Domestic",
19793,"Anglo Airlines Ltd.","International",
19794,"Midcontinent Airlines","Domestic",
19795,"Malaysian Airline System","International",
19796,"Pilgrim Aviation & Airlines","Domestic",
19796,"Pilgrim Aviation & Airlines","Domestic",
19796,"Pilgrim Aviation & Airlines","Domestic",
19797,"Florida Express Inc.","Latin America",
19797,"Florida Express Inc.","Domestic",
19798,"Orion Air","International",
19798,"Orion Air","Domestic",
19798,"Orion Air","System",
19799,"Nationair","International",
19800,"Air Cape","Domestic",
19801,"Lake Coastal","Domestic",
19802,"Mst Aviation","Domestic",
19803,"First Air","International",
19804,"Transportes Aereos De Cabo","International",
19805,"American Airlines Inc.","Pacific",
19805,"American Airlines Inc.","Latin America",
19805,"American Airlines Inc.","Atlantic",
19805,"American Airlines Inc.","Domestic",
19806,"Air Charter Systems (Acs)","International",
19807,"Helitac Aviation","Domestic",
19808,"Belize Air International Ltd.","International",
19809,"Highland Express Airways","International",
19810,"Mid Pacific Airlines Inc.","Domestic",
19810,"Mid Pacific Airlines Inc.","Domestic",
19810,"Mid Pacific Airlines Inc.","Domestic",
19811,"Aero Tranportes Panamenos","International",
19812,"Millon Air Inc.","International",
19812,"Millon Air Inc.","Domestic",
19812,"Millon Air Inc.","System",
19813,"Air Caribe International","Domestic",
19814,"Air South","Domestic",
19815,"Air South","Domestic",
19816,"Bangor International Air","Domestic",
19817,"Chester County Aviation","Domestic",
19818,"East Coast Airways","Domestic",
19819,"Hub Express","Domestic",
19820,"Tropical Helicopter Airways","Domestic",
19821,"Turk Hava Yollari A.O.","International",
19822,"Piedmont Aviation Inc.","Latin America",
19822,"Piedmont Aviation Inc.","Atlantic",
19822,"Piedmont Aviation Inc.","Domestic",
19823,"Air Train Inc.","Domestic",
19824,"Haiti Air Freight Intl","International",
19825,"Ketchikan Air Service","Domestic",
19826,"Salair Inc.","Domestic",
19827,"Npa Inc.","Domestic",
19828,"Air America","Atlantic",
19828,"Air America","International",
19828,"Air America","Domestic",
19828,"Air America","System",
19828,"Air America","International",
19828,"Air America","Domestic",
19829,"Time Air Ltd.","International",
19830,"Nippon Cargo Airlines","International",
19831,"Seagull Air Service","Domestic",
19832,"Nasville Eagle","Domestic",
19833,"Aleutian Air","Domestic",
19834,"Custom Air Service","Domestic",
19835,"GCS Air Service","Domestic",
19836,"Golden State Airlines","Domestic",
19837,"Springdale Air","Domestic",
19838,"Sportsman Flying Service","Domestic",
19839,"Saeta Airlines","International",
19840,"Aerolineas Mundo","International",
19841,"Tropical Airways Inc.","Domestic",
19841,"Tropical Airways Inc.","System",
19842,"Grenada Airways Ltd.","International",
19843,"Mid Pacific Air Corp.","Domestic",
19844,"Exec Express II","Domestic",
19845,"Taquan Air Service","Domestic",
19846,"Chartair","Domestic",
19847,"Laredo Air","Domestic",
19848,"Qwest Commuter","Domestic",
19849,"Tri Air Freight","Domestic",
19850,"Wra Inc.","Domestic",
19851,"Zambia Airways Corp.","International",
19852,"Swissair Transport Co. Ltd.","International",
19853,"Airlift International","Domestic",
19854,"Pacair","Domestic",
19855,"Bradley Air Services Ltd.","International",
19856,"Corse Air International","International",
19857,"Iraqi Airways","International",
19858,"Monarch Airlines","International",
19859,"Vacationair","International",
19860,"Lineas Aereas La-Tur Sa","International",
19861,"Holidair Airways","International",
19862,"Aerovias S.A.","International",
19863,"Alas De Transporte International","International",
19864,"Transamerica Airlines Inc.","System",
19865,"Haiti Trans Air","International",
19866,"Canadian Aviation Express","International",
19867,"Japan Air System Co. Ltd.","International",
19868,"Manhattan Express","Domestic",
19869,"Britannia Airways Ltd.","International",
19870,"Aero Freight","Domestic",
19871,"Panama Aviation","Domestic",
19872,"Welch Aviation","Domestic",
19873,"Austrian Airlines","International",
19874,"Air Transport International","International",
19874,"Air Transport International","Atlantic",
19874,"Air Transport International","Domestic",
19874,"Air Transport International","System",
19875,"Aero California","International",
19876,"Heritage Airlines","Domestic",
19877,"Kitty Hawk Air Cargo","Domestic",
19878,"Columbia Pacific Airlines","Domestic",
19879,"Columbia Pacific Airlines","Domestic",
19880,"Central States Air Lines","Domestic",
19881,"Mohawk Airlines","Domestic",
19882,"Skymaster","Domestic",
19883,"Novair International Airways Ltd.","International",
19884,"TPI International Airways","International",
19884,"TPI International Airways","System",
19885,"Universal Airlines Inc.","International",
19885,"Universal Airlines Inc.","System",
19886,"Aruba Cargo","International",
19887,"Latcr","International",
19888,"Transcarga","International",
19889,"Venexcargo","International",
19890,"Aeroejecutivos C.A.","International",
19891,"Aeropuma","International",
19892,"Aeronautica De Cancun","International",
19893,"Aerovias Colombianas Arca","International",
19894,"Zuliana De Aviacion","International",
19895,"Interamericana De Aviacion","International",
19896,"Fast Air Carrier Ltd.","International",
19897,"Lineas Aereas Mayas (Lamsa)","International",
19898,"Emery Worldwide Airlines","International",
19898,"Emery Worldwide Airlines","Domestic",
19899,"Hong Kong Dragonair","International",
19900,"Air Marshall Islands Inc.","International",
19901,"Blue Bell Inc.","International",
19901,"Blue Bell Inc.","Domestic",
19901,"Blue Bell Inc.","System",
19902,"Wrangler Aviation Inc.","International",
19902,"Wrangler Aviation Inc.","Domestic",
19903,"Conquest Airline Corp.","Domestic",
19904,"Air Southeast","Domestic",
19905,"California Air Shuttle","Domestic",
19906,"Northcoast Executive","Domestic",
19907,"Scott Aviation","Domestic",
19908,"Trans Air (Hawaii)","Domestic",
19909,"Air Belgium","International",
19910,"Aerolineas Latinas","International",
19911,"Air Aruba","International",
19912,"Cayman Airways Limited","International",
19912,"Cayman Airways Limited","International",
19913,"Belize Trans Air","International",
19914,"Air Liberte","International",
19915,"Sea Air Shuttle","Domestic",
19916,"Primeras Lineas Uruguays For International","International",
19917,"United Parcel Service","Pacific",
19917,"United Parcel Service","Latin America",
19917,"United Parcel Service","Atlantic",
19917,"United Parcel Service","International",
19917,"United Parcel Service","Domestic",
19917,"United Parcel Service","Domestic",
19918,"Gulf Air Taxi","Domestic",
19919,"Adirondack Airlines","Domestic",
19920,"Corporate Air","Domestic",
19921,"Drummond Island Air","Domestic",
19922,"Gulf Flite Center","Domestic",
19923,"Lapsa","Domestic",
19924,"L'Express","Domestic",
19925,"Travelair","Domestic",
19926,"Valley Air Services","Domestic",
19927,"Aerosur","International",
19928,"Central American Airlines","International",
19929,"Charter One","Domestic",
19930,"Alaska Airlines Inc.","Latin America",
19930,"Alaska Airlines Inc.","Domestic",
19931,"Regal Air","International",
19932,"Apa International Air S.A.","International",
19932,"Apa International Air S.A.","International",
19933,"Air New Zealand","International",
19933,"Air New Zealand","International",
19934,"Das Air Cargo","International",
19935,"Star Aviation","Domestic",
19936,"Territorial Airlines","Domestic",
19937,"Loken Aviation","Domestic",
19938,"Dawn Air","Domestic",
19939,"Flying Boat","Domestic",
19940,"Caraven S.A.","International",
19941,"Trans Europ. Airways France","International",
19942,"General Air Cargo","International",
19943,"Allied Airlines","Domestic",
19944,"Airvantage","Domestic",
19945,"Chicago Air Taxi","Domestic",
19946,"Great Western Aviation","Domestic",
19947,"Paradise Island Airlines","Domestic",
19948,"Redwing Airways","Domestic",
19949,"Lauda Air Luftfahrt Ag","International",
19950,"Rosenbalm Aviation Inc.","Pacific",
19950,"Rosenbalm Aviation Inc.","Atlantic",
19950,"Rosenbalm Aviation Inc.","International",
19950,"Rosenbalm Aviation Inc.","Domestic",
19950,"Rosenbalm Aviation Inc.","System",
19950,"Flagship Express Services","Pacific",
19950,"Flagship Express Services","Atlantic",
19950,"Flagship Express Services","Domestic",
19951,"Braniff International Airlines Inc.","Domestic",
19952,"Pacific Interstate Airlines","Latin America",
19952,"Pacific Interstate Airlines","System",
19952,"Pacific Interstate Airlines","Domestic",
19952,"Carnival Air Lines Inc.","Latin America",
19952,"Carnival Air Lines Inc.","Domestic",
19952,"Pacific Interstate Airlines","International",
19952,"Pacific Interstate Airlines","Latin America",
19952,"Pacific Interstate Airlines","System",
19952,"Pacific Interstate Airlines","Domestic",
19953,"Transportes Aereos Mercantiles Panamericanos S.A","International",
19953,"Transportes Aereos Mercantiles Panamericanos S.A","International",
19954,"Japan Air Charter Co. Ltd.","International",
19955,"Affretair","International",
19956,"Servicios Avensa","International",
19957,"Mcclain Airlines Inc.","Domestic",
19958,"China Eastern Airlines","International",
19959,"Dulles Express","Domestic",
19960,"Skybus Express Airlines","Domestic",
19961,"Air Transat","International",
19961,"Air Transat","International",
19962,"Hawaii Pacific Air","Domestic",
19963,"World Air Network","International",
19964,"Island Express","Domestic",
19965,"Rocky Mountain Helicopters","Domestic",
19966,"Sierra Nevada Airways","Domestic",
19967,"Trans World Express","Domestic",
19968,"Arizona Pacific Airways","Domestic",
19969,"International Cargo Xpress","International",
19969,"International Cargo Xpress","Domestic",
19969,"International Cargo Xpress","System",
19970,"Northeast Express Regional","Domestic",
19971,"Northeast Express Regional","Domestic",
19972,"Av Atlantic","International",
19972,"Av Atlantic","Domestic",
19972,"Av Atlantic","System",
19973,"Aerotour Dominicano Cxa","International",
19974,"Aero Uruguay","International",
19975,"Aero Uruguay","International",
19976,"Air North","International",
19977,"United Air Lines Inc.","Pacific",
19977,"United Air Lines Inc.","Latin America",
19977,"United Air Lines Inc.","Atlantic",
19977,"United Air Lines Inc.","Domestic",
19978,"Air Alpha","Domestic",
19979,"Alliance Air","Domestic",
19980,"Florida Air","Domestic",
19981,"Patriot Airlines Inc.","International",
19981,"Patriot Airlines Inc.","Domestic",
19981,"Patriot Airlines Inc.","System",
19982,"USAir Shuttle","Latin America",
19982,"USAir Shuttle","Domestic",
19982,"Trump Shuttle","Latin America",
19982,"Trump Shuttle","Domestic",
19983,"Key Airlines Inc.","International",
19983,"Key Airlines Inc.","Domestic",
19983,"Key Airlines Inc.","Latin America",
19983,"Key Airlines Inc.","International",
19983,"Key Airlines Inc.","Domestic",
19984,"Translift Airways Limited","International",
19985,"Turks Air Ltd.","International",
19986,"Turks Air Ltd.","International",
19987,"Advantage Airlines","Domestic",
19988,"Air West Airlines","Domestic",
19989,"Keene Airways","Domestic",
19990,"Sky One Express","Domestic",
19991,"America West Airlines Inc.","Pacific",
19991,"America West Airlines Inc.","Latin America",
19991,"America West Airlines Inc.","Domestic",
19992,"Hispaniola Airways","International",
19993,"Airmark Airlines Inc.","International",
19993,"Airmark Airlines Inc.","Domestic",
19993,"Airmark Airlines Inc.","System",
19994,"Reno Air Inc.","Domestic",
19995,"Aces Airlines","International",
19996,"Nicaraguense De Aviacion Sa","International",
19997,"Jet America Airlines Inc.","Domestic",
19998,"Sierra Pacific Airlines","Domestic",
19998,"Sierra Pacific Airlines","Domestic",
19999,"South Pacific Island Airway","Pacific",
19999,"South Pacific Island Airway","Domestic",
19999,"South Pacific Island Airway","Domestic",
20000,"Time Air Sweden Ab","International",
20001,"Tranps Aereos Guatemaltecos","International",
20002,"Morris Air Corporation","International",
20002,"Morris Air Corporation","Domestic",
20003,"Balkan Bulgarian Airlines","International",
20004,"Cal Air International Ltd.","International",
20005,"Eva Airways Corporation","International",
20006,"Capitol Air Express Inc.","International",
20006,"Capitol Air Express Inc.","Domestic",
20006,"Capitol Air Express Inc.","System",
20007,"Atlas Air Inc.","International",
20007,"Atlas Air Inc.","Domestic",
20007,"Atlas Air Inc.","System",
20007,"Atlas Air Inc.","International",
20007,"Atlas Air Inc.","Domestic",
20008,"Ram Aviation","Domestic",
20009,"Eclipse Airlines","Domestic",
20010,"Aero Transcolombiana","International",
20011,"Air Casino","Domestic",
20012,"Express Airlines II","Domestic",
20013,"Rader Aviation","Domestic",
20014,"Trans American Charter","International",
20014,"Trans American Charter","Domestic",
20014,"Trans American Charter","System",
20015,"Export Air Del Peru S.A.","International",
20016,"Lineas Aereas Allegro","International",
20017,"Continental Micronesia","Pacific",
20018,"J.D.Valenciana De Aviation","International",
20019,"Private Jet Expeditions","International",
20019,"Private Jet Expeditions","Domestic",
20019,"Private Jet Expeditions","International",
20019,"Private Jet Expeditions","Domestic",
20019,"Private Jet Expeditions","System",
20020,"Eagle Airlines","International",
20020,"Eagle Airlines","Domestic",
20020,"Eagle Airlines","System",
20021,"Eagle Airlines","Domestic",
20022,"Leisure International Airways Ltd.","International",
20023,"Malev Hungarian Airlines","International",
20024,"Serv. Aerolineas Mexicanas","International",
20025,"Lineas Aereas Suramerican","International",
20026,"Quassar De Mexico","International",
20027,"Oasis International Airlines S.A.","International",
20028,"Aerochago S.A.","International",
20028,"Aerochago S.A.","International",
20029,"Transp. Aereos Ejecutivos","International",
20029,"Transp. Aereos Ejecutivos","International",
20030,"Aerolineas Uruguayas S.A.","International",
20031,"People Express Airlines Inc.","Atlantic",
20031,"People Express Airlines Inc.","Domestic",
20032,"Air Europe S.P.A.","International",
20033,"UFS Inc.","Domestic",
20034,"Pacific International Airlines","International",
20035,"Air Florida Express","Domestic",
20036,"American Flight Group","Domestic",
20037,"Aviation Sales","Domestic",
20038,"Business Helicopters","Domestic",
20039,"Four Star Aviation","Domestic",
20040,"Sky-Jet","Domestic",
20041,"Salair","Domestic",
20042,"Southern Air Transport Inc.","Pacific",
20042,"Southern Air Transport Inc.","International",
20042,"Southern Air Transport Inc.","Domestic",
20043,"Air Ukraine","International",
20044,"Aeromonterrey S.A.","International",
20045,"Biman Bangladesh Airlines","International",
20046,"Air Wisconsin Inc.","Domestic",
20046,"Air Wisconsin Inc.","Domestic",
20046,"Air Wisconsin Airlines Corp","Domestic",
20047,"Caribair","Domestic",
20048,"Gorda Aero Service","Domestic",
20049,"Western Air Lines Inc.","Latin America",
20049,"Western Air Lines Inc.","Domestic",
20050,"Worldwide Airlines Services","Latin America",
20050,"Worldwide Airlines Services","International",
20050,"Worldwide Airlines Services","Domestic",
20050,"Worldwide Airlines Services","System",
20051,"USAfrica Airways Inc.","Atlantic",
20051,"USAfrica Airways Inc.","Domestic",
20052,"Skyjet S.A.","International",
20053,"Servicio Aereo Leo Lopez","International",
20054,"Gulf Air Transport Inc.","International",
20054,"Gulf Air Transport Inc.","Domestic",
20054,"Gulf Air Transport Inc.","System",
20055,"Gulf Air Company","International",
20056,"Antigua Paradise Airways","International",
20057,"Evergreen International Inc.","Pacific",
20057,"Evergreen International Inc.","International",
20057,"Evergreen International Inc.","Domestic",
20057,"Evergreen International Inc.","System",
20058,"Air Pacific Ltd.","International",
20059,"Air Pacific Ltd.","International",
20060,"Air South Inc.","Domestic",
20061,"Air South Inc.","Domestic",
20062,"Island Air Charters","Domestic",
20063,"Pacificair","Domestic",
20064,"Ghana Airways Corporation","International",
20065,"Sky Service F.B.O.","International",
20066,"Advance Air Charters","International",
20067,"Mahalo Air","Domestic",
20068,"Capitol Air","Domestic",
20069,"Dolphin Express","Domestic",
20070,"Grand Airways Inc.","Domestic",
20070,"Grand Airways Inc.","Domestic",
20071,"Jetall Airways","International",
20072,"Scanair","International",
20073,"Premiair","International",
20074,"Renown Aviation","International",
20074,"Renown Aviation","Domestic",
20074,"Renown Aviation","System",
20075,"Aeromar C. Por A.","International",
20075,"Aeromar C. Por A.","International",
20075,"Aeromar C. Por A.","International",
20076,"Texas Airways","Domestic",
20077,"Halisa Air","International",
20078,"Western Pacific Airlines","Domestic",
20079,"Brasair Transportes Aereos","International",
20080,"Uzbekistan Airways","International",
20081,"Downeast Flying Service","Domestic",
20082,"Pine State Airlines","Domestic",
20083,"Sunshine Airlines","Domestic",
20084,"Aspen Airways Inc.","Domestic",
20084,"Aspen Airways Inc.","Domestic",
20085,"Aeromexpress","International",
20085,"Aeromexpress","International",
20086,"Tristar Airlines Inc.","Domestic",
20087,"Sierra Expressway","Domestic",
20088,"Tower Air Inc.","Latin America",
20088,"Tower Air Inc.","Atlantic",
20088,"Tower Air Inc.","Domestic",
20089,"Serv De Trans Aereos Fuegui","International",
20089,"Serv De Trans Aereos Fuegui","International",
20090,"Royal Air","International",
20091,"Krasair","International",
20092,"Merlin Express","Domestic",
20093,"Custom Air Transport","Domestic",
20093,"Custom Air Transport","Domestic",
20094,"Jettrain Airlines","Domestic",
20095,"World Airways Inc.","International",
20095,"World Airways Inc.","International",
20095,"World Airways Inc.","Atlantic",
20095,"World Airways Inc.","Domestic",
20095,"World Airways Inc.","System",
20096,"Mexicargo","International",
20097,"Prestige Airways","Domestic",
20097,"Paradise Airways","Domestic",
20098,"Eagle Jet Charter","Domestic",
20099,"Laker Airways Inc.","International",
20099,"Laker Airways Inc.","Domestic",
20099,"Laker Airways Inc.","System",
20100,"Polar Air Cargo Airways","Latin America",
20100,"Polar Air Cargo Airways","Pacific",
20100,"Polar Air Cargo Airways","Atlantic",
20100,"Polar Air Cargo Airways","Domestic",
20100,"Polar Air Cargo Airways","Latin America",
20100,"Polar Air Cargo Airways","Pacific",
20100,"Polar Air Cargo Airways","Atlantic",
20100,"Polar Air Cargo Airways","Domestic",
20101,"Southern Frontier Air Trans","International",
20102,"Sportsflight Airways Inc.","International",
20102,"Sportsflight Airways Inc.","Domestic",
20102,"Sportsflight Airways Inc.","System",
20102,"Pacific International Airlines Inc.","International",
20102,"Pacific International Airlines Inc.","Domestic",
20102,"Pacific International Airlines Inc.","System",
20103,"North East Cargo Airlines","International",
20104,"Transaero Airlines","International",
20104,"Transaero Airlines","International",
20105,"Empresa Ecuatoriana De Avia","International",
20105,"Ecuatoriana De Aviacion","International",
20106,"Sunworld International Airlines","International",
20106,"Sunworld International Airlines","Domestic",
20106,"Sunworld International Airlines","System",
20107,"Federal Express Corporation","Domestic",
20107,"Federal Express Corporation","Pacific",
20107,"Federal Express Corporation","Atlantic",
20107,"Federal Express Corporation","Latin America",
20107,"Federal Express Corporation","Domestic",
20107,"Federal Express Corporation","Pacific",
20107,"Federal Express Corporation","Atlantic",
20107,"Federal Express Corporation","Latin America",
20107,"Federal Express Corporation","Domestic",
20108,"Northern Air Cargo Inc.","Domestic",
20108,"Northern Air Cargo Inc.","Domestic",
20108,"Northern Air Cargo Inc.","International",
20108,"Northern Air Cargo Inc.","Domestic",
20109,"Transwede Airways Ab","International",
20109,"Blue Scandinavia Ab","International",
20110,"Antonov Design Bureau","International",
20110,"Antonov Company","International",
20111,"DHL Aero Expresso","International",
20112,"Maverick Airways","Domestic",
20113,"Golden West Airlines Inc.","Domestic",
20114,"Air Caribbean","International",
20114,"Air Caribbean","International",
20115,"Air Caribbean","Domestic",
20116,"Canada 3000 Airlines Ltd.","International",
20116,"Canada 3000 Airlines Ltd.","International",
20117,"Sobelair","International",
20118,"Air Illinois Inc.","Domestic",
20118,"Air Illinois Inc.","Domestic",
20119,"Air Europa","International",
20119,"Air Europa","International",
20119,"Air Europa","International",
20120,"Condor Flugdienst","International",
20120,"Condor Flugdienst","International",
20121,"Air Atlantic Dominicana","International",
20122,"Mountain Air Express","Domestic",
20123,"Aeroejecutivo S.A.","International",
20123,"Aeroejecutivo S.A.","International",
20124,"City Bird","International",
20125,"Panagra Airways","International",
20125,"Panagra Airways","Domestic",
20125,"Panagra Airways","System",
20126,"Laker Airways","International",
20127,"Lb Limited","International",
20127,"Laker Airways","International",
20128,"Flying Colours Airlines Ltd.","International",
20129,"Sky Trek International Airlines","International",
20129,"Sky Trek International Airlines","Domestic",
20129,"Sky Trek International Airlines","System",
20130,"M & N Aviation","Domestic",
20131,"Jim Air Inc.","Domestic",
20132,"Cascade Airways Inc.","Domestic",
20132,"Cascade Airways Inc.","Domestic",
20133,"China Southern Airlines","International",
20134,"Caribbean Airline Company","International",
20134,"Jamaica Air Freighters","International",
20135,"Nacnet","Domestic",
20136,"Magadan Airlines","International",
20137,"Sunworld International Airways Inc.","Domestic",
20138,"Spanair S.A.","International",
20138,"Spanair S.A.","International",
20139,"Air Atlanta Inc.","Domestic",
20140,"Air Atlanta Icelandic","International",
20141,"Austin Express Inc.","Domestic",
20142,"Flagship Airlines Inc.","Domestic",
20142,"Flagship Airlines Inc.","Domestic",
20143,"Kiwi International","Domestic",
20143,"Kiwi International","Domestic",
20144,"Transportes Aereos Nacional","International",
20145,"Air Guadeloupe","International",
20145,"Soc.Nouvelle Air Guadeloupe","International",
20146,"Sun Pacific International","International",
20146,"Sun Pacific International","Domestic",
20146,"Sun Pacific International","System",
20146,"Sun Pacific International","International",
20146,"Sun Pacific International","Domestic",
20147,"TransMeridian Airlines","International",
20147,"TransMeridian Airlines","Domestic",
20147,"TransMeridian Airlines","System",
20147,"TransMeridian Airlines","International",
20147,"TransMeridian Airlines","Domestic",
20148,"Martinair Holland N.V.","International",
20148,"Martinair Holland N.V.","International",
20149,"Florida West Airlines Inc.","International",
20149,"Florida West Airlines Inc.","System",
20149,"Florida West Airlines Inc.","Domestic",
20149,"Florida West Airlines Inc.","International",
20149,"Florida West Airlines Inc.","Domestic",
20149,"Florida West Airlines Inc.","International",
20149,"Florida West Airlines Inc.","System",
20149,"Florida West Airlines Inc.","Domestic",
20149,"Florida West Airlines Inc.","International",
20149,"Florida West Airlines Inc.","Domestic",
20150,"Harlequin Air Corporation","International",
20151,"Amerijet International","Latin America",
20151,"Amerijet International","Domestic",
20151,"Amerijet International","System",
20151,"Amerijet International","Latin America",
20151,"Amerijet International","Domestic",
20151,"Amerijet International","Latin America",
20151,"Amerijet International","Domestic",
20152,"Aviacsa Airlines","International",
