STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TAVG,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,AWND,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT09,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT06,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT02,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT08,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170210,0.00,T, ,W,2400,-9999, , , ,9999,0.0,T, ,W,9999,17,H, ,S,9999,25, , ,W,2400,11, , ,W,2400,13.0, , ,W,9999,300, , ,W,9999,290, , ,W,9999,25.9, , ,W,9999,35.1, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170211,0.21, , ,W,2400,-9999, , , ,9999,3.2, , ,W,9999,21,H, ,S,9999,30, , ,W,2400,15, , ,W,2400,8.9, , ,W,9999,330, , ,W,9999,330, , ,W,9999,15.0, , ,W,9999,19.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170212,0.77, , ,W,2400,-9999, , , ,9999,1.5, , ,W,9999,25,H, ,S,9999,35, , ,W,2400,19, , ,W,2400,14.5, , ,W,9999,90, , ,W,9999,90, , ,W,9999,25.9, , ,W,9999,30.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170213,0.09, , ,W,2400,-9999, , , ,9999,2.2, , ,W,9999,30,H, ,S,9999,34, , ,W,2400,24, , ,W,2400,19.9, , ,W,9999,320, , ,W,9999,320, , ,W,9999,35.1, , ,W,9999,46.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170214,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,27,H, ,S,9999,34, , ,W,2400,22, , ,W,2400,9.6, , ,W,9999,300, , ,W,9999,290, , ,W,9999,18.1, , ,W,9999,27.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170215,0.22, , ,W,2400,-9999, , , ,9999,0.1, , ,W,9999,32,H, ,S,9999,40, , ,W,2400,27, , ,W,2400,6.9, , ,W,9999,310, , ,W,9999,310, , ,W,9999,18.1, , ,W,9999,25.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170216,0.07, , ,W,2400,-9999, , , ,9999,1.6, , ,W,9999,33,H, ,S,9999,35, , ,W,2400,27, , ,W,2400,16.3, , ,W,9999,290, , ,W,9999,290, , ,W,9999,25.1, , ,W,9999,36.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170217,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,30,H, ,S,9999,41, , ,W,2400,23, , ,W,2400,13.9, , ,W,9999,290, , ,W,9999,280, , ,W,9999,23.0, , ,W,9999,30.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170218,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,36,H, ,S,9999,49, , ,W,2400,26, , ,W,2400,13.6, , ,W,9999,220, , ,W,9999,240, , ,W,9999,23.9, , ,W,9999,34.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170219,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,49,H, ,S,9999,59, , ,W,2400,39, , ,W,2400,10.7, , ,W,9999,250, , ,W,9999,250, , ,W,9999,19.9, , ,W,9999,31.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170220,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,44,H, ,S,9999,48, , ,W,2400,33, , ,W,2400,11.2, , ,W,9999,350, , ,W,9999,360, , ,W,9999,19.9, , ,W,9999,23.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170221,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,35,H, ,S,9999,40, , ,W,2400,30, , ,W,2400,9.2, , ,W,9999,210, , ,W,9999,210, , ,W,9999,16.1, , ,W,9999,21.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170222,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,43,H, ,S,9999,56, , ,W,2400,38, , ,W,2400,8.1, , ,W,9999,220, , ,W,9999,220, , ,W,9999,14.1, , ,W,9999,19.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170223,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,49,H, ,S,9999,68, , ,W,2400,39, , ,W,2400,12.3, , ,W,9999,220, , ,W,9999,210, , ,W,9999,25.1, , ,W,9999,32.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170224,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,57,H, ,S,9999,73, , ,W,2400,46, , ,W,2400,11.9, , ,W,9999,200, , ,W,9999,210, , ,W,9999,25.1, , ,W,9999,30.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170225,0.10, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,57,H, ,S,9999,69, , ,W,2400,49, , ,W,2400,11.0, , ,W,9999,160, , ,W,9999,290, , ,W,9999,21.9, , ,W,9999,28.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170226,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,44,H, ,S,9999,49, , ,W,2400,32, , ,W,2400,17.4, , ,W,9999,280, , ,W,9999,270, , ,W,9999,31.1, , ,W,9999,40.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170227,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,40,H, ,S,9999,55, , ,W,2400,30, , ,W,2400,16.8, , ,W,9999,240, , ,W,9999,270, , ,W,9999,25.9, , ,W,9999,38.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170228,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,44,H, ,S,9999,51, , ,W,2400,39, , ,W,2400,7.6, , ,W,9999,90, , ,W,9999,230, , ,W,9999,15.0, , ,W,9999,18.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170301,0.02, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,53,H, ,S,9999,63, , ,W,2400,48, , ,W,2400,14.5, , ,W,9999,230, , ,W,9999,250, , ,W,9999,25.9, , ,W,9999,35.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170302,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,50,H, ,S,9999,58, , ,W,2400,31, , ,W,2400,21.9, , ,W,9999,290, , ,W,9999,290, , ,W,9999,40.0, , ,W,9999,53.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170303,0.00,T, ,W,2400,-9999, , , ,9999,0.1, , ,W,9999,31,H, ,S,9999,36, , ,W,2400,20, , ,W,2400,14.5, , ,W,9999,300, , ,W,9999,290, , ,W,9999,30.0, , ,W,9999,42.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170304,0.00,T, ,W,2400,-9999, , , ,9999,0.0,T, ,W,9999,20,H, ,S,9999,21, , ,W,2400,10, , ,W,2400,19.5, , ,W,9999,320, , ,W,9999,280, , ,W,9999,31.1, , ,W,9999,42.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170305,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,18,H, ,S,9999,32, , ,W,2400,9, , ,W,2400,17.7, , ,W,9999,300, , ,W,9999,320, , ,W,9999,29.1, , ,W,9999,38.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170306,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,25,H, ,S,9999,37, , ,W,2400,16, , ,W,2400,8.1, , ,W,9999,320, , ,W,9999,330, , ,W,9999,16.1, , ,W,9999,19.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170307,0.02, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,36,H, ,S,9999,48, , ,W,2400,30, , ,W,2400,9.6, , ,W,9999,190, , ,W,9999,180, , ,W,9999,21.0, , ,W,9999,23.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170308,0.05, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,51,H, ,S,9999,57, , ,W,2400,43, , ,W,2400,14.3, , ,W,9999,270, , ,W,9999,250, , ,W,9999,25.9, , ,W,9999,34.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170309,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,46,H, ,S,9999,51, , ,W,2400,38, , ,W,2400,17.9, , ,W,9999,270, , ,W,9999,270, , ,W,9999,36.9, , ,W,9999,50.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170310,0.20, , ,W,2400,-9999, , , ,9999,2.6, , ,W,9999,34,H, ,S,9999,38, , ,W,2400,23, , ,W,2400,8.3, , ,W,9999,310, , ,W,9999,280, , ,W,9999,28.0, , ,W,9999,36.9, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170311,0.02, , ,W,2400,-9999, , , ,9999,0.2, , ,W,9999,19,H, ,S,9999,23, , ,W,2400,10, , ,W,2400,19.5, , ,W,9999,300, , ,W,9999,300, , ,W,9999,32.0, , ,W,9999,40.9, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170312,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,17,H, ,S,9999,27, , ,W,2400,9, , ,W,2400,16.6, , ,W,9999,260, , ,W,9999,290, , ,W,9999,25.1, , ,W,9999,33.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170313,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,22,H, ,S,9999,34, , ,W,2400,14, , ,W,2400,10.5, , ,W,9999,290, , ,W,9999,300, , ,W,9999,21.9, , ,W,9999,28.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170314,1.62, , ,W,2400,-9999, , , ,9999,6.6, , ,W,9999,31,H, ,S,9999,38, , ,W,2400,27, , ,W,2400,23.7, , ,W,9999,40, , ,W,9999,40, , ,W,9999,45.0, , ,W,9999,57.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,1, , ,W,9999,1, , ,W,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170315,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,26,H, ,S,9999,28, , ,W,2400,19, , ,W,2400,19.5, , ,W,9999,270, , ,W,9999,250, , ,W,9999,25.9, , ,W,9999,38.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170316,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,26,H, ,S,9999,35, , ,W,2400,22, , ,W,2400,16.1, , ,W,9999,270, , ,W,9999,260, , ,W,9999,25.1, , ,W,9999,33.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170317,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,33,H, ,S,9999,42, , ,W,2400,27, , ,W,2400,9.6, , ,W,9999,310, , ,W,9999,290, , ,W,9999,18.1, , ,W,9999,25.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170318,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,32,H, ,S,9999,36, , ,W,2400,24, , ,W,2400,11.6, , ,W,9999,50, , ,W,9999,60, , ,W,9999,17.0, , ,W,9999,21.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170319,0.01, , ,W,2400,-9999, , , ,9999,0.0,T, ,W,9999,34,H, ,S,9999,38, , ,W,2400,31, , ,W,2400,16.1, , ,W,9999,40, , ,W,9999,30, , ,W,9999,29.1, , ,W,9999,36.9, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170320,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,40,H, ,S,9999,53, , ,W,2400,32, , ,W,2400,11.4, , ,W,9999,20, , ,W,9999,20, , ,W,9999,25.1, , ,W,9999,32.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170321,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,45,H, ,S,9999,53, , ,W,2400,40, , ,W,2400,8.9, , ,W,9999,290, , ,W,9999,280, , ,W,9999,15.0, , ,W,9999,23.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170322,0.00,T, ,W,2400,-9999, , , ,9999,0.0,T, ,W,9999,38,H, ,S,9999,43, , ,W,2400,18, , ,W,2400,20.8, , ,W,9999,310, , ,W,9999,290, , ,W,9999,36.9, , ,W,9999,48.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170323,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,25,H, ,S,9999,38, , ,W,2400,18, , ,W,2400,13.4, , ,W,9999,310, , ,W,9999,330, , ,W,9999,23.9, , ,W,9999,36.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170324,0.03, , ,W,2400,-9999, , , ,9999,0.0,T, ,W,9999,35,H, ,S,9999,47, , ,W,2400,27, , ,W,2400,10.5, , ,W,9999,200, , ,W,9999,190, , ,W,9999,30.0, , ,W,9999,38.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170325,0.08, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,42,H, ,S,9999,47, , ,W,2400,34, , ,W,2400,6.9, , ,W,9999,50, , ,W,9999,40, , ,W,9999,14.1, , ,W,9999,16.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170326,0.00,T, ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,36,H, ,S,9999,41, , ,W,2400,30, , ,W,2400,11.4, , ,W,9999,50, , ,W,9999,50, , ,W,9999,18.1, , ,W,9999,21.9, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170327,0.48, , ,W,2400,0.0, , ,H,9999,0.0, , ,W,9999,39,H, ,S,9999,44, , ,W,2400,36, , ,W,2400,8.5, , ,W,9999,110, , ,W,9999,100, , ,W,9999,14.1, , ,W,9999,17.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170328,0.72, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,38,H, ,S,9999,40, , ,W,2400,36, , ,W,2400,6.7, , ,W,9999,360, , ,W,9999,40, , ,W,9999,10.1, , ,W,9999,12.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170329,0.06, , ,W,2400,0.0, , ,H,9999,0.0, , ,W,9999,40,H, ,S,9999,47, , ,W,2400,37, , ,W,2400,13.4, , ,W,9999,330, , ,W,9999,330, , ,W,9999,25.9, , ,W,9999,33.1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170330,0.00, , ,W,2400,0.0, , ,H,9999,0.0, , ,W,9999,40,H, ,S,9999,48, , ,W,2400,34, , ,W,2400,10.5, , ,W,9999,330, , ,W,9999,330, , ,W,9999,18.1, , ,W,9999,23.0, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170331,0.87, , ,W,2400,-9999, , , ,9999,0.6, , ,W,9999,37,H, ,S,9999,40, , ,W,2400,33, , ,W,2400,12.5, , ,W,9999,80, , ,W,9999,90, , ,W,9999,28.0, , ,W,9999,32.0, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170401,1.56, , ,W,2400,0.0, , ,W,9999,1.2, , ,W,9999,35,H, ,S,9999,38, , ,W,2400,33, , ,W,2400,19.7, , ,W,9999,30, , ,W,9999,40, , ,W,9999,31.1, , ,W,9999,38.9, , ,W,9999,-9999, , , ,9999,1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170402,0.00,T, ,W,2400,0.0, , ,W,9999,0.0,T, ,W,9999,41,H, ,S,9999,57, , ,W,2400,33, , ,W,2400,9.4, , ,W,9999,330, , ,W,9999,330, , ,W,9999,19.9, , ,W,9999,27.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014739,BOSTON MA US,3.7,42.3606,-71.0097,20170403,0.00, , ,W,2400,-9999, , , ,9999,0.0, , ,W,9999,47,H, ,S,9999,55, , ,W,2400,38, , ,W,2400,8.9, , ,W,9999,110, , ,W,9999,110, , ,W,9999,17.0, , ,W,9999,18.1, , ,W,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
