Name of Restaurant,City,Country Code,Day of week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
8oz Burger & Co,Seattle,US,6,10,00,15,00
90 Miles Cuban Café,Chicago,US,0,17,00,22,00
90 Miles Cuban Café,Chicago,US,1,17,00,22,00
90 Miles Cuban Café,Chicago,US,2,17,00,22,00
90 Miles Cuban Café,Chicago,US,3,17,00,22,00
90 Miles Cuban Café,Chicago,US,4,17,00,22,30
90 Miles Cuban Café,Chicago,US,5,10,00,15,00
90 Miles Cuban Café,Chicago,US,5,17,00,22,30
90 Miles Cuban Café,Chicago,US,6,10,00,15,00
90 Miles Cuban Café,Chicago,US,0,17,00,22,00
90 Miles Cuban Café,Chicago,US,1,17,00,22,00
90 Miles Cuban Café,Chicago,US,2,17,00,22,00
90 Miles Cuban Café,Chicago,US,3,17,00,22,00
90 Miles Cuban Café,Chicago,US,4,17,00,22,30
90 Miles Cuban Café,Chicago,US,5,10,00,15,00
90 Miles Cuban Café,Chicago,US,5,17,00,22,30
90 Miles Cuban Café,Chicago,US,6,10,00,15,00
90 Secondi,Melbourne,AU,0,17,00,22,00
90 Secondi,Melbourne,AU,1,17,00,22,00
90 Secondi,Melbourne,AU,2,17,00,22,00
90 Secondi,Melbourne,AU,3,17,00,22,00
90 Secondi,Melbourne,AU,4,17,00,22,30
90 Secondi,Melbourne,AU,5,10,00,15,00
90 Secondi,Melbourne,AU,5,17,00,22,30
90 Secondi,Melbourne,AU,6,10,00,15,00
A 2nd Cup,Houston,US,0,17,00,22,00
A 2nd Cup,Houston,US,1,17,00,22,00
A 2nd Cup,Houston,US,2,17,00,22,00
A 2nd Cup,Houston,US,3,17,00,22,00
A 2nd Cup,Houston,US,4,17,00,22,30
A 2nd Cup,Houston,US,5,10,00,15,00
A 2nd Cup,Houston,US,5,17,00,22,30
A 2nd Cup,Houston,US,6,10,00,15,00
A Baked Joint,Washington,US,0,17,00,22,00
A Baked Joint,Washington,US,1,17,00,22,00
A Baked Joint,Washington,US,2,17,00,22,00
A Baked Joint,Washington,US,3,17,00,22,00
A Baked Joint,Washington,US,4,17,00,22,30
A Baked Joint,Washington,US,5,10,00,15,00
A Baked Joint,Washington,US,5,17,00,22,30
A Baked Joint,Washington,US,6,10,00,15,00
A Bite of Wyoming,San Jose,US,0,17,00,22,00
A Bite of Wyoming,San Jose,US,1,17,00,22,00
A Bite of Wyoming,San Jose,US,2,17,00,22,00
A Bite of Wyoming,San Jose,US,3,17,00,22,00
A Bite of Wyoming,San Jose,US,4,17,00,22,30
A Bite of Wyoming,San Jose,US,5,10,00,15,00
A Bite of Wyoming,San Jose,US,5,17,00,22,30
A Bite of Wyoming,San Jose,US,6,10,00,15,00
A Fish Called Inglewood,Inglewood,AU,0,17,00,22,00
A Fish Called Inglewood,Inglewood,AU,1,17,00,22,00
A Fish Called Inglewood,Inglewood,AU,2,17,00,22,00
A Fish Called Inglewood,Inglewood,AU,3,17,00,22,00
A Fish Called Inglewood,Inglewood,AU,4,17,00,22,30
A Fish Called Inglewood,Inglewood,AU,5,10,00,15,00
A Fish Called Inglewood,Inglewood,AU,5,17,00,22,30
A Fish Called Inglewood,Inglewood,AU,6,10,00,15,00
A Slice of New York,San Jose,US,0,17,00,22,00
A Slice of New York,San Jose,US,1,17,00,22,00
A Slice of New York,San Jose,US,2,17,00,22,00
A Slice of New York,San Jose,US,3,17,00,22,00
A Slice of New York,San Jose,US,4,17,00,22,30
A Slice of New York,San Jose,US,5,10,00,15,00
A Slice of New York,San Jose,US,5,17,00,22,30
A Slice of New York,San Jose,US,6,10,00,15,00
A25,Melbourne,AU,0,17,00,22,00
A25,Melbourne,AU,1,17,00,22,00
A25,Melbourne,AU,2,17,00,22,00
A25,Melbourne,AU,3,17,00,22,00
A25,Melbourne,AU,4,17,00,22,30
A25,Melbourne,AU,5,10,00,15,00
A25,Melbourne,AU,5,17,00,22,30
A25,Melbourne,AU,6,10,00,15,00
Aamaya Indian Restaurant,Brisbane,AU,0,17,00,22,00
Aamaya Indian Restaurant,Brisbane,AU,1,17,00,22,00
Aamaya Indian Restaurant,Brisbane,AU,2,17,00,22,00
Aamaya Indian Restaurant,Brisbane,AU,3,17,00,22,00
Aamaya Indian Restaurant,Brisbane,AU,4,17,00,22,30
Aamaya Indian Restaurant,Brisbane,AU,5,10,00,15,00
Aamaya Indian Restaurant,Brisbane,AU,5,17,00,22,30
Aamaya Indian Restaurant,Brisbane,AU,6,10,00,15,00
Abb Air,Sydney,AU,0,17,00,22,00
Abb Air,Sydney,AU,1,17,00,22,00
Abb Air,Sydney,AU,2,17,00,22,00
Abb Air,Sydney,AU,3,17,00,22,00
Abb Air,Sydney,AU,4,17,00,22,30
Abb Air,Sydney,AU,5,10,00,15,00
Abb Air,Sydney,AU,5,17,00,22,30
Abb Air,Sydney,AU,6,10,00,15,00
Abby Lane Food & Spirits,Boston,US,0,17,00,22,00
Abby Lane Food & Spirits,Boston,US,1,17,00,22,00
Abby Lane Food & Spirits,Boston,US,2,17,00,22,00
Abby Lane Food & Spirits,Boston,US,3,17,00,22,00
Abby Lane Food & Spirits,Boston,US,4,17,00,22,30
Abby Lane Food & Spirits,Boston,US,5,10,00,15,00
Abby Lane Food & Spirits,Boston,US,5,17,00,22,30
Abby Lane Food & Spirits,Boston,US,6,10,00,15,00
ABC Kitchen,New York,US,0,17,00,22,00
ABC Kitchen,New York,US,1,17,00,22,00
ABC Kitchen,New York,US,2,17,00,22,00
ABC Kitchen,New York,US,3,17,00,22,00
ABC Kitchen,New York,US,4,17,00,22,30
ABC Kitchen,New York,US,5,10,00,15,00
ABC Kitchen,New York,US,5,17,00,22,30
ABC Kitchen,New York,US,6,10,00,15,00
Abe & Louie's,Boston,US,0,17,00,22,00
Abe & Louie's,Boston,US,1,17,00,22,00
Abe & Louie's,Boston,US,2,17,00,22,00
Abe & Louie's,Boston,US,3,17,00,22,00
Abe & Louie's,Boston,US,4,17,00,22,30
Abe & Louie's,Boston,US,5,10,00,15,00
Abe & Louie's,Boston,US,5,17,00,22,30
Abe & Louie's,Boston,US,6,10,00,15,00
Abeno Too,London,GB,0,17,00,22,00
Abeno Too,London,GB,1,17,00,22,00
Abeno Too,London,GB,2,17,00,22,00
Abeno Too,London,GB,3,17,00,22,00
Abeno Too,London,GB,4,17,00,22,30
Abeno Too,London,GB,5,10,00,15,00
Abeno Too,London,GB,5,17,00,22,30
Abeno Too,London,GB,6,10,00,15,00
Aboil Cafe,Washington,US,0,17,00,22,00
Aboil Cafe,Washington,US,1,17,00,22,00
Aboil Cafe,Washington,US,2,17,00,22,00
Aboil Cafe,Washington,US,3,17,00,22,00
Aboil Cafe,Washington,US,4,17,00,22,30
Aboil Cafe,Washington,US,5,10,00,15,00
Aboil Cafe,Washington,US,5,17,00,22,30
Aboil Cafe,Washington,US,6,10,00,15,00
Abu Zaad,London,GB,0,17,00,22,00
Abu Zaad,London,GB,1,17,00,22,00
Abu Zaad,London,GB,2,17,00,22,00
Abu Zaad,London,GB,3,17,00,22,00
Abu Zaad,London,GB,4,17,00,22,30
Abu Zaad,London,GB,5,10,00,15,00
Abu Zaad,London,GB,5,17,00,22,30
Abu Zaad,London,GB,6,10,00,15,00
Abuela's Tacos,Las Vegas,US,0,17,00,22,00
Abuela's Tacos,Las Vegas,US,1,17,00,22,00
Abuela's Tacos,Las Vegas,US,2,17,00,22,00
Abuela's Tacos,Las Vegas,US,3,17,00,22,00
Abuela's Tacos,Las Vegas,US,4,17,00,22,30
Abuela's Tacos,Las Vegas,US,5,10,00,15,00
Abuela's Tacos,Las Vegas,US,5,17,00,22,30
Abuela's Tacos,Las Vegas,US,6,10,00,15,00
Acero,Denver,US,0,17,00,22,00
Acero,Denver,US,1,17,00,22,00
Acero,Denver,US,2,17,00,22,00
Acero,Denver,US,3,17,00,22,00
Acero,Denver,US,4,17,00,22,30
Acero,Denver,US,5,10,00,15,00
Acero,Denver,US,5,17,00,22,30
Acero,Denver,US,6,10,00,15,00
ACMI Cafe & Bar,Melbourne,AU,0,17,00,22,00
ACMI Cafe & Bar,Melbourne,AU,1,17,00,22,00
ACMI Cafe & Bar,Melbourne,AU,2,17,00,22,00
ACMI Cafe & Bar,Melbourne,AU,3,17,00,22,00
ACMI Cafe & Bar,Melbourne,AU,4,17,00,22,30
ACMI Cafe & Bar,Melbourne,AU,5,10,00,15,00
ACMI Cafe & Bar,Melbourne,AU,5,17,00,22,30
ACMI Cafe & Bar,Melbourne,AU,6,10,00,15,00
Ad Lib,Glasgow,GB,0,17,00,22,00
Ad Lib,Glasgow,GB,1,17,00,22,00
Ad Lib,Glasgow,GB,2,17,00,22,00
Ad Lib,Glasgow,GB,3,17,00,22,00
Ad Lib,Glasgow,GB,4,17,00,22,30
Ad Lib,Glasgow,GB,5,10,00,15,00
Ad Lib,Glasgow,GB,5,17,00,22,30
Ad Lib,Glasgow,GB,6,10,00,15,00
Adair Kitchen,Houston,US,0,17,00,22,00
Adair Kitchen,Houston,US,1,17,00,22,00
Adair Kitchen,Houston,US,2,17,00,22,00
Adair Kitchen,Houston,US,3,17,00,22,00
Adair Kitchen,Houston,US,4,17,00,22,30
Adair Kitchen,Houston,US,5,10,00,15,00
Adair Kitchen,Houston,US,5,17,00,22,30
Adair Kitchen,Houston,US,6,10,00,15,00
Addie's Thai Cafe,London,GB,0,17,00,22,00
Addie's Thai Cafe,London,GB,1,17,00,22,00
Addie's Thai Cafe,London,GB,2,17,00,22,00
Addie's Thai Cafe,London,GB,3,17,00,22,00
Addie's Thai Cafe,London,GB,4,17,00,22,30
Addie's Thai Cafe,London,GB,5,10,00,15,00
Addie's Thai Cafe,London,GB,5,17,00,22,30
Addie's Thai Cafe,London,GB,6,10,00,15,00
Adela's Italian,Phoenix,US,0,17,00,22,00
Adela's Italian,Phoenix,US,1,17,00,22,00
Adela's Italian,Phoenix,US,2,17,00,22,00
Adela's Italian,Phoenix,US,3,17,00,22,00
Adela's Italian,Phoenix,US,4,17,00,22,30
Adela's Italian,Phoenix,US,5,10,00,15,00
Adela's Italian,Phoenix,US,5,17,00,22,30
Adela's Italian,Phoenix,US,6,10,00,15,00
Adelitas Cocina y Cantina,Denver,US,0,17,00,22,00
Adelitas Cocina y Cantina,Denver,US,1,17,00,22,00
Adelitas Cocina y Cantina,Denver,US,2,17,00,22,00
Adelitas Cocina y Cantina,Denver,US,3,17,00,22,00
Adelitas Cocina y Cantina,Denver,US,4,17,00,22,30
Adelitas Cocina y Cantina,Denver,US,5,10,00,15,00
Adelitas Cocina y Cantina,Denver,US,5,17,00,22,30
Adelitas Cocina y Cantina,Denver,US,6,10,00,15,00
Adelita's Taqueria,San Jose,US,0,17,00,22,00
Adelita's Taqueria,San Jose,US,1,17,00,22,00
Adelita's Taqueria,San Jose,US,2,17,00,22,00
Adelita's Taqueria,San Jose,US,3,17,00,22,00
Adelita's Taqueria,San Jose,US,4,17,00,22,30
Adelita's Taqueria,San Jose,US,5,10,00,15,00
Adelita's Taqueria,San Jose,US,5,17,00,22,30
Adelita's Taqueria,San Jose,US,6,10,00,15,00
Adelphi Grill,Perth,AU,0,17,00,22,00
Adelphi Grill,Perth,AU,1,17,00,22,00
Adelphi Grill,Perth,AU,2,17,00,22,00
Adelphi Grill,Perth,AU,3,17,00,22,00
Adelphi Grill,Perth,AU,4,17,00,22,30
Adelphi Grill,Perth,AU,5,10,00,15,00
Adelphi Grill,Perth,AU,5,17,00,22,30
Adelphi Grill,Perth,AU,6,10,00,15,00
Admiral Codrington,London,GB,0,17,00,22,00
Admiral Codrington,London,GB,1,17,00,22,00
Admiral Codrington,London,GB,2,17,00,22,00
Admiral Codrington,London,GB,3,17,00,22,00
Admiral Codrington,London,GB,4,17,00,22,30
Admiral Codrington,London,GB,5,10,00,15,00
Admiral Codrington,London,GB,5,17,00,22,30
Admiral Codrington,London,GB,6,10,00,15,00
Adobo Dragon,Phoenix,US,0,17,00,22,00
Adobo Dragon,Phoenix,US,1,17,00,22,00
Adobo Dragon,Phoenix,US,2,17,00,22,00
Adobo Dragon,Phoenix,US,3,17,00,22,00
Adobo Dragon,Phoenix,US,4,17,00,22,30
Adobo Dragon,Phoenix,US,5,10,00,15,00
Adobo Dragon,Phoenix,US,5,17,00,22,30
Adobo Dragon,Phoenix,US,6,10,00,15,00
Aero Cafe & Bar,Sydney,AU,0,17,00,22,00
Aero Cafe & Bar,Sydney,AU,1,17,00,22,00
Aero Cafe & Bar,Sydney,AU,2,17,00,22,00
Aero Cafe & Bar,Sydney,AU,3,17,00,22,00
Aero Cafe & Bar,Sydney,AU,4,17,00,22,30
Aero Cafe & Bar,Sydney,AU,5,10,00,15,00
Aero Cafe & Bar,Sydney,AU,5,17,00,22,30
Aero Cafe & Bar,Sydney,AU,6,10,00,15,00
Affogato,Melbourne,AU,0,17,00,22,00
Affogato,Melbourne,AU,1,17,00,22,00
Affogato,Melbourne,AU,2,17,00,22,00
Affogato,Melbourne,AU,3,17,00,22,00
Affogato,Melbourne,AU,4,17,00,22,30
Affogato,Melbourne,AU,5,10,00,15,00
Affogato,Melbourne,AU,5,17,00,22,30
Affogato,Melbourne,AU,6,10,00,15,00
Afghan Express,Houston,US,0,17,00,22,00
Afghan Express,Houston,US,1,17,00,22,00
Afghan Express,Houston,US,2,17,00,22,00
Afghan Express,Houston,US,3,17,00,22,00
Afghan Express,Houston,US,4,17,00,22,30
Afghan Express,Houston,US,5,10,00,15,00
Afghan Express,Houston,US,5,17,00,22,30
Afghan Express,Houston,US,6,10,00,15,00
Agave Mexican Grill,San Jose,US,0,17,00,22,00
Agave Mexican Grill,San Jose,US,1,17,00,22,00
Agave Mexican Grill,San Jose,US,2,17,00,22,00
Agave Mexican Grill,San Jose,US,3,17,00,22,00
Agave Mexican Grill,San Jose,US,4,17,00,22,30
Agave Mexican Grill,San Jose,US,5,10,00,15,00
Agave Mexican Grill,San Jose,US,5,17,00,22,30
Agave Mexican Grill,San Jose,US,6,10,00,15,00
Agha's Gyro Express,San Jose,US,0,17,00,22,00
Agha's Gyro Express,San Jose,US,1,17,00,22,00
Agha's Gyro Express,San Jose,US,2,17,00,22,00
Agha's Gyro Express,San Jose,US,3,17,00,22,00
Agha's Gyro Express,San Jose,US,4,17,00,22,30
Agha's Gyro Express,San Jose,US,5,10,00,15,00
Agha's Gyro Express,San Jose,US,5,17,00,22,30
Agha's Gyro Express,San Jose,US,6,10,00,15,00
AikoPops,Denver,US,0,17,00,22,00
AikoPops,Denver,US,1,17,00,22,00
AikoPops,Denver,US,2,17,00,22,00
AikoPops,Denver,US,3,17,00,22,00
AikoPops,Denver,US,4,17,00,22,30
AikoPops,Denver,US,5,10,00,15,00
AikoPops,Denver,US,5,17,00,22,30
AikoPops,Denver,US,6,10,00,15,00
Aim Thai Restaurant,Houston,US,0,17,00,22,00
Aim Thai Restaurant,Houston,US,1,17,00,22,00
Aim Thai Restaurant,Houston,US,2,17,00,22,00
Aim Thai Restaurant,Houston,US,3,17,00,22,00
Aim Thai Restaurant,Houston,US,4,17,00,22,30
Aim Thai Restaurant,Houston,US,5,10,00,15,00
Aim Thai Restaurant,Houston,US,5,17,00,22,30
Aim Thai Restaurant,Houston,US,6,10,00,15,00
Aisuru Sushi,Perth,AU,0,17,00,22,00
Aisuru Sushi,Perth,AU,1,17,00,22,00
Aisuru Sushi,Perth,AU,2,17,00,22,00
Aisuru Sushi,Perth,AU,3,17,00,22,00
Aisuru Sushi,Perth,AU,4,17,00,22,30
Aisuru Sushi,Perth,AU,5,10,00,15,00
Aisuru Sushi,Perth,AU,5,17,00,22,30
Aisuru Sushi,Perth,AU,6,10,00,15,00
Aita,Brooklyn,US,0,17,00,22,00
Aita,Brooklyn,US,1,17,00,22,00
Aita,Brooklyn,US,2,17,00,22,00
Aita,Brooklyn,US,3,17,00,22,00
Aita,Brooklyn,US,4,17,00,22,30
Aita,Brooklyn,US,5,10,00,15,00
Aita,Brooklyn,US,5,17,00,22,30
Aita,Brooklyn,US,6,10,00,15,00
Aix Café Creperie Salon,Melbourne,AU,0,17,00,22,00
Aix Café Creperie Salon,Melbourne,AU,1,17,00,22,00
Aix Café Creperie Salon,Melbourne,AU,2,17,00,22,00
Aix Café Creperie Salon,Melbourne,AU,3,17,00,22,00
Aix Café Creperie Salon,Melbourne,AU,4,17,00,22,30
Aix Café Creperie Salon,Melbourne,AU,5,10,00,15,00
Aix Café Creperie Salon,Melbourne,AU,5,17,00,22,30
Aix Café Creperie Salon,Melbourne,AU,6,10,00,15,00
AJ Vietnamese Noodle House,Brisbane,AU,0,17,00,22,00
AJ Vietnamese Noodle House,Brisbane,AU,1,17,00,22,00
AJ Vietnamese Noodle House,Brisbane,AU,2,17,00,22,00
AJ Vietnamese Noodle House,Brisbane,AU,3,17,00,22,00
AJ Vietnamese Noodle House,Brisbane,AU,4,17,00,22,30
AJ Vietnamese Noodle House,Brisbane,AU,5,10,00,15,00
AJ Vietnamese Noodle House,Brisbane,AU,5,17,00,22,30
AJ Vietnamese Noodle House,Brisbane,AU,6,10,00,15,00
Ajisen Ramen,Melbourne,AU,0,17,00,22,00
Ajisen Ramen,Melbourne,AU,1,17,00,22,00
Ajisen Ramen,Melbourne,AU,2,17,00,22,00
Ajisen Ramen,Melbourne,AU,3,17,00,22,00
Ajisen Ramen,Melbourne,AU,4,17,00,22,30
Ajisen Ramen,Melbourne,AU,5,10,00,15,00
Ajisen Ramen,Melbourne,AU,5,17,00,22,30
Ajisen Ramen,Melbourne,AU,6,10,00,15,00
Ajisen Ramen,Melbourne,AU,0,17,00,22,00
Ajisen Ramen,Melbourne,AU,1,17,00,22,00
Ajisen Ramen,Melbourne,AU,2,17,00,22,00
Ajisen Ramen,Melbourne,AU,3,17,00,22,00
Ajisen Ramen,Melbourne,AU,4,17,00,22,30
Ajisen Ramen,Melbourne,AU,5,10,00,15,00
Ajisen Ramen,Melbourne,AU,5,17,00,22,30
Ajisen Ramen,Melbourne,AU,6,10,00,15,00
Akaneya Japanese Restaurant,Sydney,AU,0,17,00,22,00
Akaneya Japanese Restaurant,Sydney,AU,1,17,00,22,00
Akaneya Japanese Restaurant,Sydney,AU,2,17,00,22,00
Akaneya Japanese Restaurant,Sydney,AU,3,17,00,22,00
Akaneya Japanese Restaurant,Sydney,AU,4,17,00,22,30
Akaneya Japanese Restaurant,Sydney,AU,5,10,00,15,00
Akaneya Japanese Restaurant,Sydney,AU,5,17,00,22,30
Akaneya Japanese Restaurant,Sydney,AU,6,10,00,15,00
Akari,London,GB,0,17,00,22,00
Akari,London,GB,1,17,00,22,00
Akari,London,GB,2,17,00,22,00
Akari,London,GB,3,17,00,22,00
Akari,London,GB,4,17,00,22,30
Akari,London,GB,5,10,00,15,00
Akari,London,GB,5,17,00,22,30
Akari,London,GB,6,10,00,15,00
Akbar's,Glasgow,GB,0,17,00,22,00
Akbar's,Glasgow,GB,1,17,00,22,00
Akbar's,Glasgow,GB,2,17,00,22,00
Akbar's,Glasgow,GB,3,17,00,22,00
Akbar's,Glasgow,GB,4,17,00,22,30
Akbar's,Glasgow,GB,5,10,00,15,00
Akbar's,Glasgow,GB,5,17,00,22,30
Akbar's,Glasgow,GB,6,10,00,15,00
AK's Takeout & Delivery,Boston,US,0,17,00,22,00
AK's Takeout & Delivery,Boston,US,1,17,00,22,00
AK's Takeout & Delivery,Boston,US,2,17,00,22,00
AK's Takeout & Delivery,Boston,US,3,17,00,22,00
AK's Takeout & Delivery,Boston,US,4,17,00,22,30
AK's Takeout & Delivery,Boston,US,5,10,00,15,00
AK's Takeout & Delivery,Boston,US,5,17,00,22,30
AK's Takeout & Delivery,Boston,US,6,10,00,15,00
Al Arez,London,GB,0,17,00,22,00
Al Arez,London,GB,1,17,00,22,00
Al Arez,London,GB,2,17,00,22,00
Al Arez,London,GB,3,17,00,22,00
Al Arez,London,GB,4,17,00,22,30
Al Arez,London,GB,5,10,00,15,00
Al Arez,London,GB,5,17,00,22,30
Al Arez,London,GB,6,10,00,15,00
Al Aseel Grill & Café,Houston,US,0,17,00,22,00
Al Aseel Grill & Café,Houston,US,1,17,00,22,00
Al Aseel Grill & Café,Houston,US,2,17,00,22,00
Al Aseel Grill & Café,Houston,US,3,17,00,22,00
Al Aseel Grill & Café,Houston,US,4,17,00,22,30
Al Aseel Grill & Café,Houston,US,5,10,00,15,00
Al Aseel Grill & Café,Houston,US,5,17,00,22,30
Al Aseel Grill & Café,Houston,US,6,10,00,15,00
Al Basha Subs,Detroit,US,0,17,00,22,00
Al Basha Subs,Detroit,US,1,17,00,22,00
Al Basha Subs,Detroit,US,2,17,00,22,00
Al Basha Subs,Detroit,US,3,17,00,22,00
Al Basha Subs,Detroit,US,4,17,00,22,30
Al Basha Subs,Detroit,US,5,10,00,15,00
Al Basha Subs,Detroit,US,5,17,00,22,30
Al Basha Subs,Detroit,US,6,10,00,15,00
Al Dente,Glasgow,GB,0,17,00,22,00
Al Dente,Glasgow,GB,1,17,00,22,00
Al Dente,Glasgow,GB,2,17,00,22,00
Al Dente,Glasgow,GB,3,17,00,22,00
Al Dente,Glasgow,GB,4,17,00,22,30
Al Dente,Glasgow,GB,5,10,00,15,00
Al Dente,Glasgow,GB,5,17,00,22,30
Al Dente,Glasgow,GB,6,10,00,15,00
Al Dente Restaurant,Boston,US,0,17,00,22,00
Al Dente Restaurant,Boston,US,1,17,00,22,00
Al Dente Restaurant,Boston,US,2,17,00,22,00
Al Dente Restaurant,Boston,US,3,17,00,22,00
Al Dente Restaurant,Boston,US,4,17,00,22,30
Al Dente Restaurant,Boston,US,5,10,00,15,00
Al Dente Restaurant,Boston,US,5,17,00,22,30
Al Dente Restaurant,Boston,US,6,10,00,15,00
Aladdin Mediterranean Cuisine,Houston,US,0,17,00,22,00
Aladdin Mediterranean Cuisine,Houston,US,1,17,00,22,00
Aladdin Mediterranean Cuisine,Houston,US,2,17,00,22,00
Aladdin Mediterranean Cuisine,Houston,US,3,17,00,22,00
Aladdin Mediterranean Cuisine,Houston,US,4,17,00,22,30
Aladdin Mediterranean Cuisine,Houston,US,5,10,00,15,00
Aladdin Mediterranean Cuisine,Houston,US,5,17,00,22,30
Aladdin Mediterranean Cuisine,Houston,US,6,10,00,15,00
Alameda,Brooklyn,US,0,17,00,22,00
Alameda,Brooklyn,US,1,17,00,22,00
Alameda,Brooklyn,US,2,17,00,22,00
Alameda,Brooklyn,US,3,17,00,22,00
Alameda,Brooklyn,US,4,17,00,22,30
Alameda,Brooklyn,US,5,10,00,15,00
Alameda,Brooklyn,US,5,17,00,22,30
Alameda,Brooklyn,US,6,10,00,15,00
Albert Park Cafe,Auckland,NZ,0,17,00,22,00
Albert Park Cafe,Auckland,NZ,1,17,00,22,00
Albert Park Cafe,Auckland,NZ,2,17,00,22,00
Albert Park Cafe,Auckland,NZ,3,17,00,22,00
Albert Park Cafe,Auckland,NZ,4,17,00,22,30
Albert Park Cafe,Auckland,NZ,5,10,00,15,00
Albert Park Cafe,Auckland,NZ,5,17,00,22,30
Albert Park Cafe,Auckland,NZ,6,10,00,15,00
Albertini,London,GB,0,17,00,22,00
Albertini,London,GB,1,17,00,22,00
Albertini,London,GB,2,17,00,22,00
Albertini,London,GB,3,17,00,22,00
Albertini,London,GB,4,17,00,22,30
Albertini,London,GB,5,10,00,15,00
Albertini,London,GB,5,17,00,22,30
Albertini,London,GB,6,10,00,15,00
Alchemy,London,GB,0,17,00,22,00
Alchemy,London,GB,1,17,00,22,00
Alchemy,London,GB,2,17,00,22,00
Alchemy,London,GB,3,17,00,22,00
Alchemy,London,GB,4,17,00,22,30
Alchemy,London,GB,5,10,00,15,00
Alchemy,London,GB,5,17,00,22,30
Alchemy,London,GB,6,10,00,15,00
Alder & Birch Cocktails/Dining,Las Vegas,US,0,17,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,1,17,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,2,17,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,3,17,00,22,00
Alder & Birch Cocktails/Dining,Las Vegas,US,4,17,00,22,30
Alder & Birch Cocktails/Dining,Las Vegas,US,5,10,00,15,00
Alder & Birch Cocktails/Dining,Las Vegas,US,5,17,00,22,30
Alder & Birch Cocktails/Dining,Las Vegas,US,6,10,00,15,00
Ale House At Amato's,Denver,US,0,17,00,22,00
Ale House At Amato's,Denver,US,1,17,00,22,00
Ale House At Amato's,Denver,US,2,17,00,22,00
Ale House At Amato's,Denver,US,3,17,00,22,00
Ale House At Amato's,Denver,US,4,17,00,22,30
Ale House At Amato's,Denver,US,5,10,00,15,00
Ale House At Amato's,Denver,US,5,17,00,22,30
Ale House At Amato's,Denver,US,6,10,00,15,00
Alexanders,Liverpool,GB,0,17,00,22,00
Alexanders,Liverpool,GB,1,17,00,22,00
Alexanders,Liverpool,GB,2,17,00,22,00
Alexanders,Liverpool,GB,3,17,00,22,00
Alexanders,Liverpool,GB,4,17,00,22,30
Alexanders,Liverpool,GB,5,10,00,15,00
Alexanders,Liverpool,GB,5,17,00,22,30
Alexanders,Liverpool,GB,6,10,00,15,00
Alfa Piehouse,Washington,US,0,17,00,22,00
Alfa Piehouse,Washington,US,1,17,00,22,00
Alfa Piehouse,Washington,US,2,17,00,22,00
Alfa Piehouse,Washington,US,3,17,00,22,00
Alfa Piehouse,Washington,US,4,17,00,22,30
Alfa Piehouse,Washington,US,5,10,00,15,00
Alfa Piehouse,Washington,US,5,17,00,22,30
Alfa Piehouse,Washington,US,6,10,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,0,17,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,1,17,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,2,17,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,3,17,00,22,00
Alfredo Authentic Italian Restaurant,Sydney,AU,4,17,00,22,30
Alfredo Authentic Italian Restaurant,Sydney,AU,5,10,00,15,00
Alfredo Authentic Italian Restaurant,Sydney,AU,5,17,00,22,30
Alfredo Authentic Italian Restaurant,Sydney,AU,6,10,00,15,00
Alfred's Pizzeria,Perth,AU,0,17,00,22,00
Alfred's Pizzeria,Perth,AU,1,17,00,22,00
Alfred's Pizzeria,Perth,AU,2,17,00,22,00
Alfred's Pizzeria,Perth,AU,3,17,00,22,00
Alfred's Pizzeria,Perth,AU,4,17,00,22,30
Alfred's Pizzeria,Perth,AU,5,10,00,15,00
Alfred's Pizzeria,Perth,AU,5,17,00,22,30
Alfred's Pizzeria,Perth,AU,6,10,00,15,00
Ali Baba,Boston,US,0,17,00,22,00
Ali Baba,Boston,US,1,17,00,22,00
Ali Baba,Boston,US,2,17,00,22,00
Ali Baba,Boston,US,3,17,00,22,00
Ali Baba,Boston,US,4,17,00,22,30
Ali Baba,Boston,US,5,10,00,15,00
Ali Baba,Boston,US,5,17,00,22,30
Ali Baba,Boston,US,6,10,00,15,00
Alice's Makan,Sydney,AU,0,17,00,22,00
Alice's Makan,Sydney,AU,1,17,00,22,00
Alice's Makan,Sydney,AU,2,17,00,22,00
Alice's Makan,Sydney,AU,3,17,00,22,00
Alice's Makan,Sydney,AU,4,17,00,22,30
Alice's Makan,Sydney,AU,5,10,00,15,00
Alice's Makan,Sydney,AU,5,17,00,22,30
Alice's Makan,Sydney,AU,6,10,00,15,00
Alicia Fusion Bistro,Seattle,US,0,17,00,22,00
