,ORIGIN_CITY_NAME,AIRLINE_ID,DEST_CITY_NAME
114901,"Boston, MA",19977,"Chicago, IL"
114903,"Boston, MA",19977,"Los Angeles, CA"
118147,"Boston, MA",19393,"Atlanta, GA"
118148,"Boston, MA",19393,"Atlanta, GA"
118149,"Boston, MA",19393,"Atlanta, GA"
118150,"Boston, MA",19393,"Austin, TX"
118151,"Boston, MA",19393,"Nashville, TN"
118152,"Boston, MA",19393,"Nashville, TN"
118153,"Boston, MA",19393,"Nashville, TN"
118154,"Boston, MA",19393,"Baltimore, MD"
118155,"Boston, MA",19393,"Baltimore, MD"
118156,"Boston, MA",19393,"Baltimore, MD"
118157,"Boston, MA",19393,"Baltimore, MD"
118158,"Boston, MA",19393,"Baltimore, MD"
118159,"Boston, MA",19393,"Baltimore, MD"
118160,"Boston, MA",19393,"Baltimore, MD"
118161,"Boston, MA",19393,"Baltimore, MD"
118162,"Boston, MA",19393,"Baltimore, MD"
118163,"Boston, MA",19393,"Baltimore, MD"
118164,"Boston, MA",19393,"Columbus, OH"
118165,"Boston, MA",19393,"Columbus, OH"
118166,"Boston, MA",19393,"Dallas, TX"
118167,"Boston, MA",19393,"Denver, CO"
118168,"Boston, MA",19393,"Denver, CO"
118169,"Boston, MA",19393,"Denver, CO"
118170,"Boston, MA",19393,"Houston, TX"
118171,"Boston, MA",19393,"Houston, TX"
118172,"Boston, MA",19393,"Indianapolis, IN"
118173,"Boston, MA",19393,"Indianapolis, IN"
118174,"Boston, MA",19393,"Kansas City, MO"
118175,"Boston, MA",19393,"Kansas City, MO"
118176,"Boston, MA",19393,"Chicago, IL"
118177,"Boston, MA",19393,"Chicago, IL"
118178,"Boston, MA",19393,"Chicago, IL"
118179,"Boston, MA",19393,"Chicago, IL"
118180,"Boston, MA",19393,"Chicago, IL"
118181,"Boston, MA",19393,"Milwaukee, WI"
118182,"Boston, MA",19393,"Milwaukee, WI"
118183,"Boston, MA",19393,"St. Louis, MO"
118184,"Boston, MA",19393,"St. Louis, MO"
122173,"Boston, MA",19393,"Atlanta, GA"
122174,"Boston, MA",19393,"Atlanta, GA"
122175,"Boston, MA",19393,"Atlanta, GA"
122176,"Boston, MA",19393,"Austin, TX"
122177,"Boston, MA",19393,"Nashville, TN"
122178,"Boston, MA",19393,"Nashville, TN"
122179,"Boston, MA",19393,"Nashville, TN"
122180,"Boston, MA",19393,"Baltimore, MD"
122181,"Boston, MA",19393,"Baltimore, MD"
122182,"Boston, MA",19393,"Baltimore, MD"
122183,"Boston, MA",19393,"Baltimore, MD"
122184,"Boston, MA",19393,"Baltimore, MD"
122185,"Boston, MA",19393,"Baltimore, MD"
122186,"Boston, MA",19393,"Baltimore, MD"
122187,"Boston, MA",19393,"Baltimore, MD"
122188,"Boston, MA",19393,"Baltimore, MD"
122189,"Boston, MA",19393,"Baltimore, MD"
122190,"Boston, MA",19393,"Columbus, OH"
122191,"Boston, MA",19393,"Columbus, OH"
122192,"Boston, MA",19393,"Dallas, TX"
122193,"Boston, MA",19393,"Denver, CO"
122194,"Boston, MA",19393,"Denver, CO"
122195,"Boston, MA",19393,"Denver, CO"
122196,"Boston, MA",19393,"Houston, TX"
122197,"Boston, MA",19393,"Houston, TX"
122198,"Boston, MA",19393,"Indianapolis, IN"
122199,"Boston, MA",19393,"Indianapolis, IN"
122200,"Boston, MA",19393,"Kansas City, MO"
122201,"Boston, MA",19393,"Kansas City, MO"
122202,"Boston, MA",19393,"Chicago, IL"
122203,"Boston, MA",19393,"Chicago, IL"
122204,"Boston, MA",19393,"Chicago, IL"
122205,"Boston, MA",19393,"Chicago, IL"
122206,"Boston, MA",19393,"Chicago, IL"
122207,"Boston, MA",19393,"Milwaukee, WI"
122208,"Boston, MA",19393,"Milwaukee, WI"
122209,"Boston, MA",19393,"St. Louis, MO"
122210,"Boston, MA",19393,"St. Louis, MO"
125360,"Boston, MA",19790,"Minneapolis, MN"
125412,"Boston, MA",19790,"Atlanta, GA"
125432,"Boston, MA",19790,"Detroit, MI"
125552,"Boston, MA",19790,"Atlanta, GA"
125578,"Boston, MA",19790,"Detroit, MI"
125623,"Boston, MA",19790,"New York, NY"
125667,"Boston, MA",19790,"Atlanta, GA"
125963,"Boston, MA",19790,"Atlanta, GA"
125973,"Boston, MA",19790,"Salt Lake City, UT"
126165,"Boston, MA",19790,"Detroit, MI"
126170,"Boston, MA",19790,"Salt Lake City, UT"
126239,"Boston, MA",19805,"Philadelphia, PA"
126261,"Boston, MA",19805,"Philadelphia, PA"
126295,"Boston, MA",19805,"Charlotte, NC"
126346,"Boston, MA",19805,"Philadelphia, PA"
126349,"Boston, MA",19805,"Philadelphia, PA"
126364,"Boston, MA",19805,"Philadelphia, PA"
126384,"Boston, MA",19805,"Charlotte, NC"
126403,"Boston, MA",19805,"Philadelphia, PA"
126421,"Boston, MA",19805,"Charlotte, NC"
126513,"Boston, MA",19805,"Charlotte, NC"
126538,"Boston, MA",19805,"Charlotte, NC"
126576,"Boston, MA",19805,"Charlotte, NC"
126614,"Boston, MA",19805,"Charlotte, NC"
126788,"Boston, MA",19790,"Atlanta, GA"
126807,"Boston, MA",19790,"Atlanta, GA"
126826,"Boston, MA",19790,"New York, NY"
126828,"Boston, MA",19790,"New York, NY"
126886,"Boston, MA",19790,"Atlanta, GA"
126971,"Boston, MA",19790,"New York, NY"
126993,"Boston, MA",19790,"Atlanta, GA"
127051,"Boston, MA",19790,"New York, NY"
127097,"Boston, MA",19790,"Minneapolis, MN"
127107,"Boston, MA",19790,"Minneapolis, MN"
127120,"Boston, MA",19790,"Minneapolis, MN"
127150,"Boston, MA",19790,"Minneapolis, MN"
127153,"Boston, MA",19790,"Seattle, WA"
127195,"Boston, MA",19790,"Atlanta, GA"
127271,"Boston, MA",19790,"Atlanta, GA"
127474,"Boston, MA",19790,"New York, NY"
127607,"Boston, MA",19790,"Orlando, FL"
127676,"Boston, MA",19790,"Detroit, MI"
127720,"Boston, MA",19790,"Atlanta, GA"
127811,"Boston, MA",19790,"Detroit, MI"
127901,"Boston, MA",19790,"Los Angeles, CA"
127902,"Boston, MA",19790,"Los Angeles, CA"
128025,"Boston, MA",19790,"New York, NY"
128026,"Boston, MA",19790,"New York, NY"
128028,"Boston, MA",19790,"New York, NY"
128030,"Boston, MA",19790,"New York, NY"
128032,"Boston, MA",19790,"New York, NY"
128034,"Boston, MA",19790,"New York, NY"
128036,"Boston, MA",19790,"New York, NY"
128039,"Boston, MA",19790,"New York, NY"
128093,"Boston, MA",19790,"Detroit, MI"
128374,"Boston, MA",19790,"Detroit, MI"
128380,"Boston, MA",19790,"Salt Lake City, UT"
128520,"Boston, MA",19790,"Atlanta, GA"
128540,"Boston, MA",19790,"Detroit, MI"
128616,"Boston, MA",19790,"Detroit, MI"
128622,"Boston, MA",19790,"Atlanta, GA"
128638,"Boston, MA",19790,"Atlanta, GA"
128656,"Boston, MA",19790,"New York, NY"
128658,"Boston, MA",19790,"New York, NY"
128720,"Boston, MA",19790,"Atlanta, GA"
128812,"Boston, MA",19790,"New York, NY"
128831,"Boston, MA",19790,"Atlanta, GA"
128843,"Boston, MA",19790,"Cincinnati, OH"
128894,"Boston, MA",19790,"New York, NY"
128944,"Boston, MA",19790,"Minneapolis, MN"
128955,"Boston, MA",19790,"Minneapolis, MN"
128968,"Boston, MA",19790,"Minneapolis, MN"
128999,"Boston, MA",19790,"Minneapolis, MN"
129003,"Boston, MA",19790,"Seattle, WA"
129049,"Boston, MA",19790,"Atlanta, GA"
129130,"Boston, MA",19790,"Atlanta, GA"
129351,"Boston, MA",19790,"New York, NY"
129493,"Boston, MA",19790,"Orlando, FL"
129572,"Boston, MA",19790,"Detroit, MI"
129619,"Boston, MA",19790,"Atlanta, GA"
129731,"Boston, MA",19790,"Atlanta, GA"
129758,"Boston, MA",19790,"Detroit, MI"
129807,"Boston, MA",19790,"New York, NY"
129854,"Boston, MA",19790,"Atlanta, GA"
129880,"Boston, MA",19790,"Detroit, MI"
130181,"Boston, MA",19790,"Atlanta, GA"
130191,"Boston, MA",19790,"Salt Lake City, UT"
130660,"Boston, MA",19790,"Minneapolis, MN"
130720,"Boston, MA",19790,"Detroit, MI"
130817,"Boston, MA",19790,"Los Angeles, CA"
130818,"Boston, MA",19790,"Los Angeles, CA"
130937,"Boston, MA",19790,"Minneapolis, MN"
130953,"Boston, MA",19790,"New York, NY"
130955,"Boston, MA",19790,"New York, NY"
130957,"Boston, MA",19790,"New York, NY"
130959,"Boston, MA",19790,"New York, NY"
130961,"Boston, MA",19790,"New York, NY"
130963,"Boston, MA",19790,"New York, NY"
130965,"Boston, MA",19790,"New York, NY"
130967,"Boston, MA",19790,"New York, NY"
130970,"Boston, MA",19790,"New York, NY"
131034,"Boston, MA",19790,"Detroit, MI"
131050,"Boston, MA",19790,"Salt Lake City, UT"
131402,"Boston, MA",19790,"Minneapolis, MN"
131463,"Boston, MA",19790,"Detroit, MI"
131564,"Boston, MA",19790,"Atlanta, GA"
131584,"Boston, MA",19790,"Detroit, MI"
131657,"Boston, MA",19790,"Detroit, MI"
131663,"Boston, MA",19790,"Atlanta, GA"
131679,"Boston, MA",19790,"Atlanta, GA"
131697,"Boston, MA",19790,"New York, NY"
131699,"Boston, MA",19790,"New York, NY"
131765,"Boston, MA",19790,"Atlanta, GA"
131857,"Boston, MA",19790,"New York, NY"
131878,"Boston, MA",19790,"Atlanta, GA"
131890,"Boston, MA",19790,"Cincinnati, OH"
131941,"Boston, MA",19790,"New York, NY"
131992,"Boston, MA",19790,"Minneapolis, MN"
132003,"Boston, MA",19790,"Minneapolis, MN"
132016,"Boston, MA",19790,"Minneapolis, MN"
132047,"Boston, MA",19790,"Minneapolis, MN"
132051,"Boston, MA",19790,"Seattle, WA"
132097,"Boston, MA",19790,"Atlanta, GA"
132179,"Boston, MA",19790,"Atlanta, GA"
132398,"Boston, MA",19790,"New York, NY"
132496,"Boston, MA",19790,"Los Angeles, CA"
132497,"Boston, MA",19790,"Los Angeles, CA"
132617,"Boston, MA",19790,"Minneapolis, MN"
132633,"Boston, MA",19790,"New York, NY"
132635,"Boston, MA",19790,"New York, NY"
132637,"Boston, MA",19790,"New York, NY"
132639,"Boston, MA",19790,"New York, NY"
132641,"Boston, MA",19790,"New York, NY"
132643,"Boston, MA",19790,"New York, NY"
132645,"Boston, MA",19790,"New York, NY"
132647,"Boston, MA",19790,"New York, NY"
132650,"Boston, MA",19790,"New York, NY"
132715,"Boston, MA",19790,"Detroit, MI"
132809,"Boston, MA",19790,"Orlando, FL"
132888,"Boston, MA",19790,"Detroit, MI"
132935,"Boston, MA",19790,"Atlanta, GA"
133047,"Boston, MA",19790,"Atlanta, GA"
133074,"Boston, MA",19790,"Detroit, MI"
133123,"Boston, MA",19790,"New York, NY"
133170,"Boston, MA",19790,"Atlanta, GA"
133196,"Boston, MA",19790,"Detroit, MI"
133497,"Boston, MA",19790,"Atlanta, GA"
133507,"Boston, MA",19790,"Salt Lake City, UT"
133711,"Boston, MA",19790,"Detroit, MI"
133720,"Boston, MA",20409,"Newark, NJ"
133725,"Boston, MA",20409,"Newark, NJ"
133732,"Boston, MA",20409,"Newark, NJ"
133738,"Boston, MA",20409,"Raleigh/Durham, NC"
133796,"Boston, MA",19790,"Atlanta, GA"
133816,"Boston, MA",19790,"Detroit, MI"
133891,"Boston, MA",19790,"Detroit, MI"
133897,"Boston, MA",19790,"Atlanta, GA"
133913,"Boston, MA",19790,"Atlanta, GA"
133931,"Boston, MA",19790,"New York, NY"
133933,"Boston, MA",19790,"New York, NY"
134051,"Boston, MA",19790,"Orlando, FL"
134130,"Boston, MA",19790,"Detroit, MI"
134283,"Boston, MA",19790,"Atlanta, GA"
134375,"Boston, MA",19790,"New York, NY"
134396,"Boston, MA",19790,"Atlanta, GA"
134408,"Boston, MA",19790,"Cincinnati, OH"
134459,"Boston, MA",19790,"New York, NY"
134510,"Boston, MA",19790,"Minneapolis, MN"
134521,"Boston, MA",19790,"Minneapolis, MN"
134534,"Boston, MA",19790,"Minneapolis, MN"
134565,"Boston, MA",19790,"Minneapolis, MN"
134569,"Boston, MA",19790,"Seattle, WA"
134615,"Boston, MA",19790,"Atlanta, GA"
134696,"Boston, MA",19790,"Atlanta, GA"
134917,"Boston, MA",19790,"New York, NY"
134992,"Boston, MA",19790,"Atlanta, GA"
135104,"Boston, MA",19790,"Atlanta, GA"
135131,"Boston, MA",19790,"Detroit, MI"
135180,"Boston, MA",19790,"New York, NY"
135227,"Boston, MA",19790,"Atlanta, GA"
135253,"Boston, MA",19790,"Detroit, MI"
135554,"Boston, MA",19790,"Atlanta, GA"
135564,"Boston, MA",19790,"Salt Lake City, UT"
135768,"Boston, MA",19790,"Detroit, MI"
135774,"Boston, MA",19790,"Salt Lake City, UT"
136031,"Boston, MA",19790,"Minneapolis, MN"
136092,"Boston, MA",19790,"Detroit, MI"
136189,"Boston, MA",19790,"Los Angeles, CA"
136190,"Boston, MA",19790,"Los Angeles, CA"
136310,"Boston, MA",19790,"Minneapolis, MN"
136326,"Boston, MA",19790,"New York, NY"
136328,"Boston, MA",19790,"New York, NY"
136330,"Boston, MA",19790,"New York, NY"
136332,"Boston, MA",19790,"New York, NY"
136334,"Boston, MA",19790,"New York, NY"
136336,"Boston, MA",19790,"New York, NY"
136338,"Boston, MA",19790,"New York, NY"
136340,"Boston, MA",19790,"New York, NY"
136343,"Boston, MA",19790,"New York, NY"
136409,"Boston, MA",19790,"Detroit, MI"
138314,"Boston, MA",20366,"Cleveland, OH"
138315,"Boston, MA",20366,"Cleveland, OH"
138316,"Boston, MA",20366,"Cleveland, OH"
138317,"Boston, MA",20366,"Cleveland, OH"
138318,"Boston, MA",20366,"Cleveland, OH"
138319,"Boston, MA",20366,"Cleveland, OH"
138320,"Boston, MA",20366,"Cleveland, OH"
138321,"Boston, MA",20366,"Cleveland, OH"
138792,"Boston, MA",20366,"Cleveland, OH"
138793,"Boston, MA",20366,"Cleveland, OH"
138794,"Boston, MA",20366,"Cleveland, OH"
138795,"Boston, MA",20366,"Cleveland, OH"
139711,"Boston, MA",20366,"Richmond, VA"
139712,"Boston, MA",20366,"Richmond, VA"
139713,"Boston, MA",20366,"Richmond, VA"
139714,"Boston, MA",20366,"Richmond, VA"
140164,"Boston, MA",20366,"Richmond, VA"
140165,"Boston, MA",20366,"Richmond, VA"
140166,"Boston, MA",20366,"Richmond, VA"
140167,"Boston, MA",20366,"Richmond, VA"
141226,"Boston, MA",20366,"Richmond, VA"
141735,"Boston, MA",20366,"Richmond, VA"
141736,"Boston, MA",20366,"Richmond, VA"
141737,"Boston, MA",20366,"Richmond, VA"
142563,"Boston, MA",19805,"Chicago, IL"
142564,"Boston, MA",19805,"Chicago, IL"
142565,"Boston, MA",19805,"Chicago, IL"
142566,"Boston, MA",19805,"Chicago, IL"
142622,"Boston, MA",19805,"Los Angeles, CA"
142623,"Boston, MA",19805,"Los Angeles, CA"
142624,"Boston, MA",19805,"Los Angeles, CA"
142625,"Boston, MA",19805,"Los Angeles, CA"
142861,"Boston, MA",19805,"Chicago, IL"
142862,"Boston, MA",19805,"Chicago, IL"
142863,"Boston, MA",19805,"Chicago, IL"
142864,"Boston, MA",19805,"Chicago, IL"
142865,"Boston, MA",19805,"New York, NY"
142866,"Boston, MA",19805,"New York, NY"
142867,"Boston, MA",19805,"New York, NY"
142868,"Boston, MA",19805,"New York, NY"
143021,"Boston, MA",19805,"New York, NY"
143022,"Boston, MA",19805,"New York, NY"
143072,"Boston, MA",19805,"Chicago, IL"
143073,"Boston, MA",19805,"Chicago, IL"
143074,"Boston, MA",19805,"Chicago, IL"
143075,"Boston, MA",19805,"Chicago, IL"
143158,"Boston, MA",19805,"Los Angeles, CA"
143159,"Boston, MA",19805,"Los Angeles, CA"
143160,"Boston, MA",19805,"Los Angeles, CA"
143161,"Boston, MA",19805,"Los Angeles, CA"
143275,"Boston, MA",19805,"Miami, FL"
143276,"Boston, MA",19805,"Miami, FL"
143277,"Boston, MA",19805,"Miami, FL"
143278,"Boston, MA",19805,"Miami, FL"
143299,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143300,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143301,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143302,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143416,"Boston, MA",19805,"Phoenix, AZ"
143417,"Boston, MA",19805,"Phoenix, AZ"
143418,"Boston, MA",19805,"Phoenix, AZ"
143419,"Boston, MA",19805,"Phoenix, AZ"
143713,"Boston, MA",19805,"Miami, FL"
143714,"Boston, MA",19805,"Miami, FL"
143715,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143716,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143717,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143718,"Boston, MA",19805,"Dallas/Fort Worth, TX"
143799,"Boston, MA",19805,"Philadelphia, PA"
143800,"Boston, MA",19805,"Philadelphia, PA"
143801,"Boston, MA",19805,"Philadelphia, PA"
143802,"Boston, MA",19805,"Philadelphia, PA"
143854,"Boston, MA",19805,"Miami, FL"
143855,"Boston, MA",19805,"Miami, FL"
144155,"Boston, MA",19805,"Miami, FL"
144156,"Boston, MA",19805,"Miami, FL"
144157,"Boston, MA",19805,"Miami, FL"
144158,"Boston, MA",19805,"Miami, FL"
144234,"Boston, MA",19805,"Los Angeles, CA"
144235,"Boston, MA",19805,"Los Angeles, CA"
144236,"Boston, MA",19805,"Los Angeles, CA"
144237,"Boston, MA",19805,"Los Angeles, CA"
144270,"Boston, MA",19805,"Dallas/Fort Worth, TX"
144271,"Boston, MA",19805,"Dallas/Fort Worth, TX"
144272,"Boston, MA",19805,"Dallas/Fort Worth, TX"
144273,"Boston, MA",19805,"Dallas/Fort Worth, TX"
144389,"Boston, MA",19805,"New York, NY"
144390,"Boston, MA",19805,"New York, NY"
144651,"Boston, MA",19805,"Chicago, IL"
144652,"Boston, MA",19805,"Chicago, IL"
144653,"Boston, MA",19805,"Chicago, IL"
144654,"Boston, MA",19805,"Chicago, IL"
144761,"Boston, MA",19805,"Chicago, IL"
144762,"Boston, MA",19805,"Chicago, IL"
144763,"Boston, MA",19805,"Chicago, IL"
144764,"Boston, MA",19805,"Chicago, IL"
144862,"Boston, MA",19805,"Chicago, IL"
144863,"Boston, MA",19805,"Chicago, IL"
144864,"Boston, MA",19805,"Chicago, IL"
144865,"Boston, MA",19805,"Chicago, IL"
144886,"Boston, MA",19805,"Miami, FL"
144887,"Boston, MA",19805,"Miami, FL"
144916,"Boston, MA",19805,"Chicago, IL"
144917,"Boston, MA",19805,"Chicago, IL"
144918,"Boston, MA",19805,"Chicago, IL"
144919,"Boston, MA",19805,"Chicago, IL"
145590,"Boston, MA",19805,"Los Angeles, CA"
145591,"Boston, MA",19805,"Los Angeles, CA"
145592,"Boston, MA",19805,"Los Angeles, CA"
145593,"Boston, MA",19805,"Los Angeles, CA"
145629,"Boston, MA",19805,"Miami, FL"
145630,"Boston, MA",19805,"Miami, FL"
145631,"Boston, MA",19805,"Miami, FL"
145632,"Boston, MA",19805,"Miami, FL"
145733,"Boston, MA",19805,"New York, NY"
145734,"Boston, MA",19805,"New York, NY"
145735,"Boston, MA",19805,"New York, NY"
145736,"Boston, MA",19805,"New York, NY"
145771,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145772,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145773,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145774,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145957,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145958,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145959,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145960,"Boston, MA",19805,"Dallas/Fort Worth, TX"
145965,"Boston, MA",19805,"Chicago, IL"
145966,"Boston, MA",19805,"Chicago, IL"
145967,"Boston, MA",19805,"Chicago, IL"
145968,"Boston, MA",19805,"Chicago, IL"
146723,"Boston, MA",19805,"Philadelphia, PA"
146724,"Boston, MA",19805,"Philadelphia, PA"
146725,"Boston, MA",19805,"Philadelphia, PA"
146726,"Boston, MA",19805,"Philadelphia, PA"
146767,"Boston, MA",19805,"Phoenix, AZ"
146768,"Boston, MA",19805,"Phoenix, AZ"
146769,"Boston, MA",19805,"Phoenix, AZ"
146770,"Boston, MA",19805,"Phoenix, AZ"
147000,"Boston, MA",19805,"Miami, FL"
147001,"Boston, MA",19805,"Miami, FL"
147002,"Boston, MA",19805,"Miami, FL"
147003,"Boston, MA",19805,"Miami, FL"
147099,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147100,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147101,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147102,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147669,"Boston, MA",19805,"Chicago, IL"
147670,"Boston, MA",19805,"Chicago, IL"
147671,"Boston, MA",19805,"Chicago, IL"
147672,"Boston, MA",19805,"Chicago, IL"
147709,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147710,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147711,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147712,"Boston, MA",19805,"Dallas/Fort Worth, TX"
147737,"Boston, MA",19805,"Philadelphia, PA"
147759,"Boston, MA",19805,"Philadelphia, PA"
147793,"Boston, MA",19805,"Charlotte, NC"
147846,"Boston, MA",19805,"Philadelphia, PA"
147849,"Boston, MA",19805,"Philadelphia, PA"
147864,"Boston, MA",19805,"Philadelphia, PA"
147884,"Boston, MA",19805,"Charlotte, NC"
147903,"Boston, MA",19805,"Philadelphia, PA"
147921,"Boston, MA",19805,"Charlotte, NC"
148013,"Boston, MA",19805,"Charlotte, NC"
148038,"Boston, MA",19805,"Charlotte, NC"
148076,"Boston, MA",19805,"Charlotte, NC"
148114,"Boston, MA",19805,"Charlotte, NC"
148393,"Boston, MA",19805,"Charlotte, NC"
148431,"Boston, MA",19805,"Washington, DC"
148434,"Boston, MA",19805,"New York, NY"
148436,"Boston, MA",19805,"Washington, DC"
148438,"Boston, MA",19805,"Washington, DC"
148440,"Boston, MA",19805,"New York, NY"
148444,"Boston, MA",19805,"Washington, DC"
148448,"Boston, MA",19805,"New York, NY"
148450,"Boston, MA",19805,"Washington, DC"
148452,"Boston, MA",19805,"Washington, DC"
148454,"Boston, MA",19805,"Washington, DC"
148456,"Boston, MA",19805,"New York, NY"
148460,"Boston, MA",19805,"Washington, DC"
148464,"Boston, MA",19805,"New York, NY"
148469,"Boston, MA",19805,"Washington, DC"
148472,"Boston, MA",19805,"New York, NY"
148474,"Boston, MA",19805,"Washington, DC"
148482,"Boston, MA",19805,"New York, NY"
148486,"Boston, MA",19805,"New York, NY"
148487,"Boston, MA",19805,"Washington, DC"
148490,"Boston, MA",19805,"New York, NY"
148499,"Boston, MA",19805,"New York, NY"
148501,"Boston, MA",19805,"Washington, DC"
148502,"Boston, MA",19805,"Washington, DC"
148504,"Boston, MA",19805,"New York, NY"
148508,"Boston, MA",19805,"New York, NY"
148511,"Boston, MA",19805,"New York, NY"
148513,"Boston, MA",19805,"Washington, DC"
148515,"Boston, MA",19805,"Washington, DC"
148517,"Boston, MA",19805,"New York, NY"
148518,"Boston, MA",19805,"New York, NY"
148520,"Boston, MA",19805,"Washington, DC"
148589,"Boston, MA",19805,"Phoenix, AZ"
148608,"Boston, MA",19805,"Charlotte, NC"
148675,"Boston, MA",19805,"Philadelphia, PA"
148809,"Boston, MA",19805,"Philadelphia, PA"
148917,"Boston, MA",19805,"Phoenix, AZ"
148936,"Boston, MA",19805,"Charlotte, NC"
149003,"Boston, MA",19805,"Philadelphia, PA"
149137,"Boston, MA",19805,"Philadelphia, PA"
149325,"Boston, MA",19805,"Charlotte, NC"
149363,"Boston, MA",19805,"Washington, DC"
149366,"Boston, MA",19805,"New York, NY"
149368,"Boston, MA",19805,"Washington, DC"
149370,"Boston, MA",19805,"Washington, DC"
149372,"Boston, MA",19805,"New York, NY"
149376,"Boston, MA",19805,"Washington, DC"
149380,"Boston, MA",19805,"New York, NY"
149382,"Boston, MA",19805,"Washington, DC"
149384,"Boston, MA",19805,"Washington, DC"
149386,"Boston, MA",19805,"Washington, DC"
149388,"Boston, MA",19805,"New York, NY"
149392,"Boston, MA",19805,"Washington, DC"
149396,"Boston, MA",19805,"New York, NY"
149401,"Boston, MA",19805,"Washington, DC"
149404,"Boston, MA",19805,"New York, NY"
149406,"Boston, MA",19805,"Washington, DC"
149414,"Boston, MA",19805,"New York, NY"
149418,"Boston, MA",19805,"New York, NY"
149419,"Boston, MA",19805,"Washington, DC"
149422,"Boston, MA",19805,"New York, NY"
149431,"Boston, MA",19805,"New York, NY"
149433,"Boston, MA",19805,"Washington, DC"
149434,"Boston, MA",19805,"Washington, DC"
149436,"Boston, MA",19805,"New York, NY"
149440,"Boston, MA",19805,"New York, NY"
149443,"Boston, MA",19805,"New York, NY"
149445,"Boston, MA",19805,"Washington, DC"
149447,"Boston, MA",19805,"Washington, DC"
149449,"Boston, MA",19805,"New York, NY"
149450,"Boston, MA",19805,"New York, NY"
149452,"Boston, MA",19805,"Washington, DC"
149703,"Boston, MA",19805,"Phoenix, AZ"
149722,"Boston, MA",19805,"Charlotte, NC"
149789,"Boston, MA",19805,"Philadelphia, PA"
149923,"Boston, MA",19805,"Philadelphia, PA"
149984,"Boston, MA",19805,"Philadelphia, PA"
150006,"Boston, MA",19805,"Philadelphia, PA"
150040,"Boston, MA",19805,"Charlotte, NC"
150091,"Boston, MA",19805,"Philadelphia, PA"
150094,"Boston, MA",19805,"Philadelphia, PA"
150109,"Boston, MA",19805,"Philadelphia, PA"
150129,"Boston, MA",19805,"Charlotte, NC"
150148,"Boston, MA",19805,"Philadelphia, PA"
150166,"Boston, MA",19805,"Charlotte, NC"
150258,"Boston, MA",19805,"Charlotte, NC"
150283,"Boston, MA",19805,"Charlotte, NC"
150321,"Boston, MA",19805,"Charlotte, NC"
150359,"Boston, MA",19805,"Charlotte, NC"
150639,"Boston, MA",19805,"Charlotte, NC"
150677,"Boston, MA",19805,"Washington, DC"
150680,"Boston, MA",19805,"New York, NY"
150682,"Boston, MA",19805,"Washington, DC"
150684,"Boston, MA",19805,"Washington, DC"
150686,"Boston, MA",19805,"New York, NY"
150690,"Boston, MA",19805,"Washington, DC"
150694,"Boston, MA",19805,"New York, NY"
150696,"Boston, MA",19805,"Washington, DC"
150698,"Boston, MA",19805,"Washington, DC"
150700,"Boston, MA",19805,"Washington, DC"
150702,"Boston, MA",19805,"New York, NY"
150706,"Boston, MA",19805,"Washington, DC"
150710,"Boston, MA",19805,"New York, NY"
150715,"Boston, MA",19805,"Washington, DC"
150718,"Boston, MA",19805,"New York, NY"
150720,"Boston, MA",19805,"Washington, DC"
150728,"Boston, MA",19805,"New York, NY"
150732,"Boston, MA",19805,"New York, NY"
150733,"Boston, MA",19805,"Washington, DC"
150736,"Boston, MA",19805,"New York, NY"
150745,"Boston, MA",19805,"New York, NY"
150747,"Boston, MA",19805,"Washington, DC"
150748,"Boston, MA",19805,"Washington, DC"
150750,"Boston, MA",19805,"New York, NY"
150754,"Boston, MA",19805,"New York, NY"
150757,"Boston, MA",19805,"New York, NY"
150759,"Boston, MA",19805,"Washington, DC"
150761,"Boston, MA",19805,"Washington, DC"
150763,"Boston, MA",19805,"New York, NY"
150764,"Boston, MA",19805,"New York, NY"
150766,"Boston, MA",19805,"Washington, DC"
150837,"Boston, MA",19805,"Charlotte, NC"
150875,"Boston, MA",19805,"Washington, DC"
150878,"Boston, MA",19805,"New York, NY"
150880,"Boston, MA",19805,"Washington, DC"
150882,"Boston, MA",19805,"Washington, DC"
150884,"Boston, MA",19805,"New York, NY"
