,AIRLINE_ID,CARRIER_NAME
864,19806,Air Charter Systems (Acs)
865,19807,Helitac Aviation
866,19808,Belize Air International Ltd.
867,19809,Highland Express Airways
868,19810,Mid Pacific Airlines Inc.
869,19810,Mid Pacific Airlines Inc.
870,19810,Mid Pacific Airlines Inc.
871,19811,Aero Tranportes Panamenos
872,19812,Millon Air Inc.
873,19812,Millon Air Inc.
874,19812,Millon Air Inc.
875,19813,Air Caribe International
876,19814,Air South
877,19815,Air South
878,19816,Bangor International Air
879,19817,Chester County Aviation
880,19818,East Coast Airways
881,19819,Hub Express
882,19820,Tropical Helicopter Airways
883,19821,Turk Hava Yollari A.O.
884,19822,Piedmont Aviation Inc.
885,19822,Piedmont Aviation Inc.
886,19822,Piedmont Aviation Inc.
887,19823,Air Train Inc.
888,19824,Haiti Air Freight Intl
889,19825,Ketchikan Air Service
890,19826,Salair Inc.
891,19827,Npa Inc.
892,19828,Air America
893,19828,Air America
894,19828,Air America
895,19828,Air America
896,19828,Air America
897,19828,Air America
898,19829,Time Air Ltd.
899,19830,Nippon Cargo Airlines
900,19831,Seagull Air Service
901,19832,Nasville Eagle
902,19833,Aleutian Air
903,19834,Custom Air Service
904,19835,GCS Air Service
905,19836,Golden State Airlines
906,19837,Springdale Air
907,19838,Sportsman Flying Service
908,19839,Saeta Airlines
909,19840,Aerolineas Mundo
910,19841,Tropical Airways Inc.
911,19841,Tropical Airways Inc.
912,19842,Grenada Airways Ltd.
913,19843,Mid Pacific Air Corp.
914,19844,Exec Express II
915,19845,Taquan Air Service
916,19846,Chartair
917,19847,Laredo Air
918,19848,Qwest Commuter
919,19849,Tri Air Freight
920,19850,Wra Inc.
921,19851,Zambia Airways Corp.
922,19852,Swissair Transport Co. Ltd.
923,19853,Airlift International
924,19854,Pacair
925,19855,Bradley Air Services Ltd.
926,19856,Corse Air International
927,19857,Iraqi Airways
928,19858,Monarch Airlines
929,19859,Vacationair
930,19860,Lineas Aereas La-Tur Sa
931,19861,Holidair Airways
932,19862,Aerovias S.A.
933,19863,Alas De Transporte International
934,19864,Transamerica Airlines Inc.
935,19865,Haiti Trans Air
936,19866,Canadian Aviation Express
937,19867,Japan Air System Co. Ltd.
938,19868,Manhattan Express
939,19869,Britannia Airways Ltd.
940,19870,Aero Freight
941,19871,Panama Aviation
942,19872,Welch Aviation
943,19873,Austrian Airlines
944,19874,Air Transport International
945,19874,Air Transport International
946,19874,Air Transport International
947,19874,Air Transport International
948,19875,Aero California
949,19876,Heritage Airlines
950,19877,Kitty Hawk Air Cargo
951,19878,Columbia Pacific Airlines
952,19879,Columbia Pacific Airlines
953,19880,Central States Air Lines
954,19881,Mohawk Airlines
955,19882,Skymaster
956,19883,Novair International Airways Ltd.
957,19884,TPI International Airways
958,19884,TPI International Airways
959,19885,Universal Airlines Inc.
960,19885,Universal Airlines Inc.
961,19886,Aruba Cargo
962,19887,Latcr
963,19888,Transcarga
964,19889,Venexcargo
965,19890,Aeroejecutivos C.A.
966,19891,Aeropuma
967,19892,Aeronautica De Cancun
968,19893,Aerovias Colombianas Arca
969,19894,Zuliana De Aviacion
970,19895,Interamericana De Aviacion
971,19896,Fast Air Carrier Ltd.
972,19897,Lineas Aereas Mayas (Lamsa)
973,19898,Emery Worldwide Airlines
974,19898,Emery Worldwide Airlines
975,19899,Hong Kong Dragonair
976,19900,Air Marshall Islands Inc.
977,19901,Blue Bell Inc.
978,19901,Blue Bell Inc.
979,19901,Blue Bell Inc.
980,19902,Wrangler Aviation Inc.
981,19902,Wrangler Aviation Inc.
982,19903,Conquest Airline Corp.
983,19904,Air Southeast
984,19905,California Air Shuttle
985,19906,Northcoast Executive
986,19907,Scott Aviation
987,19908,Trans Air (Hawaii)
988,19909,Air Belgium
989,19910,Aerolineas Latinas
990,19911,Air Aruba
991,19912,Cayman Airways Limited
992,19912,Cayman Airways Limited
993,19913,Belize Trans Air
994,19914,Air Liberte
995,19915,Sea Air Shuttle
996,19916,Primeras Lineas Uruguays For International
997,19917,United Parcel Service
998,19917,United Parcel Service
999,19917,United Parcel Service
1000,19917,United Parcel Service
1001,19917,United Parcel Service
1002,19917,United Parcel Service
1003,19918,Gulf Air Taxi
1004,19919,Adirondack Airlines
1005,19920,Corporate Air
1006,19921,Drummond Island Air
1007,19922,Gulf Flite Center
1008,19923,Lapsa
1009,19924,L'Express
1010,19925,Travelair
1011,19926,Valley Air Services
1012,19927,Aerosur
1013,19928,Central American Airlines
1014,19929,Charter One
1015,19930,Alaska Airlines Inc.
1016,19930,Alaska Airlines Inc.
1017,19931,Regal Air
1018,19932,Apa International Air S.A.
1019,19932,Apa International Air S.A.
1020,19933,Air New Zealand
1021,19933,Air New Zealand
1022,19934,Das Air Cargo
1023,19935,Star Aviation
1024,19936,Territorial Airlines
1025,19937,Loken Aviation
1026,19938,Dawn Air
1027,19939,Flying Boat
1028,19940,Caraven S.A.
1029,19941,Trans Europ. Airways France
1030,19942,General Air Cargo
1031,19943,Allied Airlines
1032,19944,Airvantage
1033,19945,Chicago Air Taxi
1034,19946,Great Western Aviation
1035,19947,Paradise Island Airlines
1036,19948,Redwing Airways
1037,19949,Lauda Air Luftfahrt Ag
1038,19950,Rosenbalm Aviation Inc.
1039,19950,Rosenbalm Aviation Inc.
1040,19950,Rosenbalm Aviation Inc.
1041,19950,Rosenbalm Aviation Inc.
1042,19950,Rosenbalm Aviation Inc.
1043,19950,Flagship Express Services
1044,19950,Flagship Express Services
1045,19950,Flagship Express Services
1046,19951,Braniff International Airlines Inc.
1047,19952,Pacific Interstate Airlines
1048,19952,Pacific Interstate Airlines
1049,19952,Pacific Interstate Airlines
1050,19952,Carnival Air Lines Inc.
1051,19952,Carnival Air Lines Inc.
1052,19952,Pacific Interstate Airlines
1053,19952,Pacific Interstate Airlines
1054,19952,Pacific Interstate Airlines
1055,19952,Pacific Interstate Airlines
1056,19953,Transportes Aereos Mercantiles Panamericanos S.A
1057,19953,Transportes Aereos Mercantiles Panamericanos S.A
1058,19954,Japan Air Charter Co. Ltd.
1059,19955,Affretair
1060,19956,Servicios Avensa
1061,19957,Mcclain Airlines Inc.
1062,19958,China Eastern Airlines
1063,19959,Dulles Express
1064,19960,Skybus Express Airlines
1065,19961,Air Transat
1066,19961,Air Transat
1067,19962,Hawaii Pacific Air
1068,19963,World Air Network
1069,19964,Island Express
1070,19965,Rocky Mountain Helicopters
1071,19966,Sierra Nevada Airways
1072,19967,Trans World Express
1073,19968,Arizona Pacific Airways
1074,19969,International Cargo Xpress
1075,19969,International Cargo Xpress
1076,19969,International Cargo Xpress
1077,19970,Northeast Express Regional
1078,19971,Northeast Express Regional
1079,19972,Av Atlantic
1080,19972,Av Atlantic
1081,19972,Av Atlantic
1082,19973,Aerotour Dominicano Cxa
1083,19974,Aero Uruguay
1084,19975,Aero Uruguay
1085,19976,Air North
1086,19977,United Air Lines Inc.
1087,19977,United Air Lines Inc.
1088,19977,United Air Lines Inc.
1089,19977,United Air Lines Inc.
1090,19978,Air Alpha
1091,19979,Alliance Air
1092,19980,Florida Air
1093,19981,Patriot Airlines Inc.
1094,19981,Patriot Airlines Inc.
1095,19981,Patriot Airlines Inc.
1096,19982,USAir Shuttle
1097,19982,USAir Shuttle
1098,19982,Trump Shuttle
1099,19982,Trump Shuttle
1100,19983,Key Airlines Inc.
1101,19983,Key Airlines Inc.
1102,19983,Key Airlines Inc.
1103,19983,Key Airlines Inc.
1104,19983,Key Airlines Inc.
1105,19984,Translift Airways Limited
1106,19985,Turks Air Ltd.
1107,19986,Turks Air Ltd.
1108,19987,Advantage Airlines
1109,19988,Air West Airlines
1110,19989,Keene Airways
1111,19990,Sky One Express
1112,19991,America West Airlines Inc.
1113,19991,America West Airlines Inc.
1114,19991,America West Airlines Inc.
1115,19992,Hispaniola Airways
1116,19993,Airmark Airlines Inc.
1117,19993,Airmark Airlines Inc.
1118,19993,Airmark Airlines Inc.
1119,19994,Reno Air Inc.
1120,19995,Aces Airlines
1121,19996,Nicaraguense De Aviacion Sa
1122,19997,Jet America Airlines Inc.
1123,19998,Sierra Pacific Airlines
1124,19998,Sierra Pacific Airlines
1125,19999,South Pacific Island Airway
1126,19999,South Pacific Island Airway
1127,19999,South Pacific Island Airway
1128,20000,Time Air Sweden Ab
1129,20001,Tranps Aereos Guatemaltecos
1130,20002,Morris Air Corporation
1131,20002,Morris Air Corporation
1132,20003,Balkan Bulgarian Airlines
1133,20004,Cal Air International Ltd.
1134,20005,Eva Airways Corporation
1135,20006,Capitol Air Express Inc.
1136,20006,Capitol Air Express Inc.
1137,20006,Capitol Air Express Inc.
1138,20007,Atlas Air Inc.
1139,20007,Atlas Air Inc.
1140,20007,Atlas Air Inc.
1141,20007,Atlas Air Inc.
1142,20007,Atlas Air Inc.
1143,20008,Ram Aviation
1144,20009,Eclipse Airlines
1145,20010,Aero Transcolombiana
1146,20011,Air Casino
1147,20012,Express Airlines II
1148,20013,Rader Aviation
1149,20014,Trans American Charter
1150,20014,Trans American Charter
1151,20014,Trans American Charter
1152,20015,Export Air Del Peru S.A.
1153,20016,Lineas Aereas Allegro
1154,20017,Continental Micronesia
1155,20018,J.D.Valenciana De Aviation
1156,20019,Private Jet Expeditions
1157,20019,Private Jet Expeditions
1158,20019,Private Jet Expeditions
1159,20019,Private Jet Expeditions
1160,20019,Private Jet Expeditions
1161,20020,Eagle Airlines
1162,20020,Eagle Airlines
1163,20020,Eagle Airlines
1164,20021,Eagle Airlines
1165,20022,Leisure International Airways Ltd.
1166,20023,Malev Hungarian Airlines
1167,20024,Serv. Aerolineas Mexicanas
1168,20025,Lineas Aereas Suramerican
1169,20026,Quassar De Mexico
1170,20027,Oasis International Airlines S.A.
1171,20028,Aerochago S.A.
1172,20028,Aerochago S.A.
1173,20029,Transp. Aereos Ejecutivos
1174,20029,Transp. Aereos Ejecutivos
1175,20030,Aerolineas Uruguayas S.A.
1176,20031,People Express Airlines Inc.
1177,20031,People Express Airlines Inc.
1178,20032,Air Europe S.P.A.
1179,20033,UFS Inc.
1180,20034,Pacific International Airlines
1181,20035,Air Florida Express
1182,20036,American Flight Group
1183,20037,Aviation Sales
1184,20038,Business Helicopters
1185,20039,Four Star Aviation
1186,20040,Sky-Jet
1187,20041,Salair
1188,20042,Southern Air Transport Inc.
1189,20042,Southern Air Transport Inc.
1190,20042,Southern Air Transport Inc.
1191,20043,Air Ukraine
1192,20044,Aeromonterrey S.A.
1193,20045,Biman Bangladesh Airlines
1194,20046,Air Wisconsin Inc.
1195,20046,Air Wisconsin Inc.
1196,20046,Air Wisconsin Airlines Corp
1197,20047,Caribair
1198,20048,Gorda Aero Service
1199,20049,Western Air Lines Inc.
1200,20049,Western Air Lines Inc.
1201,20050,Worldwide Airlines Services
1202,20050,Worldwide Airlines Services
1203,20050,Worldwide Airlines Services
1204,20050,Worldwide Airlines Services
1205,20051,USAfrica Airways Inc.
1206,20051,USAfrica Airways Inc.
1207,20052,Skyjet S.A.
1208,20053,Servicio Aereo Leo Lopez
1209,20054,Gulf Air Transport Inc.
1210,20054,Gulf Air Transport Inc.
1211,20054,Gulf Air Transport Inc.
1212,20055,Gulf Air Company
1213,20056,Antigua Paradise Airways
1214,20057,Evergreen International Inc.
1215,20057,Evergreen International Inc.
1216,20057,Evergreen International Inc.
1217,20057,Evergreen International Inc.
1218,20058,Air Pacific Ltd.
1219,20059,Air Pacific Ltd.
1220,20060,Air South Inc.
1221,20061,Air South Inc.
1222,20062,Island Air Charters
1223,20063,Pacificair
1224,20064,Ghana Airways Corporation
1225,20065,Sky Service F.B.O.
1226,20066,Advance Air Charters
1227,20067,Mahalo Air
1228,20068,Capitol Air
1229,20069,Dolphin Express
1230,20070,Grand Airways Inc.
1231,20070,Grand Airways Inc.
1232,20071,Jetall Airways
1233,20072,Scanair
1234,20073,Premiair
1235,20074,Renown Aviation
1236,20074,Renown Aviation
1237,20074,Renown Aviation
1238,20075,Aeromar C. Por A.
1239,20075,Aeromar C. Por A.
1240,20075,Aeromar C. Por A.
1241,20076,Texas Airways
1242,20077,Halisa Air
1243,20078,Western Pacific Airlines
1244,20079,Brasair Transportes Aereos
1245,20080,Uzbekistan Airways
1246,20081,Downeast Flying Service
1247,20082,Pine State Airlines
1248,20083,Sunshine Airlines
1249,20084,Aspen Airways Inc.
1250,20084,Aspen Airways Inc.
1251,20085,Aeromexpress
1252,20085,Aeromexpress
1253,20086,Tristar Airlines Inc.
1254,20087,Sierra Expressway
1255,20088,Tower Air Inc.
1256,20088,Tower Air Inc.
1257,20088,Tower Air Inc.
1258,20089,Serv De Trans Aereos Fuegui
1259,20089,Serv De Trans Aereos Fuegui
1260,20090,Royal Air
1261,20091,Krasair
1262,20092,Merlin Express
1263,20093,Custom Air Transport
1264,20093,Custom Air Transport
1265,20094,Jettrain Airlines
1266,20095,World Airways Inc.
1267,20095,World Airways Inc.
1268,20095,World Airways Inc.
1269,20095,World Airways Inc.
1270,20095,World Airways Inc.
1271,20096,Mexicargo
1272,20097,Prestige Airways
1273,20097,Paradise Airways
1274,20098,Eagle Jet Charter
1275,20099,Laker Airways Inc.
1276,20099,Laker Airways Inc.
1277,20099,Laker Airways Inc.
1278,20100,Polar Air Cargo Airways
1279,20100,Polar Air Cargo Airways
1280,20100,Polar Air Cargo Airways
1281,20100,Polar Air Cargo Airways
1282,20100,Polar Air Cargo Airways
1283,20100,Polar Air Cargo Airways
1284,20100,Polar Air Cargo Airways
1285,20100,Polar Air Cargo Airways
1286,20101,Southern Frontier Air Trans
1287,20102,Sportsflight Airways Inc.
1288,20102,Sportsflight Airways Inc.
1289,20102,Sportsflight Airways Inc.
1290,20102,Pacific International Airlines Inc.
1291,20102,Pacific International Airlines Inc.
1292,20102,Pacific International Airlines Inc.
1293,20103,North East Cargo Airlines
1294,20104,Transaero Airlines
1295,20104,Transaero Airlines
1296,20105,Empresa Ecuatoriana De Avia
1297,20105,Ecuatoriana De Aviacion
1298,20106,Sunworld International Airlines
1299,20106,Sunworld International Airlines
1300,20106,Sunworld International Airlines
1301,20107,Federal Express Corporation
1302,20107,Federal Express Corporation
1303,20107,Federal Express Corporation
1304,20107,Federal Express Corporation
1305,20107,Federal Express Corporation
1306,20107,Federal Express Corporation
1307,20107,Federal Express Corporation
1308,20107,Federal Express Corporation
1309,20107,Federal Express Corporation
1310,20108,Northern Air Cargo Inc.
1311,20108,Northern Air Cargo Inc.
1312,20108,Northern Air Cargo Inc.
1313,20108,Northern Air Cargo Inc.
1314,20109,Transwede Airways Ab
1315,20109,Blue Scandinavia Ab
1316,20110,Antonov Design Bureau
1317,20110,Antonov Company
1318,20111,DHL Aero Expresso
1319,20112,Maverick Airways
1320,20113,Golden West Airlines Inc.
1321,20114,Air Caribbean
1322,20114,Air Caribbean
1323,20115,Air Caribbean
1324,20116,Canada 3000 Airlines Ltd.
1325,20116,Canada 3000 Airlines Ltd.
1326,20117,Sobelair
1327,20118,Air Illinois Inc.
1328,20118,Air Illinois Inc.
1329,20119,Air Europa
1330,20119,Air Europa
1331,20119,Air Europa
1332,20120,Condor Flugdienst
1333,20120,Condor Flugdienst
1334,20121,Air Atlantic Dominicana
1335,20122,Mountain Air Express
1336,20123,Aeroejecutivo S.A.
1337,20123,Aeroejecutivo S.A.
1338,20124,City Bird
1339,20125,Panagra Airways
1340,20125,Panagra Airways
1341,20125,Panagra Airways
1342,20126,Laker Airways
1343,20127,Lb Limited
1344,20127,Laker Airways
1345,20128,Flying Colours Airlines Ltd.
1346,20129,Sky Trek International Airlines
1347,20129,Sky Trek International Airlines
1348,20129,Sky Trek International Airlines
1349,20130,M & N Aviation
1350,20131,Jim Air Inc.
1351,20132,Cascade Airways Inc.
1352,20132,Cascade Airways Inc.
1353,20133,China Southern Airlines
1354,20134,Caribbean Airline Company
1355,20134,Jamaica Air Freighters
1356,20135,Nacnet
1357,20136,Magadan Airlines
1358,20137,Sunworld International Airways Inc.
1359,20138,Spanair S.A.
1360,20138,Spanair S.A.
1361,20139,Air Atlanta Inc.
1362,20140,Air Atlanta Icelandic
1363,20141,Austin Express Inc.
1364,20142,Flagship Airlines Inc.
1365,20142,Flagship Airlines Inc.
1366,20143,Kiwi International
1367,20143,Kiwi International
1368,20144,Transportes Aereos Nacional
1369,20145,Air Guadeloupe
1370,20145,Soc.Nouvelle Air Guadeloupe
1371,20146,Sun Pacific International
1372,20146,Sun Pacific International
1373,20146,Sun Pacific International
1374,20146,Sun Pacific International
1375,20146,Sun Pacific International
1376,20147,TransMeridian Airlines
1377,20147,TransMeridian Airlines
1378,20147,TransMeridian Airlines
1379,20147,TransMeridian Airlines
1380,20147,TransMeridian Airlines
1381,20148,Martinair Holland N.V.
1382,20148,Martinair Holland N.V.
1383,20149,Florida West Airlines Inc.
1384,20149,Florida West Airlines Inc.
1385,20149,Florida West Airlines Inc.
1386,20149,Florida West Airlines Inc.
1387,20149,Florida West Airlines Inc.
1388,20149,Florida West Airlines Inc.
1389,20149,Florida West Airlines Inc.
1390,20149,Florida West Airlines Inc.
1391,20149,Florida West Airlines Inc.
1392,20149,Florida West Airlines Inc.
1393,20150,Harlequin Air Corporation
1394,20151,Amerijet International
1395,20151,Amerijet International
1396,20151,Amerijet International
1397,20151,Amerijet International
1398,20151,Amerijet International
1399,20151,Amerijet International
1400,20151,Amerijet International
1401,20152,Aviacsa Airlines
1402,20153,Ethiopian Airlines
1403,20154,Airbus Transport Internat'l
1404,20155,Linea Aeropostal Venezolana
1405,20155,Aeropostal Alas De Venezuel
1406,20156,ABSA-Aerolinhas Brasileiras
1407,20157,Swiss World Airways
1408,20158,Av Center Inc.
1409,20159,Express Air d/b/a Sunrise
1410,20160,Braniff Inc.
1411,20160,Braniff Inc.
1412,20161,Britannia Airways GmbH
1413,20162,Air Tahiti Nui
1414,20163,Translux Intl Airlines
1415,20164,Accessair Holdings
1416,20165,Queen Air
1417,20166,Gulf And Caribbean Cargo
1418,20166,Gulf And Caribbean Cargo
1419,20166,Gulf And Caribbean Cargo
1420,20166,Gulf And Caribbean Cargo
1421,20166,Gulf And Caribbean Cargo
1422,20166,Gulf And Caribbean Cargo
1423,20166,Gulf And Caribbean Cargo
1424,20166,Gulf And Caribbean Cargo
1425,20166,Gulf And Caribbean Cargo
1426,20166,Gulf And Caribbean Cargo
1427,20166,Gulf And Caribbean Cargo
1428,20167,Transportes Aeros Meridiona
1429,20168,Eastwind Airlines Inc.
1430,20168,Eastwind Airlines Inc.
1431,20169,Lynden Air Cargo Airlines
1432,20169,Lynden Air Cargo Airlines
1433,20169,Lynden Air Cargo Airlines
1434,20169,Lynden Air Cargo Airlines
1435,20169,Lynden Air Cargo Airlines
1436,20169,Lynden Air Cargo Airlines
1437,20169,Lynden Air Cargo Airlines
1438,20170,Mesaba Airlines
1439,20170,Mesaba Airlines
1440,20170,Mesaba Airlines
1441,20171,American International Airways Inc.
1442,20171,American International Airways Inc.
1443,20171,American International Airways Inc.
1444,20172,Lanica
1445,20173,Kitty Hawk International
1446,20173,Kitty Hawk International
1447,20173,Connie Kalitta Services
1448,20173,Connie Kalitta Services
1449,20173,American International Airways Inc.
1450,20173,American International Airways Inc.
1451,20174,Air Ketchum Idaho Inc.
1452,20175,Luxair
1453,20176,National Airlines
1454,20177,Asia Pacific
1455,20177,Asia Pacific
1456,20177,Asia Pacific
1457,20177,Asia Pacific
1458,20177,Asia Pacific
1459,20178,Lorair Ltd.
1460,20178,Lorair Ltd.
1461,20179,Britannia Airways A.B.
1462,20179,TUIfly Nordic A.B.
1463,20181,Trans International Express
1464,20182,Lapa-Lineas Aereas Privadas
1465,20183,Czechoslovak Airlines
1466,20183,Czech Airlines
1467,20183,Czechoslovak Airlines
1468,20184,Novair Airlines Ab
1469,20185,Jalways Co. Ltd.
1470,20186,Sterling Cargo
1471,20187,The Hawaii Express Inc.
1472,20188,Lan Peru Airlines
1473,20189,Aero Continente
1474,20190,Southern Air Inc.
1475,20190,Southern Air Inc.
1476,20190,Southern Air Inc.
1477,20190,Southern Air Inc.
1478,20190,Southern Air Inc.
1479,20191,Fine Airlines Inc.
1480,20191,Fine Airlines Inc.
1481,20191,Fine Airlines Inc.
1482,20191,Fine Airlines Inc.
1483,20191,Fine Airlines Inc.
1484,20192,Vanguard Airlines Inc.
1485,20192,Vanguard Airlines Inc.
1486,20193,Gemini Air Cargo Airways
1487,20193,Gemini Air Cargo Airways
1488,20193,Gemini Air Cargo Airways
1489,20193,Gemini Air Cargo Airways
1490,20194,Arrow Air Inc.
1491,20194,Arrow Air Inc.
1492,20194,Arrow Air Inc.
1493,20194,Arrow Air Inc.
1494,20194,Arrow Air Inc.
1495,20195,Tradewinds Airlines
1496,20195,Tradewinds Airlines
1497,20195,Tradewinds Airlines
1498,20195,Tradewinds Airlines
1499,20195,Tradewinds Airlines
1500,20195,Tradewinds Airlines
1501,20195,Tradewinds Airlines
1502,20195,Sky Lease Cargo
1503,20195,Sky Lease Cargo
1504,20196,Air Malta
1505,20197,Casino Airlines
1506,20198,Casino Airlines
1507,20199,Farwest Airlines
1508,20200,C.A.L Cargo Airlines
1509,20201,Ameristar Air Cargo
1510,20201,Ameristar Air Cargo
1511,20201,Ameristar Air Cargo
1512,20202,Chicago Express Airlines
1513,20202,Chicago Express Airlines
1514,20203,Falcon Air Express
1515,20203,Falcon Air Express
1516,20203,Falcon Air Express
1517,20203,Falcon Air Express
1518,20203,Falcon Air Express
1519,20203,Falcon Air Express
1520,20203,Falcon Air Express
1521,20203,Falcon Air Express
1522,20203,Falcon Air Express
1523,20203,Falcon Air Express
1524,20203,Falcon Air Express
1525,20204,MGM Grand Air Inc.
1526,20204,MGM Grand Air Inc.
1527,20204,Champion Air
1528,20204,Champion Air
1529,20204,Champion Air
1530,20204,Champion Air
1531,20205,Aeromaritime
1532,20205,Aeromaritime
1533,20206,Air Nova
1534,20206,Air Canada Regional
1535,20206,Jazz Aviation LP
1536,20207,Casino Express
1537,20207,Casino Express
1538,20207,Casino Express
1539,20207,Casino Express
1540,20207,Casino Express
1541,20207,Casino Express
1542,20207,Casino Express
1543,20207,XTRA Airways
1544,20207,XTRA Airways
1545,20208,Taca Peru
1546,20209,Air Japan Co
1547,20210,Privatair
1548,20211,Trans World Airways LLC
1549,20211,Trans World Airways LLC
1550,20211,Trans World Airlines Inc.
1551,20211,Trans World Airlines Inc.
1552,20211,Trans World Airlines Inc.
1553,20212,Sunair Express LLC
1554,20213,Polyot Airlines
1555,20214,Avia Leasing Company
1556,20215,Best Airlines Inc.
1557,20216,Air Liberte Aka Aom Minerve
1558,20216,Aom Minerve S.A.
1559,20216,Air Liberte Aka Aom Minerve
1560,20216,Aom Minerve S.A.
1561,20217,Air Excursions LLC
1562,20217,Air Excursions LLC
1563,20218,Express One International Inc.
1564,20218,Express One International Inc.
1565,20218,Express One International Inc.
1566,20218,Express One International Inc.
1567,20218,Express One International Inc.
1568,20218,Express One International Inc.
1569,20218,Express One International Inc.
1570,20218,Express One International Inc.
1571,20219,Village Aviation
1572,20219,Village Aviation
1573,20220,Air 21
1574,20221,Air Comet S.A.
1575,20221,Air Comet S.A.
1576,20222,Estafeta Carga Aereas
1577,20223,F.S. Air Service
1578,20223,F.S. Air Service
1579,20224,Katmai Air
1580,20224,Katmai Air
1581,20225,Peninsula Airways Inc.
1582,20225,Peninsula Airways Inc.
1583,20225,Peninsula Airways Inc.
1584,20226,Spernak Airways Inc.
1585,20226,Spernak Airways Inc.
1586,20227,Vensecar International
1587,20228,Suncoast Airlines Inc.
1588,20228,Suncoast Airlines Inc.
1589,20228,Suncoast Airlines Inc.
1590,20229,Westjet
1591,20230,Lineas Aereas Azteca
1592,20231,Dutch Caribbean Airlines
1593,20231,Alm Antillean Airlines
1594,20232,Cielos De Peru
1595,20233,Swiss International Airlines
1596,20234,Edelweiss Air Ag
1597,20235,Conner Air Lines Inc.
1598,20235,Conner Air Lines Inc.
1599,20235,Conner Air Lines Inc.
1600,20235,Conner Air Lines Inc.
1601,20235,Conner Air Lines Inc.
1602,20236,Sol Air (Aero Hunduras)
1603,20237,Trans States Airlines
1604,20237,Trans States Airlines
1605,20237,Trans States Airlines
1606,20237,Trans States Airlines
1607,20238,Southern Wind Airlines
1608,20239,All Canada Express
1609,20240,Ccair
1610,20240,Ccair
1611,20241,Sunrise Airlines Inc.
1612,20241,Scenic Airlines
1613,20242,North Vancouver Air
1614,20243,Valujet Airlines Inc.
1615,20244,Potomac Air
1616,20244,Potomac Air
1617,20245,Great Plains Airlines Inc.
1618,20245,Great Plains Airlines Inc.
1619,20246,Atlantic Coast Jet Inc.
1620,20246,Atlantic Coast Jet Inc.
1621,20247,Rio Grande Air
1622,20247,Rio Grande Air
1623,20248,Wilburs Inc.
1624,20248,Wilburs Inc.
1625,20249,Nevis Express
1626,20249,Nevis Express
1627,20250,Aerolitoral
1628,20251,Westair Airlines Inc.
1629,20251,Westair Airlines Inc.
1630,20252,Pacific Island Aviation
1631,20252,Pacific Island Aviation
1632,20253,Cape Air
1633,20253,Cape Air
1634,20254,Colgan Air
1635,20254,Colgan Air
1636,20254,Colgan Air
1637,20254,Colgan Air
1638,20255,Central Mountain Air
1639,20256,Arizona Airways
1640,20257,Bemidji Airlines
1641,20257,Bemidji Airlines
1642,20257,Bemidji Airlines
1643,20258,Big Sky Airlines Inc.
1644,20258,Big Sky Airlines Inc.
1645,20258,Big Sky Airlines Inc.
1646,20259,European Aviation Air Charter
1647,20260,Worldwide Airlines Inc.
1648,20260,Worldwide Airlines Inc.
1649,20260,Worldwide Airlines Inc.
1650,20261,Ellis Air Taxi Inc.
1651,20261,Ellis Air Taxi Inc.
1652,20262,Empire Airlines Inc.
1653,20263,Empire Airlines Inc.
1654,20263,Empire Airlines Inc.
1655,20263,Empire Airlines Inc.
1656,20263,Empire Airlines Inc.
1657,20263,Empire Airlines Inc.
1658,20264,Empire Airlines Inc.
1659,20265,Freedom Airlines d/b/a HP Expr
1660,20265,Freedom Airlines d/b/a HP Expr
1661,20266,G5 Executive Ag
1662,20267,Grand Canyon Helicopters
1663,20267,Grand Canyon Helicopters
1664,20268,Global Supply System
1665,20269,Allegheny Airlines
1666,20269,Allegheny Airlines
1667,20270,Helijet International Inc.
1668,20270,Helijet International Inc.
1669,20271,Winair Inc.
1670,20271,Winair Inc.
1671,20272,Kenmore Air Harbor
1672,20272,Kenmore Air Harbor
1673,20273,New England Airlines Inc.
1674,20273,New England Airlines Inc.
1675,20274,Northwest Seaplanes
1676,20274,Northwest Seaplanes
1677,20275,Ozark Air Lines Inc.
1678,20276,Ozark Air Lines Inc.
1679,20276,Ozark Air Lines Inc.
1680,20277,Asiana Airlines Inc.
1681,20278,Mytravel Airways
1682,20278,Airtours International Airways
1683,20279,Air-Serve
1684,20279,Air-Serve
1685,20280,Seaborne Aviation
1686,20280,Seaborne Aviation
1687,20281,Mountain Bird/Salmon Air
1688,20281,Mountain Bird/Salmon Air
1689,20281,Mountain Bird/Salmon Air
1690,20282,Samoa Aviation Inc.
1691,20282,Samoa Aviation Inc.
1692,20283,Trans Continental Airlines
1693,20283,Trans Continental Airlines
1694,20283,Trans Continental Airlines
1695,20283,Trans Continental Airlines
1696,20284,Trans Continental Airlines
1697,20284,Trans Continental Airlines
1698,20284,Trans Continental Airlines
1699,20284,Trans Continental Airlines
1700,20284,Trans Continental Airlines
1701,20284,Express.Net Airlines
1702,20284,Express.Net Airlines
1703,20285,Ward Air
1704,20286,Vintage Props & Jets Inc.
1705,20286,Vintage Props & Jets Inc.
1706,20287,Aloha Island Air
1707,20287,Island Air Hawaii
1708,20287,Island Air Hawaii
1709,20287,Island Air Hawaii
1710,20287,Aloha Island Air
1711,20288,Trans International Airlines Inc.
1712,20288,Trans International Airlines Inc.
1713,20288,Trans International Airlines Inc.
