,AIRLINE_ID,CARRIER_NAME
1714,20289,Friday Harbor Seaplanes
1715,20289,West Isle Air
1716,20289,West Isle Air
1717,20290,Air St. Thomas
1718,20290,Air St. Thomas
1719,20291,Air Midwest Inc.
1720,20291,Air Midwest Inc.
1721,20291,Air Midwest Inc.
1722,20291,Air Midwest Inc.
1723,20292,Airbc Ltd.
1724,20293,Air Georgian
1725,20294,Jetsgo
1726,20295,Midway Airlines Inc.
1727,20295,Midway Airlines Inc.
1728,20296,Aero Costa Rica
1729,20297,Midway Airlines Inc.
1730,20297,Midway Airlines Inc.
1731,20298,Jes Air Ltd.
1732,20299,Sun Jet International Inc.
1733,20299,Southeast Airlines
1734,20299,Southeast Airlines
1735,20300,Pacific Wings Airlines
1736,20300,Pacific Wings Airlines
1737,20300,Pacific Wings Airlines
1738,20301,Kar-Air Oy
1739,20302,Kitty Hawk Aircargo
1740,20302,Kitty Hawk Aircargo
1741,20302,Kitty Hawk Aircargo
1742,20302,Kitty Hawk Aircargo
1743,20302,Kitty Hawk Aircargo
1744,20302,Kitty Hawk Aircargo
1745,20302,Kitty Hawk Aircargo
1746,20303,Nolinor Aviation
1747,20304,SkyWest Airlines Inc.
1748,20304,SkyWest Airlines Inc.
1749,20304,SkyWest Airlines Inc.
1750,20304,SkyWest Airlines Inc.
1751,20304,SkyWest Airlines Inc.
1752,20305,Pace Airlines
1753,20305,Pace Airlines
1754,20305,Pace Airlines
1755,20305,Pace Airlines
1756,20305,Pace Airlines
1757,20305,Pace Airlines
1758,20306,Challenge Air Transport Inc.
1759,20306,Challenge Air Transport Inc.
1760,20306,Challenge Air Transport Inc.
1761,20306,Challenge Air Transport Inc.
1762,20307,Challenge Air International Inc.
1763,20307,Challenge Air International Inc.
1764,20307,Challenge Air International Inc.
1765,20308,Challenge Air Cargo Inc.
1766,20308,Challenge Air Cargo Inc.
1767,20308,Challenge Air Cargo Inc.
1768,20308,Centurion Cargo Inc.
1769,20308,Centurion Cargo Inc.
1770,20308,Centurion Cargo Inc.
1771,20308,Centurion Cargo Inc.
1772,20309,Aerosvit Ukranian Airlines
1773,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines"
1774,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines"
1775,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines"
1776,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines"
1777,20310,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines"
1778,20310,Caribbean Sun Airlines
1779,20310,Caribbean Sun Airlines
1780,20310,Caribbean Sun Airlines
1781,20311,Jet Connection Businessflight Ag
1782,20312,ATA Airlines d/b/a ATA
1783,20312,ATA Airlines d/b/a ATA
1784,20312,ATA Airlines d/b/a ATA
1785,20312,ATA Airlines d/b/a ATA
1786,20312,American Trans Air Inc.
1787,20312,American Trans Air Inc.
1788,20312,American Trans Air Inc.
1789,20312,American Trans Air Inc.
1790,20312,American Trans Air Inc.
1791,20312,American Trans Air Inc.
1792,20313,Cargojet Logistics
1793,20313,Cargojet Airways Ltd.
1794,20313,Winnport Logistics
1795,20314,Midwest Express Airlines
1796,20314,Midwest Express Airlines
1797,20314,"Midwest Airline, Inc."
1798,20315,Bellair Inc.
1799,20315,Bellair Inc.
1800,20315,Bellair Inc.
1801,20316,Bellair Inc.
1802,20317,MK Airlines Ltd.
1803,20318,Olson Air Service
1804,20318,Olson Air Service
1805,20318,Olson Air Service
1806,20319,Smokey Bay Air Inc.
1807,20319,Smokey Bay Air Inc.
1808,20319,Smokey Bay Air Inc.
1809,20320,Frontier Flying Service
1810,20320,Frontier Flying Service
1811,20320,Frontier Flying Service
1812,20320,Frontier Flying Service
1813,20321,British Airtours Limited
1814,20322,Tanana Air Service
1815,20322,Tanana Air Service
1816,20322,Tanana Air Service
1817,20322,Tanana Air Service
1818,20323,Warbelow
1819,20323,Warbelow
1820,20324,Yute Air Aka Flight Alaska
1821,20324,Yute Air Aka Flight Alaska
1822,20325,Arctic Circle Air Service
1823,20325,Arctic Circle Air Service
1824,20325,Arctic Circle Air Service
1825,20326,Cape Smythe Air Service
1826,20326,Cape Smythe Air Service
1827,20326,Cape Smythe Air Service
1828,20327,Era Aviation
1829,20327,Era Aviation
1830,20327,Era Aviation
1831,20328,Inland Aviation Services
1832,20328,Inland Aviation Services
1833,20328,Inland Aviation Services
1834,20329,Skystar International Inc.
1835,20329,Skystar International Inc.
1836,20329,Skystar International Inc.
1837,20330,Arctic Transportation
1838,20330,Arctic Transportation
1839,20330,Arctic Transportation
1840,20331,Bering Air Inc.
1841,20331,Bering Air Inc.
1842,20331,Bering Air Inc.
1843,20332,Baker Aviation Inc.
1844,20332,Baker Aviation Inc.
1845,20332,Baker Aviation Inc.
1846,20333,Wright Air Service
1847,20333,Wright Air Service
1848,20333,Wright Air Service
1849,20334,Thomas Cook Airlines Uk Ltd.
1850,20334,Thomas Cook Airlines Uk Ltd.
1851,20334,Jmc
1852,20334,Caledonian Airways
1853,20335,Boston-Maine Airways
1854,20335,Boston-Maine Airways
1855,20335,Boston-Maine Airways
1856,20335,Boston-Maine Airways
1857,20335,Boston-Maine Airways
1858,20335,Boston-Maine Airways
1859,20335,Boston-Maine Airways
1860,20335,Boston-Maine Airways
1861,20335,Boston-Maine Airways
1862,20336,Hageland Aviation Service
1863,20336,Hageland Aviation Service
1864,20336,Hageland Aviation Service
1865,20337,Alaska Seaplane Service
1866,20337,Alaska Seaplane Service
1867,20337,Kalinin Aviation LLC d/b/a Alaska Seaplanes
1868,20337,Alaska Seaplane Service
1869,20338,Larrys Flying Service
1870,20338,Larrys Flying Service
1871,20338,Larrys Flying Service
1872,20339,L.A.B. Flying Service Inc.
1873,20339,L.A.B. Flying Service Inc.
1874,20340,"SeaPort Airlines, Inc. d/b/a Wings of Alaska"
1875,20340,Wings Of Alaska
1876,20340,"Seaport Airlines, Inc."
1877,20340,Wings Of Alaska
1878,20340,Wings Of Alaska
1879,20341,Alaska Central Express
1880,20341,Alaska Central Express
1881,20341,Alaska Central Express
1882,20342,40-Mile Air
1883,20342,40-Mile Air
1884,20342,40-Mile Air
1885,20343,Airlift International Inc.
1886,20343,Airlift International Inc.
1887,20343,Airlift International Inc.
1888,20344,Ryan Aviation Corporation
1889,20344,Ryan Aviation Corporation
1890,20344,Ryan International Airlines
1891,20344,Ryan International Airlines
1892,20344,Ryan International Airlines
1893,20344,Ryan International Airlines
1894,20344,Ryan International Airlines
1895,20344,Ryan International Airlines
1896,20344,Ryan International Airlines
1897,20344,Ryan International Airlines
1898,20344,Ryan International Airlines
1899,20344,Ryan International Airlines
1900,20344,Ryan International Airlines
1901,20345,Regency Air
1902,20346,Iliamna Air Taxi
1903,20346,Iliamna Air Service
1904,20346,Iliamna Air Taxi
1905,20347,Pro Air Inc.
1906,20347,Pro Air Inc.
1907,20347,Pro Air Inc.
1908,20348,Lan Ecuador
1909,20349,Promech
1910,20349,Promech
1911,20349,Promech
1912,20350,Lan Dominica
1913,20351,Primaris Airlines Inc.
1914,20351,Primaris Airlines Inc.
1915,20352,Westward Airways Inc.
1916,20353,"Dynamic Aviation, Inc. d/b/a Beacon"
1917,20353,Servant Air Inc.
1918,20353,Servant Air Inc.
1919,20353,Servant Air Inc.
1920,20354,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
1921,20354,Aerodynamics Inc.
1922,20354,Aerodynamics Inc.
1923,20354,Aerodynamics Inc.
1924,20355,USAir
1925,20355,USAir
1926,20355,USAir
1927,20355,USAir
1928,20355,US Airways Inc.
1929,20355,US Airways Inc.
1930,20355,US Airways Inc.
1931,20355,US Airways Inc.
1932,20356,Skyway Airlines
1933,20356,Skyway Airlines
1934,20356,Skyway Airlines
1935,20356,Skyway Airlines
1936,20357,DHL Airways
1937,20357,DHL Airways
1938,20357,DHL Airways
1939,20357,DHL Airways
1940,20357,DHL Airways
1941,20357,DHL Airways
1942,20357,Astar Air Cargo Inc.
1943,20357,Astar Air Cargo Inc.
1944,20357,Astar Air Cargo Inc.
1945,20357,"Astar USA, LLC"
1946,20357,"Astar USA, LLC"
1947,20357,"Astar USA, LLC"
1948,20357,DHL Airways
1949,20358,Great Lakes Aviation Ltd.
1950,20358,Great Lakes Aviation Ltd.
1951,20358,Great Lakes Airlines
1952,20358,Great Lakes Aviation Ltd.
1953,20359,Triair Bermuda Flt Operations
1954,20360,Sata Internacional
1955,20361,Valley Air Express Inc.
1956,20362,China Cargo Airline
1957,20363,Pinnacle Airlines Inc.
1958,20363,Pinnacle Airlines Inc.
1959,20363,Pinnacle Airlines Inc.
1960,20363,Pinnacle Airlines Inc.
1961,20363,Endeavor Air Inc.
1962,20363,Endeavor Air Inc.
1963,20363,Express Airlines Inc.
1964,20364,Canjet Airlines
1965,20365,Aviation Concepts
1966,20365,Aviation Concepts
1967,20365,Aviation Concepts
1968,20366,ExpressJet Airlines Inc.
1969,20366,ExpressJet Airlines Inc.
1970,20366,ExpressJet Airlines Inc.
1971,20366,ExpressJet Airlines Inc.
1972,20366,Atlantic Southeast Airlines
1973,20366,Atlantic Southeast Airlines
1974,20366,Atlantic Southeast Airlines
1975,20366,Atlantic Southeast Airlines
1976,20366,Atlantic Southeast Airlines
1977,20366,Atlantic Southeast Airlines
1978,20366,Atlantic Southeast Airlines
1979,20367,Freedom Air
1980,20367,Freedom Air
1981,20368,Allegiant Air
1982,20368,Allegiant Air
1983,20368,Allegiant Air
1984,20368,Allegiant Air
1985,20368,Allegiant Air
1986,20368,Allegiant Air
1987,20368,Allegiant Air
1988,20370,Kalitta Air LLC
1989,20370,Kalitta Air LLC
1990,20370,Kalitta Air LLC
1991,20370,Kalitta Air LLC
1992,20370,Kalitta Air LLC
1993,20370,Kalitta Air LLC
1994,20370,Kalitta Air LLC
1995,20370,Kalitta Air LLC
1996,20370,Kalitta Air LLC
1997,20370,Kalitta Air LLC
1998,20371,Reliant Airlines
1999,20371,Reliant Airlines
2000,20371,Reliant Airlines
2001,20371,Reliant Airlines
2002,20371,Reliant Airlines
2003,20371,Reliant Airlines
2004,20372,Kalitta Charters II
2005,20372,Kalitta Charters II
2006,20372,Kalitta Charters II
2007,20372,Kalitta Charters II
2008,20372,Kalitta Charters II
2009,20372,Kalitta Charters II
2010,20373,Propair
2011,20374,Britt Airways Inc.
2012,20374,Continental Express
2013,20374,Britt Airways Inc.
2014,20374,ExpressJet Airlines Inc.
2015,20374,ExpressJet Airlines Inc.
2016,20374,ExpressJet Airlines Inc.
2017,20374,ExpressJet Airlines Inc.
2018,20374,ExpressJet Airlines Inc.
2019,20374,ExpressJet Airlines Inc.
2020,20374,ExpressJet Airlines Inc.
2021,20374,ExpressJet Airlines Inc.
2022,20375,First Choice Airways
2023,20375,Air 2000 Limited
2024,20376,"Mn Aviation, Inc."
2025,20377,Omni Air International LLC
2026,20377,Omni Air International LLC
2027,20377,Omni Air Express
2028,20377,Omni Air Express
2029,20377,Omni Air Express
2030,20377,Omni Air Express
2031,20377,Omni Air Express
2032,20378,Mesa Airlines Inc.
2033,20378,Mesa Airlines Inc.
2034,20378,Mesa Airlines Inc.
2035,20378,Mesa Airlines Inc.
2036,20378,Mesa Airlines Inc.
2037,20378,Mesa Airlines Inc.
2038,20378,Mesa Airlines Inc.
2039,20378,Mesa Airlines Inc.
2040,20379,Zantop International
2041,20379,Zantop International
2042,20379,Zantop International
2043,20379,Zantop International
2044,20380,Prince Edward Air
2045,20380,SkyLink Express Inc.
2046,20381,Air Atlanta Europe
2047,20382,Victory Air Transport Inc.
2048,20383,Venture Travel LLC d/b/a Taquan Air Service
2049,20383,Venture Travel LLC d/b/a Taquan Air Service
2050,20383,Venture Travel LLC d/b/a Taquan Air Service
2051,20383,Venture Travel LLC d/b/a Taquan Air Service
2052,20384,Pan American World Airways
2053,20384,Pan American World Airways
2054,20384,Pan American World Airways
2055,20384,Pan American World Airways
2056,20385,Air Panama Internacional
2057,20386,Pan American World Airways
2058,20386,Pan American World Airways
2059,20386,Pan American World Airways
2060,20387,Pan American World Airways
2061,20387,Pan American World Airways
2062,20387,Pan American World Airways
2063,20387,Pan American Airways Corp.
2064,20387,Pan American Airways Corp.
2065,20387,Pan American Airways Corp.
2066,20387,Pan American Airways Corp.
2067,20388,Flying Boat Inc.
2068,20388,Flying Boat Inc.
2069,20389,Florida Coastal Airlines
2070,20390,Belair Airlines Ltd.
2071,20391,Israir Airlines
2072,20392,Emirates
2073,20393,Business Express
2074,20394,Hmy Airways Inc.
2075,20394,Harmony Airways
2076,20395,Sociedad Aeronautica De Med
2077,20396,Euro Atlantic Airways
2078,20397,PSA Airlines Inc.
2079,20397,PSA Airlines Inc.
2080,20397,PSA Airlines Inc.
2081,20397,PSA Airlines Inc.
2082,20397,PSA Airlines Inc.
2083,20397,PSA Airlines Inc.
2084,20397,PSA Airlines Inc.
2085,20398,Simmons Airlines
2086,20398,American Eagle Airlines Inc.
2087,20398,American Eagle Airlines Inc.
2088,20398,American Eagle Airlines Inc.
2089,20398,Envoy Air
2090,20398,Envoy Air
2091,20398,Simmons Airlines
2092,20399,Planet Airways
2093,20399,Planet Airways
2094,20399,Planet Airways
2095,20399,Planet Airways
2096,20400,Capital Cargo International
2097,20400,Capital Cargo International
2098,20400,Capital Cargo International
2099,20400,Capital Cargo International
2100,20400,Capital Cargo International
2101,20400,Capital Cargo International
2102,20400,Capital Cargo International
2103,20401,Silver Airways
2104,20401,Gulfstream Int
2105,20401,Gulfstream Int
2106,20401,Gulfstream Int
2107,20402,Miami Air International
2108,20402,Miami Air International
2109,20402,Miami Air International
2110,20402,Miami Air International
2111,20402,Miami Air International
2112,20402,Miami Air International
2113,20402,Miami Air International
2114,20402,Miami Air International
2115,20402,Miami Air International
2116,20403,Discovery Airways Inc.
2117,20404,Atlantic Coast Airlines
2118,20404,Atlantic Coast Airlines
2119,20404,Independence Air
2120,20404,Atlantic Coast Airlines
2121,20404,Atlantic Coast Airlines
2122,20405,National Air Cargo Group Inc d/ba National Airlines
2123,20405,National Air Cargo Group Inc d/ba National Airlines
2124,20405,Murray Air
2125,20405,"National Air Cargo Group, Inc. d/b/a Murray Air"
2126,20405,"National Air Cargo Group, Inc. d/b/a Murray Air"
2127,20406,NetJets Large Aircraft Company L.L.C.
2128,20406,NetJets Large Aircraft Company L.L.C.
2129,20406,NetJets Large Aircraft Company L.L.C.
2130,20406,BNJ Charter Company
2131,20406,BNJ Charter Company
2132,20406,BNJ Charter Company
2133,20407,"Regions Air, Inc."
2134,20407,Corporate Airlines
2135,20407,Corporate Airlines
2136,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo
2137,20408,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service
2138,20408,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service
2139,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo
2140,20408,Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service
2141,20409,JetBlue Airways
2142,20409,JetBlue Airways
2143,20409,JetBlue Airways
2144,20409,JetBlue Airways
2145,20410,Celtic Tech Jet Ltd.
2146,20411,Arizona Express
2147,20411,Arizona Express
2148,20412,Nations Air Express Inc.
2149,20413,Skagway Air Service
2150,20413,Skagway Air Service
2151,20413,Skagway Air Service
2152,20413,Skagway Air Service
2153,20414,Executive Air Charter
2154,20414,Executive Airlines
2155,20414,Executive Airlines
2156,20414,Executive Airlines
2157,20414,Executive Airlines
2158,20415,North American Airlines
2159,20415,North American Airlines
2160,20415,North American Airlines
2161,20415,North American Airlines
2162,20415,North American Airlines
2163,20415,North American Airlines
2164,20416,Spirit Air Lines
2165,20416,Spirit Air Lines
2166,20416,Spirit Air Lines
2167,20416,Spirit Air Lines
2168,20416,Spirit Air Lines
2169,20417,Comair Inc.
2170,20417,Comair Inc.
2171,20417,Comair Inc.
2172,20417,Comair Inc.
2173,20417,Comair Inc.
2174,20418,Chautauqua Airlines Inc.
2175,20418,Chautauqua Airlines Inc.
2176,20418,Chautauqua Airlines Inc.
2177,20418,Chautauqua Airlines Inc.
2178,20418,Chautauqua Airlines Inc.
2179,20419,Aerolineas Nicaraguenses
2180,20420,UltrAir
2181,20420,UltrAir
2182,20420,UltrAir
2183,20420,Airline Of The Americas
2184,20420,Airline Of The Americas
2185,20420,Airline Of The Americas
2186,20421,Sky King Inc.
2187,20421,Sky King Inc.
2188,20421,Sky King Inc.
2189,20421,Sky King Inc.
2190,20421,Sky King Inc.
2191,20421,Sky King Inc.
2192,20421,Sky King Inc.
2193,20421,Sky King Inc.
2194,20421,Sky King Inc.
2195,20421,Sky King Inc.
2196,20421,Sky King Inc.
2197,20422,Sun Country Airlines d/b/a MN Airlines
2198,20422,Sun Country Airlines d/b/a MN Airlines
2199,20422,Sun Country Airlines
2200,20422,Sun Country Airlines
2201,20422,Sun Country Airlines
2202,20422,Sun Country Airlines
2203,20422,Sun Country Airlines
2204,20422,Sun Country Airlines
2205,20422,Sun Country Airlines
2206,20422,Sun Country Airlines
2207,20423,USA 3000 Airlines
2208,20423,USA 3000 Airlines
2209,20423,USA 3000 Airlines
2210,20423,USA 3000 Airlines
2211,20423,USA 3000 Airlines
2212,20423,USA 3000 Airlines
2213,20424,Eagle Canyon Airlines d/b/a Scenic Airlines
2214,20424,Eagle Canyon Airlines
2215,20424,Scenic Airlines Inc. d/b/a Scenic Airlines
2216,20424,Eagle Canyon Airlines d/b/a Scenic Airlines
2217,20424,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines"
2218,20425,Viscount Air Service Inc.
2219,20425,Viscount Air Service Inc.
2220,20425,Viscount Air Service Inc.
2221,20426,Vieques Air Link Inc.
2222,20426,Vieques Air Link Inc.
2223,20427,Piedmont Airlines
2224,20427,Piedmont Airlines
2225,20427,Piedmont Airlines
2226,20427,Piedmont Airlines
2227,20428,Volga-Dnepr Airlines
2228,20428,Volga-Dnepr Airlines
2229,20429,Aero Laguna S.A. De C.V.
2230,20430,Aerodan S.A. De C.V.
2231,20431,Aero Rentas De Coahuila S.A. De C.V.
2232,20432,Aerotaxis De Aguascalientes S.A. De C.V.
2233,20433,Servicios Aeronauticos Z S.A. De C.V.
2234,20434,Taxirey S.A. De C.V.
2235,20435,Frontier Airlines Inc.
2236,20436,Frontier Airlines Inc.
2237,20436,Frontier Airlines Inc.
2238,20436,Frontier Airlines Inc.
2239,20436,Frontier Airlines Inc.
2240,20436,Frontier Airlines Inc.
2241,20436,Frontier Airlines Inc.
2242,20437,AirTran Airways Corporation
2243,20437,AirTran Airways Corporation
2244,20437,AirTran Airways Corporation
2245,20437,AirTran Airways Corporation
2246,20437,AirTran Airways Corporation
2247,20438,Air Club International
2248,20439,Homer Air
2249,20440,Lineas Aereas Del Caribe
2250,20441,Legend Airlines
2251,20442,Varig Logistica S/A
2252,20443,Island Air Service
2253,20443,Island Air Service
2254,20443,Island Air Service
2255,20443,Island Air Service
2256,20443,Island Air Service
2257,20444,Excel Airways
2258,20445,"Commutair Aka Champlain Enterprises, Inc."
2259,20445,"Commutair Aka Champlain Enterprises, Inc."
2260,20445,"Commutair Aka Champlain Enterprises, Inc."
2261,20446,Aerotransportes Mas De Crga
2262,20446,Aerotransportes Mas De Crga
2263,20446,Aerotransportes Mas De Crga
2264,20447,USA Jet Airlines Inc.
2265,20447,USA Jet Airlines Inc.
2266,20447,USA Jet Airlines Inc.
2267,20447,USA Jet Airlines Inc.
2268,20447,USA Jet Airlines Inc.
2269,20447,USA Jet Airlines Inc.
2270,20447,USA Jet Airlines Inc.
2271,20447,USA Jet Airlines Inc.
2272,20447,USA Jet Airlines Inc.
2273,20447,USA Jet Airlines Inc.
2274,20447,USA Jet Airlines Inc.
2275,20447,USA Jet Airlines Inc.
2276,20447,USA Jet Airlines Inc.
2277,20447,USA Jet Airlines Inc.
2278,20448,Shuttle America Corp.
2279,20448,Shuttle America Corp.
2280,20448,Shuttle America Corp.
2281,20448,Shuttle America Corp.
2282,20449,Aero-Services-Corporate
2283,20450,Omega Air Holdings d/b/a Focus Air
2284,20450,Omega Air Holdings d/b/a Focus Air
2285,20450,Omega Air Holdings d/b/a Focus Air
2286,20450,Omega Air Holdings d/b/a Focus Air
2287,20450,Omega Air Holdings d/b/a Focus Air
2288,20450,Omega Air Holdings d/b/a Focus Air
2289,20451,Transmile Air Service
2290,20452,Republic Airlines
2291,20452,Republic Airlines
2292,20452,Republic Airlines
2293,20452,Republic Airlines
2294,20452,Republic Airlines
2295,20452,Republic Airlines
2296,20453,Airborne Express Inc.
2297,20453,Airborne Express Inc.
2298,20453,ABX Air Inc
2299,20453,ABX Air Inc
2300,20453,ABX Air Inc
2301,20453,ABX Air Inc
2302,20453,ABX Air Inc
2303,20453,ABX Air Inc
2304,20453,Airborne Express Inc.
2305,20454,"EOS Airlines, Inc."
2306,20454,"EOS Airlines, Inc."
2307,20455,Grant Aviation
2308,20455,Grant Aviation
2309,20455,Grant Aviation
2310,20455,Grant Aviation
2311,20455,Grant Aviation
2312,20456,Air Foyle Limited
2313,20500,GoJet Airlines LLC d/b/a United Express
2314,20500,GoJet Airlines LLC d/b/a United Express
2315,20501,Morningstar Air Express
2316,20502,MAXjet
2317,20502,MAXjet
2318,20502,MAXjet
2319,20502,MAXjet
2320,20502,MAXjet
2321,20502,MAXjet
2322,21007,"Abaco Air, Ltd."
2323,21008,Challenge Air Luftverkehrs GmbH
2324,21022,"PM Air, LLC"
2325,21022,"PM Air, LLC"
2326,21029,Harris Air Services
2327,21035,Tyrolean Jet Service
2328,21036,"Executive Airlines, SL"
2329,21040,Titan Airways
2330,21059,TUI Airlines Nederland B.V.
2331,21061,Aerounion Aerotransporte de Carga Union SA de CV
2332,21061,Aerounion ( Aerotransporte de Carga Union SA de CV
2333,21069,"Cargo 360, Inc."
2334,21069,"Cargo 360, Inc."
2335,21070,Globespan Airways Limited d/b/a Flyglobespan
2336,21074,Arrow Panama
2337,21080,Tradewind Aviation
2338,21084,LAN Argentina
2339,21089,US Helicopter Corporation
2340,21094,"Comlux Aviation, AG"
2341,21099,"NetJets Transportes Aereos, S.A."
2342,21107,Etihad Airways
2343,21111,"Pacific Airways, Inc."
2344,21116,Flyjet Limited d/b/a Silverjet
2345,21117,"TravelspanGT, Inc. S.A."
2346,21118,Zeal 320
2347,21121,Elysair d/b/a L'Avion
2348,21126,ANA & JP Express Co. Ltd.
2349,21131,VistaJet Luftfahrtunternehmen GmbH
2350,21132,Master Top Linhas Aereas Ltd.
2351,21134,JetClub AG
2352,21136,Flair Airlines Ltd.
2353,21142,"Avior Airlines, C.A."
2354,21147,Flying Service N.V.
2355,21148,"Master Top Linhas Aereas, Ltda."
2356,21158,"Global Jet Austria, GmbH"
2357,21160,"Global Jet Luxembourg, Sa"
2358,21161,"Swift Air, LLC"
2359,21161,"Swift Air, LLC"
2360,21161,"Swift Air, LLC"
2361,21167,Compass Airlines
2362,21167,Compass Airlines
2363,21167,Compass Airlines
2364,21167,Compass Airlines
2365,21171,Virgin America
2366,21171,Virgin America
2367,21171,Virgin America
2368,21171,Virgin America
2369,21171,Virgin America
2370,21177,"Skybus Airlines, Inc."
2371,21181,"Skyservice Airlines, Inc."
2372,21186,DCA
2373,21192,Eurofly S.p.A
2374,21196,ACM AIR CHARTER GmbH
2375,21201,Jade Cargo International
2376,21202,CAT Aviation
2377,21205,"Inter Island Airways, d/b/a Inter Island Air"
2378,21212,Polar Airlines de Mexico d/b/a Nova Air
2379,21217,Lynx Aviation d/b/a Frontier Airlines
2380,21217,Lynx Aviation d/b/a Frontier Airlines
2381,21217,Lynx Aviation d/b/a Frontier Airlines
2382,21221,Vladivostok Air
2383,21226,"Porter Airlines, Inc."
2384,21231,Sunwing Airlines Inc.
2385,21236,Vision Airlines
2386,21236,Vision Airlines
2387,21236,Vision Airlines
2388,21236,Vision Airlines
2389,21236,Vision Airlines
2390,21236,Vision Airlines
2391,21242,"Mokulele Flight Services, Inc."
2392,21242,"Mokulele Flight Services, Inc."
2393,21247,Star Air A/S
2394,21248,"Metropix UK, LLP."
2395,21253,"Multi-Aero, Inc. d/b/a Air Choice One"
2396,21258,"Santa Barbara Airlines, C.A"
2397,21261,Jet Airways (India) Limited
2398,21262,Qatar Airways (Q.C.S.C)
2399,21266,Yangtze River Express Airlines Company
2400,21271,Hainan Airlines Company Limited
2401,21281,JetAlliance Flugbetriebs d/b/a JAF Airservice
2402,21287,Open Skies
2403,21294,Aeromexico Travel
2404,21302,Pan American World Airways Dominicana
2405,21306,TAG Aviation S.A.
2406,21308,TAG Aviation (UK) Ltd.
2407,21309,TAG Aviation Espana S.L.
2408,21312,"Air Greco, Inc., d/b/a Wings Air"
2409,21317,"Corporatejets, XXI"
2410,21323,Aerosur
2411,21326,Great Wall Airlines Company Limited
2412,21331,"Comlux Malta, Ltd."
2413,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus"
2414,21346,Ocean Sky (UK) Limited
2415,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris)
2416,21352,Avjet Corporation
2417,21356,Jetstar Airways Pty Limited
2418,21361,Air Berlin PLC and CO
2419,21366,XL Airways France
2420,21373,Aeroservices Executive
2421,21376,Lan Colombia
2422,21382,Comlux Malta Ltd.
2423,21386,Air Excursions LLC
2424,21386,Air Excursions LLC
2425,21395,Virgin Blue International Airlines t/a V Australia
2426,21402,"Prescott Support Company, Inc."
2427,21402,"Prescott Support Company, Inc."
2428,21402,"Prescott Support Company, Inc."
2429,21406,Acropolis Aviation Ltd.
2430,21407,Swiss Air Ambulance
2431,21411,Insel Air International B V
2432,21411,Insel Air International B V
2433,21416,Jin Air Co Ltd.
2434,21421,Jet Aviation Business Jets AG
2435,21423,Unijet
2436,21427,AeroLogic GmbH
2437,21433,Meridiana S.p.A
2438,21434,Corsair
2439,21434,Corsair International
2440,21437,Chartright Air Inc.
2441,21438,Hapag-Lloyd Executive GmbH
2442,21438,Hapag-Lloyd Express GmbH
2443,21439,London Air Services Limited
2444,21440,Air Alsie A/S
2445,21447,Albinati Aeronautics SA
2446,21452,Skymark Airlines Inc.
2447,21463,Aerovias de Intergracian Regional
2448,21467,Arik Air International
2449,21477,"Charter Air Transport, Inc."
2450,21477,Via Airlines d/b/a Charter Air Transport
2451,21487,AirBridgeCargo Airlines Limited
2452,21492,"Dynamic Airways, LLC"
2453,21492,"Dynamic Airways, LLC"
2454,21492,"Dynamic Airways, LLC"
2455,21492,"Dynamic Airways, LLC"
2456,21492,"Dynamic Airways, LLC"
2457,21503,Island Airlines LLC
2458,21507,Aerolineas Galapagos S A Aerogal
2459,21512,"Travel Service, a.s."
2460,21518,"KaiserAir, Inc."
2461,21522,Alsek Air
2462,21528,Transportes Aeromar S.A de C.V
2463,21532,Air Finland Ltd.
2464,21548,International Jet Management GmbH
2465,21549,Jet link AG
2466,21552,TUI Airlines Belgium N.V. d/b/a Jetairfly
2467,21557,Sichuan Airlines Co Ltd.
2468,21562,Exec Direct Aviation Services Limited
2469,21567,Brussels Airlines N.V.
2470,21568,VistaJet Limited
2471,21569,Lauda Motion GmbH
2472,21569,Amira Air GmbH
2473,21570,Star Marianas Air Inc.
2474,21573,Bertelsmann Aviation GmbH
2475,21574,Air Company Yakutia
2476,21577,Rhoades Aviation dba Transair
2477,21577,Rhoades Aviation dba Transair
2478,21577,Rhoades Aviation dba Transair
2479,21578,ABC Aerolineas SA de CV dba Interjet
2480,21579,Norwegian Air Shuttle ASA
2481,21580,Cargolux Italia SpA
2482,21582,"Reeve Air Alaska, LLC"
2483,21587,Tame Linea Aerea del Ecuador Tme EP
2484,21589,Twin Cities Air Service LLC
2485,21590,Gainjet Aviation SA
