ORIGIN_CITY_NAME,weekday_name,HOUR,FL_NUM
"Aberdeen, SD",FRIDAY,0,2
"Aberdeen, SD",FRIDAY,4,5
"Aberdeen, SD",FRIDAY,5,11
"Aberdeen, SD",FRIDAY,6,1
"Aberdeen, SD",FRIDAY,8,1
"Aberdeen, SD",FRIDAY,13,17
"Aberdeen, SD",FRIDAY,15,4
"Aberdeen, SD",FRIDAY,19,1
"Aberdeen, SD",MONDAY,0,1
"Aberdeen, SD",MONDAY,4,6
"Aberdeen, SD",MONDAY,5,8
"Aberdeen, SD",MONDAY,7,1
"Aberdeen, SD",MONDAY,10,1
"Aberdeen, SD",MONDAY,13,15
"Aberdeen, SD",MONDAY,15,3
"Aberdeen, SD",MONDAY,17,2
"Aberdeen, SD",SATURDAY,4,4
"Aberdeen, SD",SATURDAY,5,10
"Aberdeen, SD",SATURDAY,6,1
"Aberdeen, SD",SATURDAY,7,2
"Aberdeen, SD",SATURDAY,9,1
"Aberdeen, SD",SATURDAY,13,18
"Aberdeen, SD",SUNDAY,4,4
"Aberdeen, SD",SUNDAY,5,11
"Aberdeen, SD",SUNDAY,7,1
"Aberdeen, SD",SUNDAY,11,1
"Aberdeen, SD",SUNDAY,13,16
"Aberdeen, SD",THURSDAY,0,1
"Aberdeen, SD",THURSDAY,4,3
"Aberdeen, SD",THURSDAY,5,14
"Aberdeen, SD",THURSDAY,13,15
"Aberdeen, SD",THURSDAY,14,2
"Aberdeen, SD",TUESDAY,4,6
"Aberdeen, SD",TUESDAY,5,10
"Aberdeen, SD",TUESDAY,7,1
"Aberdeen, SD",TUESDAY,13,16
"Aberdeen, SD",TUESDAY,15,1
"Aberdeen, SD",WEDNESDAY,4,2
"Aberdeen, SD",WEDNESDAY,5,15
"Aberdeen, SD",WEDNESDAY,13,15
"Aberdeen, SD",WEDNESDAY,14,1
"Aberdeen, SD",WEDNESDAY,15,4
"Aberdeen, SD",WEDNESDAY,19,1
"Abilene, TX",FRIDAY,12,15
"Abilene, TX",FRIDAY,13,2
"Abilene, TX",MONDAY,0,2
"Abilene, TX",MONDAY,12,13
"Abilene, TX",MONDAY,13,1
"Abilene, TX",MONDAY,15,1
"Abilene, TX",SATURDAY,12,2
"Abilene, TX",SATURDAY,18,1
"Abilene, TX",SUNDAY,12,14
"Abilene, TX",SUNDAY,13,2
"Abilene, TX",SUNDAY,17,1
"Abilene, TX",THURSDAY,12,12
"Abilene, TX",THURSDAY,13,4
"Abilene, TX",THURSDAY,14,1
"Abilene, TX",TUESDAY,12,13
"Abilene, TX",TUESDAY,13,2
"Abilene, TX",WEDNESDAY,12,17
"Abilene, TX",WEDNESDAY,15,3
"Abilene, TX",WEDNESDAY,16,1
"Adak Island, AK",SUNDAY,16,2
"Adak Island, AK",SUNDAY,17,10
"Adak Island, AK",SUNDAY,18,5
"Adak Island, AK",THURSDAY,16,1
"Adak Island, AK",THURSDAY,17,14
"Adak Island, AK",THURSDAY,18,3
"Aguadilla, PR",FRIDAY,0,3
"Aguadilla, PR",FRIDAY,1,9
"Aguadilla, PR",FRIDAY,2,7
"Aguadilla, PR",FRIDAY,3,19
"Aguadilla, PR",FRIDAY,4,20
"Aguadilla, PR",FRIDAY,5,9
"Aguadilla, PR",FRIDAY,6,4
"Aguadilla, PR",FRIDAY,7,1
"Aguadilla, PR",FRIDAY,9,1
"Aguadilla, PR",FRIDAY,10,3
"Aguadilla, PR",FRIDAY,12,6
"Aguadilla, PR",FRIDAY,13,2
"Aguadilla, PR",MONDAY,0,1
"Aguadilla, PR",MONDAY,1,5
"Aguadilla, PR",MONDAY,2,15
"Aguadilla, PR",MONDAY,3,22
"Aguadilla, PR",MONDAY,4,21
"Aguadilla, PR",MONDAY,5,4
"Aguadilla, PR",MONDAY,6,9
"Aguadilla, PR",MONDAY,7,1
"Aguadilla, PR",MONDAY,9,1
"Aguadilla, PR",MONDAY,10,2
"Aguadilla, PR",MONDAY,11,1
"Aguadilla, PR",MONDAY,12,6
"Aguadilla, PR",MONDAY,13,2
"Aguadilla, PR",SATURDAY,0,1
"Aguadilla, PR",SATURDAY,1,7
"Aguadilla, PR",SATURDAY,2,12
"Aguadilla, PR",SATURDAY,3,23
"Aguadilla, PR",SATURDAY,4,12
"Aguadilla, PR",SATURDAY,5,13
"Aguadilla, PR",SATURDAY,6,5
"Aguadilla, PR",SATURDAY,10,1
"Aguadilla, PR",SATURDAY,11,2
"Aguadilla, PR",SATURDAY,12,7
"Aguadilla, PR",SATURDAY,13,5
"Aguadilla, PR",SUNDAY,0,3
"Aguadilla, PR",SUNDAY,1,5
"Aguadilla, PR",SUNDAY,2,19
"Aguadilla, PR",SUNDAY,3,20
"Aguadilla, PR",SUNDAY,4,18
"Aguadilla, PR",SUNDAY,5,5
"Aguadilla, PR",SUNDAY,6,7
"Aguadilla, PR",SUNDAY,10,2
"Aguadilla, PR",SUNDAY,11,1
"Aguadilla, PR",SUNDAY,12,7
"Aguadilla, PR",SUNDAY,13,1
"Aguadilla, PR",SUNDAY,14,1
"Aguadilla, PR",THURSDAY,0,2
"Aguadilla, PR",THURSDAY,1,7
"Aguadilla, PR",THURSDAY,2,10
"Aguadilla, PR",THURSDAY,3,23
"Aguadilla, PR",THURSDAY,4,16
"Aguadilla, PR",THURSDAY,5,8
"Aguadilla, PR",THURSDAY,6,3
"Aguadilla, PR",THURSDAY,9,1
"Aguadilla, PR",THURSDAY,10,3
"Aguadilla, PR",THURSDAY,12,7
"Aguadilla, PR",THURSDAY,13,2
"Aguadilla, PR",TUESDAY,0,2
"Aguadilla, PR",TUESDAY,1,3
"Aguadilla, PR",TUESDAY,2,16
"Aguadilla, PR",TUESDAY,3,19
"Aguadilla, PR",TUESDAY,4,23
"Aguadilla, PR",TUESDAY,5,8
"Aguadilla, PR",TUESDAY,6,4
"Aguadilla, PR",TUESDAY,7,1
"Aguadilla, PR",TUESDAY,8,1
"Aguadilla, PR",TUESDAY,9,1
"Aguadilla, PR",TUESDAY,10,3
"Aguadilla, PR",TUESDAY,12,6
"Aguadilla, PR",TUESDAY,13,2
"Aguadilla, PR",WEDNESDAY,1,9
"Aguadilla, PR",WEDNESDAY,2,6
"Aguadilla, PR",WEDNESDAY,3,14
"Aguadilla, PR",WEDNESDAY,4,19
"Aguadilla, PR",WEDNESDAY,5,6
"Aguadilla, PR",WEDNESDAY,6,5
"Aguadilla, PR",WEDNESDAY,10,1
"Aguadilla, PR",WEDNESDAY,11,1
"Aguadilla, PR",WEDNESDAY,12,4
"Aguadilla, PR",WEDNESDAY,13,4
"Akron, OH",FRIDAY,0,1
"Akron, OH",FRIDAY,5,28
"Akron, OH",FRIDAY,6,35
"Akron, OH",FRIDAY,7,15
"Akron, OH",FRIDAY,9,6
"Akron, OH",FRIDAY,10,29
"Akron, OH",FRIDAY,11,21
"Akron, OH",FRIDAY,12,3
"Akron, OH",FRIDAY,13,21
"Akron, OH",FRIDAY,14,14
"Akron, OH",FRIDAY,15,26
"Akron, OH",FRIDAY,16,30
"Akron, OH",FRIDAY,17,23
"Akron, OH",FRIDAY,18,12
"Akron, OH",MONDAY,5,27
"Akron, OH",MONDAY,6,32
"Akron, OH",MONDAY,7,13
"Akron, OH",MONDAY,8,2
"Akron, OH",MONDAY,9,4
"Akron, OH",MONDAY,10,25
"Akron, OH",MONDAY,11,21
"Akron, OH",MONDAY,12,3
"Akron, OH",MONDAY,13,18
"Akron, OH",MONDAY,14,13
"Akron, OH",MONDAY,15,25
"Akron, OH",MONDAY,16,26
"Akron, OH",MONDAY,17,23
"Akron, OH",MONDAY,18,11
"Akron, OH",MONDAY,19,2
"Akron, OH",SATURDAY,0,5
"Akron, OH",SATURDAY,5,12
"Akron, OH",SATURDAY,6,43
"Akron, OH",SATURDAY,7,12
"Akron, OH",SATURDAY,8,2
"Akron, OH",SATURDAY,9,1
"Akron, OH",SATURDAY,10,17
"Akron, OH",SATURDAY,11,19
"Akron, OH",SATURDAY,12,12
"Akron, OH",SATURDAY,13,33
"Akron, OH",SATURDAY,14,11
"Akron, OH",SATURDAY,15,19
"Akron, OH",SATURDAY,16,7
"Akron, OH",SATURDAY,17,15
"Akron, OH",SATURDAY,19,1
"Akron, OH",SATURDAY,20,1
"Akron, OH",SATURDAY,21,1
"Akron, OH",SUNDAY,0,7
"Akron, OH",SUNDAY,5,18
"Akron, OH",SUNDAY,6,30
"Akron, OH",SUNDAY,7,14
"Akron, OH",SUNDAY,8,2
"Akron, OH",SUNDAY,9,2
"Akron, OH",SUNDAY,10,28
"Akron, OH",SUNDAY,11,23
"Akron, OH",SUNDAY,12,2
"Akron, OH",SUNDAY,13,5
"Akron, OH",SUNDAY,14,13
"Akron, OH",SUNDAY,15,35
"Akron, OH",SUNDAY,16,24
"Akron, OH",SUNDAY,17,18
"Akron, OH",SUNDAY,18,14
"Akron, OH",SUNDAY,19,1
"Akron, OH",SUNDAY,20,1
"Akron, OH",SUNDAY,23,1
"Akron, OH",THURSDAY,0,2
"Akron, OH",THURSDAY,5,26
"Akron, OH",THURSDAY,6,34
"Akron, OH",THURSDAY,7,12
"Akron, OH",THURSDAY,8,2
"Akron, OH",THURSDAY,9,4
"Akron, OH",THURSDAY,10,28
"Akron, OH",THURSDAY,11,22
"Akron, OH",THURSDAY,12,3
"Akron, OH",THURSDAY,13,10
"Akron, OH",THURSDAY,14,20
"Akron, OH",THURSDAY,15,24
"Akron, OH",THURSDAY,16,27
"Akron, OH",THURSDAY,17,29
"Akron, OH",THURSDAY,18,9
"Akron, OH",THURSDAY,19,1
"Akron, OH",TUESDAY,0,1
"Akron, OH",TUESDAY,5,26
"Akron, OH",TUESDAY,6,32
"Akron, OH",TUESDAY,7,13
"Akron, OH",TUESDAY,9,6
"Akron, OH",TUESDAY,10,22
"Akron, OH",TUESDAY,11,24
"Akron, OH",TUESDAY,12,3
"Akron, OH",TUESDAY,13,7
"Akron, OH",TUESDAY,14,15
"Akron, OH",TUESDAY,15,31
"Akron, OH",TUESDAY,16,27
"Akron, OH",TUESDAY,17,24
"Akron, OH",TUESDAY,18,10
"Akron, OH",TUESDAY,19,2
"Akron, OH",TUESDAY,22,1
"Akron, OH",WEDNESDAY,0,3
"Akron, OH",WEDNESDAY,5,27
"Akron, OH",WEDNESDAY,6,34
"Akron, OH",WEDNESDAY,7,11
"Akron, OH",WEDNESDAY,9,6
"Akron, OH",WEDNESDAY,10,22
"Akron, OH",WEDNESDAY,11,23
"Akron, OH",WEDNESDAY,12,3
"Akron, OH",WEDNESDAY,13,12
"Akron, OH",WEDNESDAY,14,15
"Akron, OH",WEDNESDAY,15,25
"Akron, OH",WEDNESDAY,16,25
"Akron, OH",WEDNESDAY,17,21
"Akron, OH",WEDNESDAY,18,12
"Akron, OH",WEDNESDAY,19,2
"Akron, OH",WEDNESDAY,20,1
"Albany, GA",FRIDAY,5,17
"Albany, GA",FRIDAY,11,15
"Albany, GA",FRIDAY,13,1
"Albany, GA",FRIDAY,15,2
"Albany, GA",FRIDAY,17,11
"Albany, GA",FRIDAY,18,1
"Albany, GA",FRIDAY,19,1
"Albany, GA",FRIDAY,20,1
"Albany, GA",FRIDAY,21,1
"Albany, GA",MONDAY,5,15
"Albany, GA",MONDAY,6,1
"Albany, GA",MONDAY,7,1
"Albany, GA",MONDAY,11,11
"Albany, GA",MONDAY,12,1
"Albany, GA",MONDAY,13,2
"Albany, GA",MONDAY,15,3
"Albany, GA",MONDAY,17,8
"Albany, GA",MONDAY,18,4
"Albany, GA",SATURDAY,5,2
"Albany, GA",SATURDAY,6,12
"Albany, GA",SATURDAY,7,2
"Albany, GA",SATURDAY,8,1
"Albany, GA",SATURDAY,11,11
"Albany, GA",SATURDAY,12,2
"Albany, GA",SATURDAY,14,3
"Albany, GA",SATURDAY,15,1
"Albany, GA",SATURDAY,17,1
"Albany, GA",SUNDAY,5,2
"Albany, GA",SUNDAY,6,10
"Albany, GA",SUNDAY,7,2
"Albany, GA",SUNDAY,11,14
"Albany, GA",SUNDAY,15,2
"Albany, GA",SUNDAY,16,1
"Albany, GA",SUNDAY,17,14
"Albany, GA",SUNDAY,18,1
"Albany, GA",THURSDAY,5,18
"Albany, GA",THURSDAY,11,14
"Albany, GA",THURSDAY,13,1
"Albany, GA",THURSDAY,15,2
"Albany, GA",THURSDAY,16,1
"Albany, GA",THURSDAY,17,10
"Albany, GA",THURSDAY,18,3
"Albany, GA",THURSDAY,19,1
"Albany, GA",THURSDAY,20,1
"Albany, GA",TUESDAY,5,14
"Albany, GA",TUESDAY,6,1
"Albany, GA",TUESDAY,7,1
"Albany, GA",TUESDAY,11,13
"Albany, GA",TUESDAY,14,1
"Albany, GA",TUESDAY,15,3
"Albany, GA",TUESDAY,17,12
"Albany, GA",TUESDAY,18,2
"Albany, GA",WEDNESDAY,5,17
"Albany, GA",WEDNESDAY,11,12
"Albany, GA",WEDNESDAY,12,1
"Albany, GA",WEDNESDAY,14,1
"Albany, GA",WEDNESDAY,15,2
"Albany, GA",WEDNESDAY,16,1
"Albany, GA",WEDNESDAY,17,12
"Albany, GA",WEDNESDAY,18,1
"Albany, GA",WEDNESDAY,19,2
"Albany, NY",FRIDAY,0,4
"Albany, NY",FRIDAY,4,2
"Albany, NY",FRIDAY,5,49
"Albany, NY",FRIDAY,6,58
"Albany, NY",FRIDAY,7,23
"Albany, NY",FRIDAY,8,18
"Albany, NY",FRIDAY,9,14
"Albany, NY",FRIDAY,10,27
"Albany, NY",FRIDAY,11,27
"Albany, NY",FRIDAY,12,32
"Albany, NY",FRIDAY,13,33
"Albany, NY",FRIDAY,14,52
"Albany, NY",FRIDAY,15,7
"Albany, NY",FRIDAY,16,12
"Albany, NY",FRIDAY,17,64
"Albany, NY",FRIDAY,18,27
"Albany, NY",FRIDAY,19,6
"Albany, NY",FRIDAY,21,1
"Albany, NY",MONDAY,0,3
"Albany, NY",MONDAY,4,2
"Albany, NY",MONDAY,5,40
"Albany, NY",MONDAY,6,62
"Albany, NY",MONDAY,7,22
"Albany, NY",MONDAY,8,19
"Albany, NY",MONDAY,9,16
"Albany, NY",MONDAY,10,29
"Albany, NY",MONDAY,11,25
"Albany, NY",MONDAY,12,29
"Albany, NY",MONDAY,13,31
"Albany, NY",MONDAY,14,47
"Albany, NY",MONDAY,15,8
"Albany, NY",MONDAY,16,14
"Albany, NY",MONDAY,17,57
"Albany, NY",MONDAY,18,20
"Albany, NY",MONDAY,19,3
"Albany, NY",MONDAY,20,4
"Albany, NY",MONDAY,21,1
"Albany, NY",MONDAY,22,1
"Albany, NY",SATURDAY,0,3
"Albany, NY",SATURDAY,5,41
"Albany, NY",SATURDAY,6,68
"Albany, NY",SATURDAY,7,22
"Albany, NY",SATURDAY,8,23
"Albany, NY",SATURDAY,9,18
"Albany, NY",SATURDAY,10,17
"Albany, NY",SATURDAY,11,16
"Albany, NY",SATURDAY,12,35
"Albany, NY",SATURDAY,13,28
"Albany, NY",SATURDAY,14,42
"Albany, NY",SATURDAY,15,19
"Albany, NY",SATURDAY,16,42
"Albany, NY",SATURDAY,17,31
"Albany, NY",SATURDAY,18,21
"Albany, NY",SATURDAY,19,2
"Albany, NY",SATURDAY,21,1
"Albany, NY",SATURDAY,22,1
"Albany, NY",SUNDAY,0,7
"Albany, NY",SUNDAY,4,1
"Albany, NY",SUNDAY,5,26
"Albany, NY",SUNDAY,6,48
"Albany, NY",SUNDAY,7,20
"Albany, NY",SUNDAY,8,18
"Albany, NY",SUNDAY,9,18
"Albany, NY",SUNDAY,10,27
"Albany, NY",SUNDAY,11,25
"Albany, NY",SUNDAY,12,31
"Albany, NY",SUNDAY,13,33
"Albany, NY",SUNDAY,14,52
"Albany, NY",SUNDAY,15,5
"Albany, NY",SUNDAY,16,15
"Albany, NY",SUNDAY,17,56
"Albany, NY",SUNDAY,18,17
"Albany, NY",SUNDAY,19,10
"Albany, NY",SUNDAY,20,2
"Albany, NY",SUNDAY,21,1
"Albany, NY",THURSDAY,0,2
"Albany, NY",THURSDAY,4,1
"Albany, NY",THURSDAY,5,48
"Albany, NY",THURSDAY,6,64
"Albany, NY",THURSDAY,7,23
"Albany, NY",THURSDAY,8,19
"Albany, NY",THURSDAY,9,18
"Albany, NY",THURSDAY,10,28
"Albany, NY",THURSDAY,11,25
"Albany, NY",THURSDAY,12,32
"Albany, NY",THURSDAY,13,32
"Albany, NY",THURSDAY,14,53
"Albany, NY",THURSDAY,15,3
"Albany, NY",THURSDAY,16,10
"Albany, NY",THURSDAY,17,68
"Albany, NY",THURSDAY,18,21
"Albany, NY",THURSDAY,19,3
"Albany, NY",THURSDAY,20,1
"Albany, NY",TUESDAY,0,1
"Albany, NY",TUESDAY,5,53
"Albany, NY",TUESDAY,6,55
"Albany, NY",TUESDAY,7,21
"Albany, NY",TUESDAY,8,16
"Albany, NY",TUESDAY,9,18
"Albany, NY",TUESDAY,10,26
"Albany, NY",TUESDAY,11,25
"Albany, NY",TUESDAY,12,26
"Albany, NY",TUESDAY,13,33
"Albany, NY",TUESDAY,14,50
"Albany, NY",TUESDAY,15,5
"Albany, NY",TUESDAY,16,10
"Albany, NY",TUESDAY,17,58
"Albany, NY",TUESDAY,18,20
"Albany, NY",TUESDAY,19,2
"Albany, NY",TUESDAY,20,1
"Albany, NY",WEDNESDAY,0,1
"Albany, NY",WEDNESDAY,4,1
"Albany, NY",WEDNESDAY,5,50
"Albany, NY",WEDNESDAY,6,57
"Albany, NY",WEDNESDAY,7,18
"Albany, NY",WEDNESDAY,8,19
"Albany, NY",WEDNESDAY,9,22
"Albany, NY",WEDNESDAY,10,23
"Albany, NY",WEDNESDAY,11,25
"Albany, NY",WEDNESDAY,12,27
"Albany, NY",WEDNESDAY,13,33
"Albany, NY",WEDNESDAY,14,46
"Albany, NY",WEDNESDAY,15,5
"Albany, NY",WEDNESDAY,16,13
"Albany, NY",WEDNESDAY,17,64
"Albany, NY",WEDNESDAY,18,21
"Albany, NY",WEDNESDAY,19,3
"Albany, NY",WEDNESDAY,20,2
"Albany, NY",WEDNESDAY,21,2
"Albany, NY",WEDNESDAY,23,1
"Albuquerque, NM",FRIDAY,0,8
"Albuquerque, NM",FRIDAY,1,1
"Albuquerque, NM",FRIDAY,4,11
"Albuquerque, NM",FRIDAY,5,42
"Albuquerque, NM",FRIDAY,6,120
"Albuquerque, NM",FRIDAY,7,40
"Albuquerque, NM",FRIDAY,8,77
"Albuquerque, NM",FRIDAY,9,36
"Albuquerque, NM",FRIDAY,10,74
"Albuquerque, NM",FRIDAY,11,69
"Albuquerque, NM",FRIDAY,12,66
"Albuquerque, NM",FRIDAY,13,70
"Albuquerque, NM",FRIDAY,14,57
"Albuquerque, NM",FRIDAY,15,38
"Albuquerque, NM",FRIDAY,16,79
"Albuquerque, NM",FRIDAY,17,75
"Albuquerque, NM",FRIDAY,18,57
"Albuquerque, NM",FRIDAY,19,19
"Albuquerque, NM",FRIDAY,20,34
"Albuquerque, NM",FRIDAY,21,4
"Albuquerque, NM",FRIDAY,22,6
"Albuquerque, NM",FRIDAY,23,13
"Albuquerque, NM",MONDAY,0,9
"Albuquerque, NM",MONDAY,4,12
"Albuquerque, NM",MONDAY,5,48
"Albuquerque, NM",MONDAY,6,113
"Albuquerque, NM",MONDAY,7,38
"Albuquerque, NM",MONDAY,8,79
"Albuquerque, NM",MONDAY,9,30
"Albuquerque, NM",MONDAY,10,68
"Albuquerque, NM",MONDAY,11,69
"Albuquerque, NM",MONDAY,12,52
"Albuquerque, NM",MONDAY,13,67
"Albuquerque, NM",MONDAY,14,53
"Albuquerque, NM",MONDAY,15,36
"Albuquerque, NM",MONDAY,16,79
"Albuquerque, NM",MONDAY,17,70
"Albuquerque, NM",MONDAY,18,58
"Albuquerque, NM",MONDAY,19,18
"Albuquerque, NM",MONDAY,20,28
"Albuquerque, NM",MONDAY,21,4
"Albuquerque, NM",MONDAY,22,1
"Albuquerque, NM",MONDAY,23,11
"Albuquerque, NM",SATURDAY,0,13
"Albuquerque, NM",SATURDAY,1,1
"Albuquerque, NM",SATURDAY,4,16
"Albuquerque, NM",SATURDAY,5,26
"Albuquerque, NM",SATURDAY,6,97
"Albuquerque, NM",SATURDAY,7,70
"Albuquerque, NM",SATURDAY,8,68
"Albuquerque, NM",SATURDAY,9,43
"Albuquerque, NM",SATURDAY,10,40
"Albuquerque, NM",SATURDAY,11,40
"Albuquerque, NM",SATURDAY,12,64
"Albuquerque, NM",SATURDAY,13,40
"Albuquerque, NM",SATURDAY,14,38
"Albuquerque, NM",SATURDAY,15,63
"Albuquerque, NM",SATURDAY,16,57
"Albuquerque, NM",SATURDAY,17,27
"Albuquerque, NM",SATURDAY,18,31
"Albuquerque, NM",SATURDAY,19,12
"Albuquerque, NM",SATURDAY,20,4
"Albuquerque, NM",SATURDAY,21,3
"Albuquerque, NM",SATURDAY,22,2
"Albuquerque, NM",SATURDAY,23,7
"Albuquerque, NM",SUNDAY,0,13
"Albuquerque, NM",SUNDAY,1,3
"Albuquerque, NM",SUNDAY,4,13
"Albuquerque, NM",SUNDAY,5,29
"Albuquerque, NM",SUNDAY,6,65
"Albuquerque, NM",SUNDAY,7,62
"Albuquerque, NM",SUNDAY,8,82
"Albuquerque, NM",SUNDAY,9,34
"Albuquerque, NM",SUNDAY,10,79
"Albuquerque, NM",SUNDAY,11,72
"Albuquerque, NM",SUNDAY,12,51
"Albuquerque, NM",SUNDAY,13,65
"Albuquerque, NM",SUNDAY,14,58
"Albuquerque, NM",SUNDAY,15,39
"Albuquerque, NM",SUNDAY,16,88
"Albuquerque, NM",SUNDAY,17,73
"Albuquerque, NM",SUNDAY,18,52
"Albuquerque, NM",SUNDAY,19,15
"Albuquerque, NM",SUNDAY,20,35
"Albuquerque, NM",SUNDAY,21,7
"Albuquerque, NM",SUNDAY,22,2
"Albuquerque, NM",SUNDAY,23,11
"Albuquerque, NM",THURSDAY,0,11
"Albuquerque, NM",THURSDAY,1,1
"Albuquerque, NM",THURSDAY,2,1
"Albuquerque, NM",THURSDAY,4,11
"Albuquerque, NM",THURSDAY,5,40
"Albuquerque, NM",THURSDAY,6,119
"Albuquerque, NM",THURSDAY,7,46
"Albuquerque, NM",THURSDAY,8,84
"Albuquerque, NM",THURSDAY,9,27
"Albuquerque, NM",THURSDAY,10,80
"Albuquerque, NM",THURSDAY,11,69
"Albuquerque, NM",THURSDAY,12,61
"Albuquerque, NM",THURSDAY,13,67
"Albuquerque, NM",THURSDAY,14,48
"Albuquerque, NM",THURSDAY,15,39
"Albuquerque, NM",THURSDAY,16,85
"Albuquerque, NM",THURSDAY,17,62
"Albuquerque, NM",THURSDAY,18,61
"Albuquerque, NM",THURSDAY,19,20
"Albuquerque, NM",THURSDAY,20,39
"Albuquerque, NM",THURSDAY,21,1
"Albuquerque, NM",THURSDAY,22,4
"Albuquerque, NM",THURSDAY,23,7
"Albuquerque, NM",TUESDAY,0,7
"Albuquerque, NM",TUESDAY,1,1
"Albuquerque, NM",TUESDAY,4,15
"Albuquerque, NM",TUESDAY,5,40
"Albuquerque, NM",TUESDAY,6,121
"Albuquerque, NM",TUESDAY,7,35
"Albuquerque, NM",TUESDAY,8,78
"Albuquerque, NM",TUESDAY,9,27
"Albuquerque, NM",TUESDAY,10,80
"Albuquerque, NM",TUESDAY,11,64
"Albuquerque, NM",TUESDAY,12,62
"Albuquerque, NM",TUESDAY,13,61
"Albuquerque, NM",TUESDAY,14,62
"Albuquerque, NM",TUESDAY,15,29
"Albuquerque, NM",TUESDAY,16,79
"Albuquerque, NM",TUESDAY,17,72
"Albuquerque, NM",TUESDAY,18,52
"Albuquerque, NM",TUESDAY,19,24
"Albuquerque, NM",TUESDAY,20,30
"Albuquerque, NM",TUESDAY,21,2
"Albuquerque, NM",TUESDAY,23,7
"Albuquerque, NM",WEDNESDAY,0,5
"Albuquerque, NM",WEDNESDAY,4,10
"Albuquerque, NM",WEDNESDAY,5,42
"Albuquerque, NM",WEDNESDAY,6,113
"Albuquerque, NM",WEDNESDAY,7,43
"Albuquerque, NM",WEDNESDAY,8,77
"Albuquerque, NM",WEDNESDAY,9,29
"Albuquerque, NM",WEDNESDAY,10,73
"Albuquerque, NM",WEDNESDAY,11,66
"Albuquerque, NM",WEDNESDAY,12,58
"Albuquerque, NM",WEDNESDAY,13,65
"Albuquerque, NM",WEDNESDAY,14,60
"Albuquerque, NM",WEDNESDAY,15,30
"Albuquerque, NM",WEDNESDAY,16,78
"Albuquerque, NM",WEDNESDAY,17,73
"Albuquerque, NM",WEDNESDAY,18,57
"Albuquerque, NM",WEDNESDAY,19,19
"Albuquerque, NM",WEDNESDAY,20,33
"Albuquerque, NM",WEDNESDAY,21,3
"Albuquerque, NM",WEDNESDAY,22,2
"Albuquerque, NM",WEDNESDAY,23,7
"Albuquerque, NM",WEDNESDAY,24,1
"Alexandria, LA",FRIDAY,5,7
"Alexandria, LA",FRIDAY,6,26
"Alexandria, LA",FRIDAY,7,14
"Alexandria, LA",FRIDAY,8,4
"Alexandria, LA",FRIDAY,10,22
"Alexandria, LA",FRIDAY,11,2
"Alexandria, LA",FRIDAY,12,3
"Alexandria, LA",FRIDAY,13,5
"Alexandria, LA",FRIDAY,14,29
"Alexandria, LA",FRIDAY,15,1
"Alexandria, LA",FRIDAY,17,22
"Alexandria, LA",FRIDAY,18,17
"Alexandria, LA",FRIDAY,19,9
"Alexandria, LA",MONDAY,0,1
"Alexandria, LA",MONDAY,5,8
"Alexandria, LA",MONDAY,6,26
"Alexandria, LA",MONDAY,7,11
"Alexandria, LA",MONDAY,8,4
"Alexandria, LA",MONDAY,10,18
"Alexandria, LA",MONDAY,11,4
"Alexandria, LA",MONDAY,12,1
"Alexandria, LA",MONDAY,13,10
"Alexandria, LA",MONDAY,14,22
"Alexandria, LA",MONDAY,15,2
"Alexandria, LA",MONDAY,17,28
"Alexandria, LA",MONDAY,18,11
"Alexandria, LA",MONDAY,19,5
"Alexandria, LA",SATURDAY,5,8
"Alexandria, LA",SATURDAY,6,34
"Alexandria, LA",SATURDAY,7,10
"Alexandria, LA",SATURDAY,10,13
"Alexandria, LA",SATURDAY,11,1
"Alexandria, LA",SATURDAY,12,3
"Alexandria, LA",SATURDAY,13,2
"Alexandria, LA",SATURDAY,14,26
"Alexandria, LA",SATURDAY,15,2
"Alexandria, LA",SATURDAY,17,6
"Alexandria, LA",SATURDAY,18,2
"Alexandria, LA",SATURDAY,19,1
"Alexandria, LA",SATURDAY,20,1
"Alexandria, LA",SATURDAY,21,1
"Alexandria, LA",SUNDAY,0,3
"Alexandria, LA",SUNDAY,5,5
"Alexandria, LA",SUNDAY,6,14
"Alexandria, LA",SUNDAY,7,8
"Alexandria, LA",SUNDAY,8,15
"Alexandria, LA",SUNDAY,10,22
"Alexandria, LA",SUNDAY,11,3
"Alexandria, LA",SUNDAY,13,9
"Alexandria, LA",SUNDAY,14,22
"Alexandria, LA",SUNDAY,15,2
"Alexandria, LA",SUNDAY,16,1
"Alexandria, LA",SUNDAY,17,26
"Alexandria, LA",SUNDAY,18,9
"Alexandria, LA",SUNDAY,19,6
"Alexandria, LA",SUNDAY,21,1
"Alexandria, LA",THURSDAY,0,1
"Alexandria, LA",THURSDAY,5,7
"Alexandria, LA",THURSDAY,6,36
"Alexandria, LA",THURSDAY,7,10
"Alexandria, LA",THURSDAY,8,1
"Alexandria, LA",THURSDAY,10,18
"Alexandria, LA",THURSDAY,11,5
"Alexandria, LA",THURSDAY,12,1
"Alexandria, LA",THURSDAY,13,12
"Alexandria, LA",THURSDAY,14,20
"Alexandria, LA",THURSDAY,15,1
"Alexandria, LA",THURSDAY,16,1
"Alexandria, LA",THURSDAY,17,25
"Alexandria, LA",THURSDAY,18,13
"Alexandria, LA",THURSDAY,19,5
"Alexandria, LA",THURSDAY,20,1
